symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-12-23,40859,21628,52.93
ADANIPORTS,EQ,2014-12-23,2092865,577463,27.59
BEL,EQ,2014-12-23,56555,19111,33.79
BOSCHLTD,EQ,2014-12-23,27882,18802,67.43
CUMMINSIND,EQ,2014-12-23,98266,62465,63.57
DLF,EQ,2014-12-23,15034440,6313402,41.99
HINDALCO,EQ,2014-12-23,6821884,4207257,61.67
INDHOTEL,D1,2014-12-23,10633,9644,90.70
INDHOTEL,EQ,2014-12-23,464018,323844,69.79
LT,EQ,2014-12-23,1147836,519257,45.24
MANAPPURAM,EQ,2014-12-23,1104470,520254,47.10
MARUTI,EQ,2014-12-23,202035,83580,41.37
PGEL,EQ,2014-12-23,17474,13078,74.84
SBIN,EQ,2014-12-23,12836868,4147321,32.31
SBIN,N1,2014-12-23,3,3,100.00
SBIN,N2,2014-12-23,99,99,100.00
SBIN,N3,2014-12-23,30,29,96.67
SBIN,N5,2014-12-23,253,253,100.00
SUZLON,EQ,2014-12-23,9863941,3920324,39.74
TRENT,EQ,2014-12-23,8299,5357,64.55
