symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-01-11,256746,170038,66.23
BEL,EQ,2008-01-11,47334,36426,76.96
CUMMINSIND,EQ,2008-01-11,52494,32970,62.81
DLF,EQ,2008-01-11,2627364,1164615,44.33
HINDALCO,EQ,2008-01-11,1339190,552920,41.29
INDHOTEL,EQ,2008-01-11,1360577,760018,55.86
LT,EQ,2008-01-11,583226,314538,53.93
MARUTI,EQ,2008-01-11,857643,684215,79.78
SBIN,EQ,2008-01-11,644596,193138,29.96
SUZLON,EQ,2008-01-11,640931,438370,68.40
TRENT,EQ,2008-01-11,10155,6578,64.78
