symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-08-16,767.95,777.10,-0.0118,0.0171,,0.3210
ADANIPORTS,2012-08-16,127.15,128.15,-0.0078,0.0184,,0.3420
BEL,2012-08-16,1253.70,1258.50,-0.0038,0.0217,,0.4031
BOSCHLTD,2012-08-16,8687.80,8715.90,-0.0032,0.0099,,0.1834
CUMMINSIND,2012-08-16,473.95,478.70,-0.0100,0.0189,,0.3534
DLF,2012-08-16,215.85,216.40,-0.0025,0.0204,,0.3783
HINDALCO,2012-08-16,116.70,120.10,-0.0287,0.0167,,0.3382
INDHOTEL,2012-08-16,60.50,60.85,-0.0058,0.0151,,0.2808
LT,2012-08-16,1477.40,1454.60,0.0156,0.0147,,0.2828
MANAPPURAM,2012-08-16,36.05,33.40,0.0764,0.0293,,0.6496
MARUTI,2012-08-16,1172.60,1184.90,-0.0104,0.0213,,0.3974
PGEL,2012-08-16,156.00,150.85,0.0336,0.0349,,0.6649
SBIN,2012-08-16,1894.45,1910.35,-0.0084,0.0213,,0.3974
SUZLON,2012-08-16,17.00,17.00,0.0000,0.0280,,0.5177
TRENT,2012-08-16,1058.30,1048.95,0.0089,0.0174,,0.3248
