symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-08-22,764.40,770.75,-0.0083,0.0159,,0.2961
ADANIPORTS,2012-08-22,116.55,119.85,-0.0279,0.0197,,0.3878
BEL,2012-08-22,1264.45,1259.65,0.0038,0.0199,,0.3687
BOSCHLTD,2012-08-22,8767.70,8797.95,-0.0034,0.0094,,0.1758
CUMMINSIND,2012-08-22,463.05,470.10,-0.0151,0.0174,,0.3305
DLF,2012-08-22,214.95,216.10,-0.0053,0.0218,,0.4050
HINDALCO,2012-08-22,112.75,112.35,0.0036,0.0180,,0.3343
INDHOTEL,2012-08-22,63.60,61.00,0.0417,0.0142,,0.3267
LT,2012-08-22,1457.25,1466.75,-0.0065,0.0148,,0.2751
MANAPPURAM,2012-08-22,34.75,35.65,-0.0256,0.0331,,0.6247
MARUTI,2012-08-22,1183.15,1187.90,-0.0040,0.0197,,0.3649
PGEL,2012-08-22,144.40,145.70,-0.0090,0.0348,,0.6457
SBIN,2012-08-22,1912.15,1915.10,-0.0015,0.0197,,0.3649
SUZLON,2012-08-22,16.55,16.80,-0.0150,0.0256,,0.4795
TRENT,2012-08-22,1080.80,1082.90,-0.0019,0.0166,,0.3076
