symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-11-13,308690,220592,71.46
ADANIPORTS,EQ,2025-11-13,2304918,951541,41.28
BEL,EQ,2025-11-13,9091428,4582681,50.41
BOSCHLTD,EQ,2025-11-13,24679,10391,42.10
CUMMINSIND,EQ,2025-11-13,405072,223113,55.08
DIXON,EQ,2025-11-13,244819,84492,34.51
DLF,EQ,2025-11-13,2212671,1034476,46.75
DMART,EQ,2025-11-13,252053,160142,63.54
ETERNAL,EQ,2025-11-13,63585986,39982055,62.88
HAL,EQ,2025-11-13,1280728,413854,32.31
HINDALCO,EQ,2025-11-13,5854638,2275270,38.86
INDHOTEL,EQ,2025-11-13,4914713,3534744,71.92
INDIGO,EQ,2025-11-13,1250921,822921,65.79
LENSKART,EQ,2025-11-13,6937199,2702438,38.96
LT,EQ,2025-11-13,1834962,1197533,65.26
MANAPPURAM,EQ,2025-11-13,2321527,1011927,43.59
MARUTI,EQ,2025-11-13,250711,140874,56.19
PAYTM,EQ,2025-11-13,2141870,1150363,53.71
PGEL,EQ,2025-11-13,12142780,2258407,18.60
SBIN,EQ,2025-11-13,8894441,5037758,56.64
SUZLON,EQ,2025-11-13,40221624,17650079,43.88
TRENT,EQ,2025-11-13,926858,557743,60.18
