symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-04-01,1277.45,1260.10,0.0137,0.0188,,0.3534
ADANIPORTS,2015-04-01,310.95,308.20,0.0089,0.0205,,0.3821
BEL,2015-04-01,3494.20,3350.50,0.0420,0.0262,,0.5235
BOSCHLTD,2015-04-01,25570.70,25421.35,0.0059,0.0198,,0.3687
CUMMINSIND,2015-04-01,889.90,880.65,0.0104,0.0167,,0.3133
DLF,2015-04-01,159.70,158.25,0.0091,0.0248,,0.4604
HINDALCO,2015-04-01,132.20,129.00,0.0245,0.0268,,0.5101
INDHOTEL,2015-04-01,114.55,116.90,-0.0203,0.0274,,0.5158
LT,2015-04-01,1734.25,1719.65,0.0085,0.0187,,0.3477
MANAPPURAM,2015-04-01,32.40,32.45,-0.0015,0.0222,,0.4108
MARUTI,2015-04-01,3644.70,3697.35,-0.0143,0.0112,,0.2178
PGEL,2015-04-01,97.85,94.70,0.0327,0.0520,,0.9744
SBIN,2015-04-01,273.45,267.05,0.0237,0.0188,,0.3649
SUZLON,2015-04-01,26.45,27.35,-0.0335,0.0440,,0.8292
TRENT,2015-04-01,1481.05,1469.80,0.0076,0.0104,,0.1968
