symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-02-05,195072,106373,54.53
BEL,EQ,2008-02-05,20283,12109,59.70
CUMMINSIND,EQ,2008-02-05,390039,361028,92.56
DLF,EQ,2008-02-05,2317054,852066,36.77
HINDALCO,EQ,2008-02-05,2387189,1401144,58.69
INDHOTEL,EQ,2008-02-05,832947,407100,48.87
LT,EQ,2008-02-05,439386,192238,43.75
MARUTI,EQ,2008-02-05,296903,169312,57.03
SBIN,EQ,2008-02-05,661465,283558,42.87
SBIN,IL,2008-02-05,80763,80763,100.00
SUZLON,EQ,2008-02-05,2191046,1026026,46.83
TRENT,EQ,2008-02-05,3994,1572,39.36
