symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-09-16,832.90,865.95,-0.0389,0.0143,,0.3210
BEL,2011-09-16,1559.30,1594.75,-0.0225,0.0146,,0.2904
BOSCHLTD,2011-09-16,7099.00,7096.00,0.0004,0.0113,,0.2102
CUMMINSIND,2011-09-16,593.65,604.15,-0.0175,0.0176,,0.3362
DLF,2011-09-16,209.25,208.20,0.0050,0.0335,,0.6209
HINDALCO,2011-09-16,144.65,144.25,0.0028,0.0294,,0.5445
INDHOTEL,2011-09-16,72.00,72.00,0.0000,0.0140,,0.2598
LT,2011-09-16,1608.80,1590.65,0.0113,0.0196,,0.3668
MANAPPURAM,2011-09-16,57.20,53.50,0.0669,0.0392,,0.7909
MARUTI,2011-09-16,1109.45,1082.25,0.0248,0.0178,,0.3496
SBIN,2011-09-16,1945.60,1898.05,0.0247,0.0231,,0.4432
SUZLON,2011-09-16,39.50,40.40,-0.0225,0.0365,,0.6840
TRENT,2011-09-16,1109.95,1109.60,0.0003,0.0188,,0.3477
