symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-06-19,59634,23487,39.39
ADANIPORTS,EQ,2019-06-19,5938743,2615869,44.05
BEL,EQ,2019-06-19,10810310,3349653,30.99
BOSCHLTD,EQ,2019-06-19,7357,3127,42.50
CUMMINSIND,EQ,2019-06-19,423021,222375,52.57
DIXON,EQ,2019-06-19,1512,1001,66.20
DLF,EQ,2019-06-19,11090503,2625233,23.67
DMART,EQ,2019-06-19,291801,92028,31.54
HAL,EQ,2019-06-19,8135,4379,53.83
HINDALCO,EQ,2019-06-19,11219284,4632355,41.29
INDHOTEL,EQ,2019-06-19,608798,490364,80.55
INDIGO,EQ,2019-06-19,1397697,213440,15.27
LT,EQ,2019-06-19,2140698,1157618,54.08
MANAPPURAM,EQ,2019-06-19,7952461,1343544,16.89
MARUTI,EQ,2019-06-19,715496,179150,25.04
PGEL,EQ,2019-06-19,133131,101726,76.41
SBIN,EQ,2019-06-19,16416903,4053399,24.69
SBIN,N2,2019-06-19,5,5,100.00
SBIN,N5,2019-06-19,155,155,100.00
SUZLON,EQ,2019-06-19,57733432,19290682,33.41
TRENT,EQ,2019-06-19,443161,326845,73.75
