symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-06-26,138265,28053,20.29
ADANIPORTS,EQ,2019-06-26,3327963,738771,22.20
BEL,EQ,2019-06-26,7074502,2841326,40.16
BOSCHLTD,EQ,2019-06-26,8068,4304,53.35
CUMMINSIND,EQ,2019-06-26,366850,175006,47.71
DIXON,EQ,2019-06-26,3317,1051,31.69
DLF,EQ,2019-06-26,10243007,2197976,21.46
DMART,EQ,2019-06-26,796746,316880,39.77
HAL,EQ,2019-06-26,8058,4559,56.58
HINDALCO,EQ,2019-06-26,6730323,2013762,29.92
INDHOTEL,EQ,2019-06-26,3460260,2200333,63.59
INDIGO,EQ,2019-06-26,995253,82496,8.29
LT,EQ,2019-06-26,2789166,1171956,42.02
MANAPPURAM,EQ,2019-06-26,6096684,809150,13.27
MARUTI,EQ,2019-06-26,572239,172173,30.09
PGEL,EQ,2019-06-26,108383,30646,28.28
SBIN,EQ,2019-06-26,15835579,6233218,39.36
SBIN,N2,2019-06-26,65,50,76.92
SBIN,N5,2019-06-26,76,76,100.00
SBIN,N6,2019-06-26,10,10,100.00
SUZLON,EQ,2019-06-26,108712982,35741396,32.88
TRENT,EQ,2019-06-26,356010,296386,83.25
