symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-11-19,116245,31749,27.31
ADANIPORTS,EQ,2013-11-19,2106533,1338831,63.56
BEL,EQ,2013-11-19,36801,34408,93.50
BOSCHLTD,EQ,2013-11-19,3125,2691,86.11
CUMMINSIND,EQ,2013-11-19,327357,216812,66.23
DLF,EQ,2013-11-19,7599913,1427515,18.78
HINDALCO,EQ,2013-11-19,16182171,5488384,33.92
INDHOTEL,EQ,2013-11-19,102833,69669,67.75
LT,EQ,2013-11-19,2444525,1124725,46.01
MANAPPURAM,EQ,2013-11-19,3838401,2509353,65.37
MARUTI,EQ,2013-11-19,1253144,659359,52.62
PGEL,EQ,2013-11-19,31265,17780,56.87
SBIN,EQ,2013-11-19,2870284,772521,26.91
SBIN,N1,2013-11-19,1,1,100.00
SBIN,N2,2013-11-19,175,174,99.43
SBIN,N3,2013-11-19,40,40,100.00
SBIN,N5,2013-11-19,290,257,88.62
SBIN,N6,2013-11-19,1,1,100.00
SUZLON,EQ,2013-11-19,13838657,5411749,39.11
TRENT,EQ,2013-11-19,3153,2115,67.08
