symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-05-07,1376.10,1368.05,0.0059,0.0197,,0.3668
ADANIPORTS,2015-05-07,322.80,331.20,-0.0257,0.0281,,0.5349
BEL,2015-05-07,3005.05,3143.35,-0.0450,0.0275,,0.5521
BOSCHLTD,2015-05-07,20936.15,21732.40,-0.0373,0.0277,,0.5426
CUMMINSIND,2015-05-07,846.65,846.45,0.0002,0.0132,,0.2445
DLF,2015-05-07,129.00,131.60,-0.0200,0.0302,,0.5674
HINDALCO,2015-05-07,134.30,137.75,-0.0254,0.0226,,0.4356
INDHOTEL,2015-05-07,103.95,103.75,0.0019,0.0247,,0.4585
LT,2015-05-07,1568.90,1564.65,0.0027,0.0192,,0.3554
MANAPPURAM,2015-05-07,34.95,35.20,-0.0071,0.0203,,0.3783
MARUTI,2015-05-07,3543.60,3634.55,-0.0253,0.0189,,0.3687
PGEL,2015-05-07,141.60,152.25,-0.0725,0.0548,,1.0699
SBIN,2015-05-07,260.95,265.40,-0.0169,0.0182,,0.3458
SUZLON,2015-05-07,23.00,23.00,0.0000,0.0370,,0.6859
TRENT,2015-05-07,1131.75,1125.20,0.0058,0.0250,,0.4643
