symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-09-20,36275,15088,41.59
ADANIPORTS,EQ,2012-09-20,2705275,2331430,86.18
BEL,EQ,2012-09-20,99800,79504,79.66
BOSCHLTD,EQ,2012-09-20,23958,23707,98.95
CUMMINSIND,EQ,2012-09-20,217755,125589,57.67
DLF,EQ,2012-09-20,10569447,3166637,29.96
HINDALCO,EQ,2012-09-20,7415962,2616644,35.28
INDHOTEL,EQ,2012-09-20,347875,220692,63.44
LT,EQ,2012-09-20,1608656,695056,43.21
MANAPPURAM,EQ,2012-09-20,874252,451393,51.63
MARUTI,EQ,2012-09-20,940325,622745,66.23
PGEL,EQ,2012-09-20,54958,54138,98.51
SBIN,EQ,2012-09-20,3187040,844668,26.50
SBIN,N2,2012-09-20,1087,1087,100.00
SBIN,N3,2012-09-20,12,12,100.00
SBIN,N5,2012-09-20,235,224,95.32
SBIN,N6,2012-09-20,1002,1002,100.00
SUZLON,EQ,2012-09-20,12795067,3159342,24.69
TRENT,EQ,2012-09-20,46660,29283,62.76
