symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-09-21,92634,35505,38.33
ADANIPORTS,EQ,2012-09-21,3156075,2411627,76.41
BEL,EQ,2012-09-21,147092,84982,57.77
BOSCHLTD,EQ,2012-09-21,3853,3139,81.47
CUMMINSIND,EQ,2012-09-21,519147,401300,77.30
DLF,EQ,2012-09-21,7819090,1755939,22.46
HINDALCO,EQ,2012-09-21,18383349,11000986,59.84
INDHOTEL,EQ,2012-09-21,997847,628757,63.01
LT,EQ,2012-09-21,2770057,1587296,57.30
MANAPPURAM,EQ,2012-09-21,4243543,2701196,63.65
MARUTI,EQ,2012-09-21,800094,476536,59.56
PGEL,EQ,2012-09-21,3145,3145,100.00
SBIN,EQ,2012-09-21,4203557,1497275,35.62
SBIN,N1,2012-09-21,26,26,100.00
SBIN,N2,2012-09-21,52,51,98.08
SBIN,N3,2012-09-21,80,80,100.00
SBIN,N5,2012-09-21,292,292,100.00
SUZLON,EQ,2012-09-21,17460697,6599331,37.80
TRENT,EQ,2012-09-21,70788,37687,53.24
