symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-06-21,318529,142623,44.78
ADANIPORTS,EQ,2024-06-21,25891893,18223793,70.38
BEL,EQ,2024-06-21,37620968,18197527,48.37
BOSCHLTD,EQ,2024-06-21,45227,18809,41.59
CUMMINSIND,EQ,2024-06-21,908528,399810,44.01
DIXON,EQ,2024-06-21,384213,90659,23.60
DLF,EQ,2024-06-21,2496508,1298061,52.00
DMART,EQ,2024-06-21,726519,268842,37.00
HAL,EQ,2024-06-21,4063083,1635088,40.24
HINDALCO,EQ,2024-06-21,11973903,6752973,56.40
INDHOTEL,EQ,2024-06-21,5842145,3348147,57.31
INDIGO,EQ,2024-06-21,1798803,1115895,62.04
LT,EQ,2024-06-21,4508508,2238904,49.66
MANAPPURAM,EQ,2024-06-21,8248579,4453973,54.00
MARUTI,EQ,2024-06-21,947800,502043,52.97
PAYTM,EQ,2024-06-21,2535336,1221119,48.16
PGEL,EQ,2024-06-21,146384,63443,43.34
SBIN,EQ,2024-06-21,18990090,6976007,36.73
SUZLON,EQ,2024-06-21,143678671,98368394,68.46
TRENT,EQ,2024-06-21,638917,379475,59.39
