symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-11-08,774039,80156,10.36
BEL,EQ,2011-11-08,3796,2122,55.90
BOSCHLTD,EQ,2011-11-08,14946,4835,32.35
CUMMINSIND,EQ,2011-11-08,137787,103981,75.47
DLF,EQ,2011-11-08,5019274,614636,12.25
HINDALCO,EQ,2011-11-08,4602343,1280352,27.82
INDHOTEL,EQ,2011-11-08,392779,209466,53.33
LT,EQ,2011-11-08,1572009,770941,49.04
MANAPPURAM,EQ,2011-11-08,6511974,5408734,83.06
MARUTI,EQ,2011-11-08,228195,84814,37.17
PGEL,EQ,2011-11-08,42350,21859,51.62
SBIN,EQ,2011-11-08,2429408,747796,30.78
SBIN,N1,2011-11-08,2,1,50.00
SBIN,N2,2011-11-08,65,65,100.00
SBIN,N3,2011-11-08,77,77,100.00
SBIN,N5,2011-11-08,291,288,98.97
SBIN,N6,2011-11-08,6,6,100.00
SUZLON,EQ,2011-11-08,8340842,2382307,28.56
TRENT,EQ,2011-11-08,3271,2503,76.52
TRENT,Q2,2011-11-08,452,326,72.12
