,20-Aug-2025
The Nifty witnessed an intraday movement of about 159 points.The closing index was 0.28 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 96170.86
, Traded Quantity (in Lakhs), 44516.65
, Number of Trades, 31573449
, Total Market Capitalisation (Rs. Crores), 45290787.13

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24980.65,     24965.80,     25088.70,     24929.70,     25050.55,69.9
,NIFTY50 EQL Wgt,     31716.20,     31701.55,     31866.45,     31640.45,     31817.30,101.1
,NIFTY100 EQL Wgt,     32899.10,     32897.10,     33046.15,     32852.40,     33003.65,104.55
,NIFTY100 LowVol30,     20353.30,     20348.50,     20511.55,     20325.75,     20489.40,136.1
,NIFTY Alpha 50,     51147.60,     51235.70,     51475.45,     51110.35,     51353.65,206.05
,NIFTY MIDCAP 150,     21466.85,     21482.00,     21590.65,     21429.40,     21566.10,99.25
,NIFTY SMLCAP 50,      8675.90,      8693.45,      8706.65,      8648.55,      8688.10,12.2
,NIFTY SMLCAP 250,     17006.45,     17035.40,     17079.10,     16956.05,     17064.50,58.05
,NIFTY MIDSML 400,     19867.75,     19888.75,     19968.50,     19825.80,     19951.10,83.35
,NIFTY200 QUALTY30,     20520.85,     20532.45,     20771.40,     20491.40,     20744.90,224.05
,Nifty FinSrv25 50,     28659.00,     28605.90,     28636.00,     28460.50,     28533.15,-125.85
,NIFTY AlphaLowVol,     26527.80,     26523.50,     26630.95,     26477.40,     26607.65,79.85
,Nifty200Momentm30,     30685.25,     30696.90,     30736.90,     30606.50,     30695.40,10.15
,Nifty100ESGSecLdr,      4202.10,      4199.25,      4230.80,      4197.55,      4224.40,22.3
,NIFTY100 ESG,      4947.00,      4944.05,      4985.35,      4943.30,      4978.25,31.25
,NIFTY M150 QLTY50,     24324.75,     24329.10,     24533.95,     24251.55,     24487.90,163.15
,NIFTY INDIA MFG,     14542.65,     14563.15,     14564.15,     14497.75,     14522.50,-20.15
,Nifty200 Alpha 30,     25135.50,     25127.00,     25267.40,     25079.10,     25234.20,98.7
,NiftyM150Momntm50,     61631.50,     61686.50,     62035.80,     61526.80,     61987.95,356.45
,Nifty IT,     34756.70,     34647.20,     35773.65,     34647.20,     35690.05,933.35
,Nifty Next 50,     67907.45,     67960.85,     68258.80,     67885.70,     68164.30,256.85
,Nifty Bank,     55865.15,     55751.50,     55812.60,     55577.35,     55698.50,-166.65
,NIFTY MIDCAP 100,     57664.65,     57684.45,     58009.50,     57529.25,     57930.50,265.85
,Nifty 500,     23066.60,     23067.70,     23171.15,     23025.85,     23143.15,76.55
,Nifty 100,     25613.30,     25604.15,     25726.20,     25570.55,     25689.30,76
,Nifty Midcap 50,     16299.35,     16299.40,     16419.85,     16253.90,     16392.35,93
,Nifty Realty,       904.30,       905.45,       916.90,       902.40,       913.85,9.55
,Nifty Infra,      9133.00,      9148.25,      9182.50,      9132.75,      9159.75,26.75
,Nifty Energy,     34768.10,     34766.60,     34939.75,     34766.20,     34847.85,79.75
,Nifty FMCG,     55886.65,     55854.40,     56786.65,     55675.75,     56664.05,777.4
,Nifty MNC,     29457.75,     29502.45,     29716.15,     29411.95,     29685.30,227.55
,Nifty Pharma,     22066.75,     22069.55,     22093.70,     21899.65,     21969.50,-97.25
,Nifty PSE,      9562.90,      9606.10,      9615.00,      9560.60,      9567.40,4.5
,Nifty PSU Bank,      7122.85,      7113.10,      7146.90,      7097.25,      7103.55,-19.3
,Nifty Serv Sector,     32616.50,     32600.25,     32818.95,     32584.40,     32778.65,162.15
,India VIX,11.7900,11.7900,11.9900,10.1850,11.7850,-0.0050
,Nifty Auto,     25456.70,     25516.40,     25518.90,     25412.55,     25469.25,12.55
,Nifty Metal,      9457.50,      9433.70,      9538.95,      9407.85,      9497.75,40.25
,Nifty Media,      1671.50,      1662.95,      1663.70,      1634.75,      1638.45,-33.05
,NIFTY SMLCAP 100,     17914.30,     17951.15,     17983.75,     17865.10,     17968.40,54.1
,Nifty 200,     13930.00,     13926.65,     13994.30,     13905.70,     13975.20,45.2
,Nifty Div Opps 50,      5898.05,      5893.15,      5963.95,      5891.70,      5954.80,56.75
,Nifty Commodities,      8848.10,      8839.50,      8890.30,      8827.40,      8869.10,21
,Nifty Consumption,     12189.70,     12206.30,     12313.60,     12189.50,     12295.20,105.5
,Nifty Fin Service,     26592.30,     26535.00,     26567.30,     26419.00,     26487.80,-104.5
,Nifty50 Div Point,       203.75,       203.75,       203.75,       203.75,       203.75,0
,Nifty100 Liq 15,      7062.50,      7068.35,      7074.50,      7048.50,      7053.30,-9.2
,Nifty CPSE,      6344.15,      6367.15,      6372.15,      6334.85,      6348.35,4.2
,Nifty GrowSect 15,     11650.30,     11642.10,     11820.60,     11638.30,     11806.20,155.9
,Nifty50 PR 2x Lev,     13732.70,     13714.25,     13848.50,     13675.00,     13807.45,74.75
,Nifty50 PR 1x Inv,       205.60,       205.75,       206.05,       204.75,       205.05,-.55
,Nifty50 TR 2x Lev,     20476.50,     20449.05,     20649.20,     20390.50,     20588.05,111.55
,Nifty50 TR 1x Inv,       168.55,       168.65,       168.90,       167.85,       168.10,-.45
,Nifty50 Value 20,     12580.80,     12572.55,     12694.65,     12562.30,     12672.65,91.85
,Nifty Mid Liq 15,     15261.25,     15271.15,     15404.55,     15221.90,     15373.55,112.3
,Nifty Pvt Bank,     27037.30,     26972.05,     26998.45,     26897.90,     26940.10,-97.2
,NIFTY100 Qualty30,      5590.30,      5595.55,      5646.80,      5586.25,      5639.60,49.3
,Nifty GS 8 13Yr,      2916.21,      2916.74,      2921.58,      2916.34,      2919.60,3.39
,Nifty GS 10Yr,      2582.55,      2583.00,      2587.50,      2581.47,      2584.87,2.32
,Nifty GS 10Yr Cln,       902.24,       902.24,       903.84,       901.69,       902.90,.66
,Nifty GS 4 8Yr,      3157.07,      3157.65,      3160.88,      3157.62,      3160.88,3.81
,Nifty GS 11 15Yr,      3183.50,      3184.11,      3194.85,      3184.10,      3191.91,8.41
,Nifty GS 15YrPlus,      3422.17,      3422.85,      3432.95,      3422.85,      3426.56,4.39
,Nifty GS Compsite,      2996.87,      2997.43,      3002.72,      2997.19,      3000.54,3.67
,NIFTY HEALTHCARE,     14625.50,     14628.65,     14641.40,     14541.10,     14587.20,-38.3
,NIFTY CONSR DURBL,     38812.65,     38824.15,     39042.05,     38746.55,     38836.25,23.6
,NIFTY OIL AND GAS,     11200.35,     11165.35,     11229.70,     11164.15,     11186.05,-14.3
,NIFTY500 MULTICAP,     16071.05,     16077.75,     16143.75,     16039.80,     16127.20,56.15
,NIFTY LARGEMID250,     16208.75,     16211.55,     16288.35,     16181.45,     16270.25,61.5
,NIFTY MID SELECT,     12908.30,     12912.00,     13020.75,     12867.25,     12999.80,91.5
,NIFTY TOTAL MKT,     12983.45,     12984.90,     13040.15,     12959.15,     13024.45,41
,NIFTY MICROCAP250,     23723.80,     23764.25,     23810.95,     23615.80,     23703.05,-20.75
,NIFTY IND DIGITAL,      8970.40,      8962.40,      9137.15,      8956.90,      9115.20,144.8
,Nifty Tata 25 Cap,     14927.90,     14909.35,     15103.10,     14893.60,     15083.05,155.15
,Nifty MidSml Hlth,     44882.90,     44879.30,     44915.70,     44607.65,     44671.00,-211.9
,Nifty Multi Mfg,     15239.50,     15258.85,     15261.90,     15205.00,     15231.55,-7.95
,Nifty Multi Infra,     13996.90,     14022.90,     14080.05,     13985.35,     14050.60,53.7
,BHARATBOND-APR30,      1536.99,      1537.29,      1537.29,      1537.19,      1537.25,.26
,BHARATBOND-APR31,      1400.92,      1401.19,      1401.19,      1400.84,      1400.99,.07
,BHARATBOND-APR32,      1276.37,      1276.61,      1276.61,      1276.38,      1276.38,.01
,BHARATBOND-APR33,      1238.84,      1239.08,      1239.08,      1239.07,      1239.07,.23
,Nifty Ind Defence,      7735.25,      7816.20,      7822.80,      7674.50,      7679.70,-55.55
,Nifty Ind Tourism,      9260.35,      9260.50,      9445.45,      9259.70,      9429.50,169.15
,Nifty Capital Mkt,      4501.45,      4507.05,      4521.85,      4476.80,      4516.50,15.05
,Nifty500Momentm50,     52135.65,     52160.95,     52364.05,     52035.10,     52325.90,190.25
,NiftyMS400 MQ 100,     48156.95,     48184.00,     48626.40,     48051.85,     48528.75,371.8
,NiftySml250MQ 100,     45242.65,     45313.70,     45597.45,     45151.05,     45532.10,289.45
,Nifty Top 10 EW,      9404.80,      9402.15,      9455.75,      9393.60,      9441.15,36.35
,Nifty AQL 30,     22324.50,     22333.70,     22507.05,     22279.70,     22489.30,164.8
,Nifty AQLV 30,     20696.85,     20680.35,     20898.65,     20649.90,     20874.65,177.8
,Nifty EV,      3027.55,      3034.05,      3035.40,      3020.05,      3031.05,3.5
,Nifty HighBeta 50,      3637.35,      3639.10,      3650.60,      3628.55,      3634.95,-2.4
,Nifty New Consump,     12095.45,     12112.55,     12188.60,     12094.30,     12171.05,75.6
,Nifty Corp MAATR,     36611.40,     36542.25,     36842.95,     36497.50,     36773.40,162
,Nifty Low Vol 50,     25081.40,     25072.65,     25293.80,     25051.95,     25265.05,183.65
,Nifty Mobility,     21939.70,     21970.70,     22024.50,     21918.05,     21981.95,42.25
,Nifty Qlty LV 30,     17159.70,     17150.15,     17324.70,     17125.25,     17310.35,150.65
,Nifty Sml250 Q50,     26973.70,     26997.55,     27168.10,     26885.10,     27085.55,111.85
,Nifty Top 15 EW,     10255.95,     10255.65,     10309.75,     10237.35,     10296.45,40.5
,Nifty100 Alpha 30,     18429.20,     18449.70,     18547.20,     18417.60,     18511.60,82.4
,Nifty100 Enh ESG,      4984.70,      4981.55,      5023.45,      4980.75,      5016.30,31.6
,Nifty200 Value 30,     12918.95,     12906.80,     12939.75,     12883.75,     12907.45,-11.5
,Nifty500 EW,     14253.20,     14269.10,     14322.55,     14224.20,     14310.75,57.55
,Nifty Multi MQ 50,     40877.60,     40959.20,     41202.95,     40752.25,     41142.80,265.2
,Nifty500 Value 50,     14079.65,     14071.10,     14093.60,     14019.50,     14057.15,-22.5
,Nifty Top 20 EW,      9135.25,      9133.60,      9173.50,      9109.95,      9163.60,28.35
,Nifty CoreHousing,     16466.20,     16477.95,     16561.05,     16423.85,     16525.45,59.25
,Nifty FinSerExBnk,     29932.05,     29915.45,     29935.70,     29719.80,     29822.55,-109.5
,Nifty Housing,     11547.35,     11540.80,     11602.40,     11515.95,     11579.75,32.4
,Nifty IPO,      2156.90,      2161.15,      2173.35,      2152.30,      2170.45,13.55
,Nifty MS Fin Serv,     18617.10,     18620.20,     18671.60,     18530.70,     18659.35,42.25
,Nifty MS Ind Cons,     19684.80,     19717.05,     19824.10,     19659.70,     19800.50,115.7
,Nifty MS IT Telcm,      9374.35,      9361.65,      9599.20,      9342.95,      9572.60,198.25
,Nifty NonCyc Cons,     16537.00,     16553.35,     16754.55,     16528.05,     16728.85,191.85
,Nifty Rural,     15263.90,     15286.80,     15337.60,     15250.00,     15319.70,55.8
,Nifty Shariah 25,      8258.20,      8242.30,      8363.40,      8237.75,      8352.40,94.2
,Nifty Trans Logis,     24802.60,     24852.05,     24932.10,     24787.00,     24889.45,86.85
,Nifty50 Shariah,      4647.35,      4643.80,      4721.70,      4640.60,      4716.15,68.8
,Nifty500 LMS Eql,     17726.45,     17738.45,     17807.70,     17690.05,     17791.45,65
,Nifty500 Shariah,      7064.95,      7064.00,      7141.25,      7059.15,      7134.75,69.8
,Nifty500 Qlty50,     18983.45,     18983.60,     19137.45,     18928.60,     19103.85,120.4
,Nifty500 LowVol50,     21906.25,     21888.85,     22006.70,     21876.25,     21987.80,81.55
,Nifty500 MQVLv50,     30707.65,     30714.15,     30868.55,     30632.70,     30813.20,105.55

,ADVANCES,1669
,DECLINES,1265
,UNCHANGED,89

,Total securities that have hit their price bands today,189

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,OLAELEC,EQ,        44.83,        53.21,18.69,5620.47
,GODFRYPHLP,EQ,      9805.50,     11064.00,12.83,2538.06
,ETERNAL,EQ,       321.45,       326.55,1.59,1824.08
,INFY,EQ,      1440.00,      1496.20,3.9,1543.98
,TCS,EQ,      3016.20,      3098.60,2.73,1524.44
,HCLTECH,EQ,      1476.10,      1496.00,1.35,1510.8
,NAZARA,EQ,      1399.70,      1219.40,-12.88,1406.81
,HAL,EQ,      4452.60,      4468.40,0.35,1405.19
,BHARTIARTL,EQ,      1909.70,      1928.40,0.98,1347.27
,RELIANCE,EQ,      1420.10,      1413.00,-0.5,1237.8
,SWIGGY,EQ,       409.70,       421.05,2.77,1086.35
,M&M,EQ,      3354.00,      3395.60,1.24,998.08
,HDFCBANK,EQ,      1991.10,      1988.20,-0.15,987.63
,PGEL,EQ,       540.30,       536.60,-0.68,929.36
,VEDL,EQ,       450.20,       445.50,-1.04,880.15
,HINDUNILVR,EQ,      2604.80,      2669.80,2.5,839.45
,ICICIBANK,EQ,      1436.30,      1430.60,-0.4,831.9
,BEL,EQ,       380.05,       371.85,-2.16,760.68
,INDHOTEL,EQ,       775.15,       806.80,4.08,745.83
,ITC,EQ,       409.10,       406.05,-0.75,741.84
,PROTEAN,EQ,       756.90,       876.20,15.76,695.71
,TATAMOTORS,EQ,       700.25,       689.60,-1.52,695.22
,PAYTM,EQ,      1226.20,      1248.00,1.78,684.94
,BSE,EQ,      2491.50,      2523.00,1.26,672.69
,BLUESTONE,EQ,       546.00,       572.05,4.77,658.82

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INFY,EQ,      1496.20,      1440.00,3.9
,TCS,EQ,      3098.60,      3016.20,2.73
,HINDUNILVR,EQ,      2669.80,      2604.80,2.5
,NESTLEIND,EQ,      1190.30,      1161.40,2.49
,NTPC,EQ,       342.00,       335.05,2.07

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BEL,EQ,       371.85,       380.05,-2.16
,BAJFINANCE,EQ,       887.80,       902.30,-1.61
,SHRIRAMFIN,EQ,       616.30,       626.35,-1.6
,TATAMOTORS,EQ,       689.60,       700.25,-1.52
,INDUSINDBK,EQ,       778.20,       785.50,-0.93

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,0MOFSL26,N1,      1119.00,                     2238.00,2
,1003IIFL29,NC,       995.00,                    65836.00,65
,1003ISFL28,N4,       998.00,                   998015.00,1000
,1003SCL30A,NV,       879.00,                     9669.00,11
,1015ECL29,NR,      1000.22,                   390053.27,390
,1015SCL29,ZL,       978.06,                    64985.66,66
,1015SCL30,N1,      1010.00,                   303000.00,300
,1015UCL26,N1,       998.22,                    51683.45,52
,1015UCL27,NF,       995.00,                   104925.00,105
,1025NFL25,N5,      1000.00,                    15000.00,15
,1039UCL26,NE,      1016.31,                    12187.86,12
,1040NFL26,NA,       997.00,                   140281.98,143
,1050ISFL28,N5,      1035.00,                  1149192.64,1102
