,08-Aug-2025
The Nifty witnessed an intraday movement of about 248 points.The closing index was 0.95 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 100444.68
, Traded Quantity (in Lakhs), 28389.16
, Number of Trades, 30596780
, Total Market Capitalisation (Rs. Crores), 43767323.31

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24596.15,     24544.25,     24585.50,     24337.50,     24363.30,-232.85
,NIFTY50 EQL Wgt,     30882.75,     30845.65,     30923.30,     30583.30,     30613.45,-269.3
,NIFTY100 EQL Wgt,     32072.10,     32079.70,     32134.25,     31706.70,     31741.10,-331
,NIFTY100 LowVol30,     19816.30,     19803.40,     19840.15,     19644.25,     19660.80,-155.5
,NIFTY Alpha 50,     51175.20,     51315.65,     51340.45,     49474.00,     49661.70,-1513.5
,NIFTY MIDCAP 150,     21152.10,     21202.70,     21203.20,     20813.05,     20848.25,-303.85
,NIFTY SMLCAP 50,      8538.95,      8539.90,      8543.70,      8394.85,      8416.20,-122.75
,NIFTY SMLCAP 250,     16753.20,     16770.70,     16785.85,     16500.00,     16541.90,-211.3
,NIFTY MIDSML 400,     19574.85,     19612.40,     19614.10,     19268.15,     19305.75,-269.1
,NIFTY200 QUALTY30,     20226.70,     20234.10,     20251.10,     20050.65,     20075.65,-151.05
,Nifty FinSrv25 50,     28374.20,     28357.65,     28405.85,     28066.50,     28106.45,-267.75
,NIFTY AlphaLowVol,     26037.40,     25996.85,     26049.75,     25793.05,     25823.80,-213.6
,Nifty200Momentm30,     30144.95,     30140.45,     30163.95,     29668.20,     29703.30,-441.65
,Nifty100ESGSecLdr,      4119.85,      4110.90,      4117.40,      4072.50,      4076.45,-43.4
,NIFTY100 ESG,      4841.20,      4834.65,      4841.10,      4789.50,      4794.50,-46.7
,NIFTY M150 QLTY50,     24061.55,     24073.85,     24078.55,     23643.30,     23691.20,-370.35
,NIFTY INDIA MFG,     14129.30,     14124.05,     14136.35,     13931.05,     13947.25,-182.05
,Nifty200 Alpha 30,     24726.20,     24792.55,     24793.85,     24160.15,     24195.05,-531.15
,NiftyM150Momntm50,     60680.40,     60905.20,     60906.10,     59661.60,     59780.00,-900.4
,Nifty IT,     34726.80,     34603.00,     34643.75,     34350.85,     34398.50,-328.3
,Nifty Next 50,     66338.10,     66400.40,     66487.15,     65429.50,     65514.70,-823.4
,Nifty Bank,     55521.15,     55609.35,     55652.60,     54905.60,     55004.90,-516.25
,NIFTY MIDCAP 100,     56938.30,     57094.95,     57096.20,     55918.70,     56002.20,-936.1
,Nifty 500,     22694.10,     22680.90,     22690.35,     22419.70,     22443.15,-250.95
,Nifty 100,     25185.15,     25145.10,     25182.40,     24908.05,     24934.05,-251.1
,Nifty Midcap 50,     16034.05,     16085.90,     16086.35,     15763.55,     15785.60,-248.45
,Nifty Realty,       893.00,       892.25,       896.60,       871.40,       874.15,-18.85
,Nifty Infra,      8996.00,      8970.90,      8992.70,      8869.40,      8879.10,-116.9
,Nifty Energy,     34613.80,     34635.55,     34714.85,     34340.05,     34391.95,-221.85
,Nifty FMCG,     55298.50,     55343.95,     55517.90,     54844.65,     54900.95,-397.55
,Nifty MNC,     28419.10,     28507.70,     28525.80,     28110.50,     28134.05,-285.05
,Nifty Pharma,     21684.80,     21633.05,     21676.15,     21375.95,     21402.15,-282.65
,Nifty PSE,      9540.90,      9537.90,      9588.30,      9510.70,      9529.40,-11.5
,Nifty PSU Bank,      6909.30,      6904.45,      6930.20,      6840.95,      6881.25,-28.05
,Nifty Serv Sector,     32352.45,     32253.20,     32295.60,     31995.75,     32033.20,-319.25
,India VIX,11.6875,11.6875,12.1975,10.8975,12.0325,0.3450
,Nifty Auto,     23808.10,     23810.30,     23890.80,     23439.05,     23474.65,-333.45
,Nifty Metal,      9310.65,      9309.65,      9327.30,      9127.25,      9147.10,-163.55
,Nifty Media,      1636.80,      1643.65,      1656.25,      1630.60,      1635.10,-1.7
,NIFTY SMLCAP 100,     17692.65,     17711.75,     17724.05,     17380.05,     17428.20,-264.45
,Nifty 200,     13706.85,     13695.15,     13703.90,     13541.40,     13555.15,-151.7
,Nifty Div Opps 50,      5828.05,      5825.70,      5832.50,      5800.30,      5806.85,-21.2
,Nifty Commodities,      8707.85,      8709.50,      8744.65,      8626.90,      8638.90,-68.95
,Nifty Consumption,     11772.95,     11754.30,     11769.10,     11637.05,     11647.10,-125.85
,Nifty Fin Service,     26403.90,     26379.85,     26425.70,     26129.80,     26167.35,-236.55
,Nifty50 Div Point,       173.24,       174.84,       174.84,       174.84,       174.84,1.6
,Nifty100 Liq 15,      6865.20,      6838.20,      6856.10,      6764.15,      6772.25,-92.95
,Nifty CPSE,      6326.00,      6313.25,      6348.85,      6303.45,      6317.20,-8.8
,Nifty GrowSect 15,     11304.10,     11272.70,     11311.55,     11139.10,     11148.70,-155.4
,Nifty50 PR 2x Lev,     13340.85,     13282.55,     13327.05,     13058.75,     13086.25,-254.6
,Nifty50 PR 1x Inv,       208.50,       209.00,       210.75,       208.65,       210.50,2
,Nifty50 TR 2x Lev,     19842.80,     19758.60,     19824.85,     19425.75,     19466.65,-376.15
,Nifty50 TR 1x Inv,       171.15,       171.50,       172.95,       171.25,       172.75,1.6
,Nifty50 Value 20,     12360.35,     12351.25,     12372.80,     12290.75,     12307.45,-52.9
,Nifty Mid Liq 15,     14919.80,     14979.10,     14979.10,     14626.70,     14644.70,-275.1
,Nifty Pvt Bank,     26901.10,     26889.80,     26934.45,     26518.90,     26564.70,-336.4
,NIFTY100 Qualty30,      5475.65,      5473.10,      5483.30,      5426.05,      5431.05,-44.6
,Nifty GS 8 13Yr,      2933.61,      2934.14,      2936.48,      2933.15,      2936.48,2.87
,Nifty GS 10Yr,      2598.62,      2599.08,      2601.98,      2598.36,      2601.98,3.36
,Nifty GS 10Yr Cln,       909.89,       909.89,       910.92,       909.64,       910.92,1.03
,Nifty GS 4 8Yr,      3176.02,      3176.60,      3176.60,      3175.84,      3175.84,-.18
,Nifty GS 11 15Yr,      3216.81,      3217.42,      3219.33,      3216.43,      3219.33,2.52
,Nifty GS 15YrPlus,      3474.09,      3474.77,      3478.35,      3474.57,      3478.35,4.26
,Nifty GS Compsite,      3020.06,      3020.61,      3022.83,      3019.82,      3022.83,2.77
,NIFTY HEALTHCARE,     14309.70,     14279.30,     14308.05,     14116.35,     14135.55,-174.15
,NIFTY CONSR DURBL,     38282.70,     38532.10,     38552.60,     37458.70,     37549.60,-733.1
,NIFTY OIL AND GAS,     10997.30,     11003.05,     11090.85,     10972.30,     10989.15,-8.15
,NIFTY500 MULTICAP,     15817.95,     15818.90,     15822.85,     15611.55,     15632.45,-185.5
,NIFTY LARGEMID250,     15954.45,     15960.90,     15963.70,     15741.95,     15760.30,-194.15
,NIFTY MID SELECT,     12724.70,     12762.40,     12762.40,     12493.30,     12506.30,-218.4
,NIFTY TOTAL MKT,     12772.30,     12766.45,     12771.50,     12618.35,     12632.35,-139.95
,NIFTY MICROCAP250,     23270.50,     23332.30,     23373.45,     23007.60,     23072.85,-197.65
,NIFTY IND DIGITAL,      8757.75,      8728.85,      8737.85,      8630.55,      8641.35,-116.4
,Nifty Tata 25 Cap,     14559.10,     14590.80,     14626.85,     14453.50,     14486.15,-72.95
,Nifty MidSml Hlth,     44184.70,     44181.80,     44196.55,     43506.00,     43592.40,-592.3
,Nifty Multi Mfg,     14863.35,     14856.15,     14875.35,     14640.60,     14659.65,-203.7
,Nifty Multi Infra,     13822.20,     13806.70,     13815.35,     13625.50,     13640.45,-181.75
,BHARATBOND-APR30,      1539.44,      1539.74,      1539.79,      1539.65,      1539.77,.33
,BHARATBOND-APR31,      1404.23,      1404.50,      1404.91,      1404.49,      1404.91,.68
,BHARATBOND-APR32,      1280.74,      1280.99,      1280.99,      1280.98,      1280.98,.24
,BHARATBOND-APR33,      1244.52,      1244.76,      1244.76,      1244.75,      1244.75,.23
,Nifty Ind Defence,      7800.05,      7776.55,      7783.65,      7594.55,      7607.90,-192.15
,Nifty Ind Tourism,      9052.30,      9055.85,      9066.30,      8916.30,      8939.20,-113.1
,Nifty Capital Mkt,      4387.00,      4408.65,      4409.65,      4310.10,      4318.50,-68.5
,Nifty500Momentm50,     51393.80,     51471.15,     51520.35,     50502.80,     50603.10,-790.7
,NiftyMS400 MQ 100,     48105.30,     48185.25,     48186.40,     47165.85,     47270.00,-835.3
,NiftySml250MQ 100,     44883.35,     44901.90,     44940.75,     44064.25,     44249.05,-634.3
,Nifty Top 10 EW,      9398.25,      9368.75,      9381.35,      9273.55,      9286.65,-111.6
,Nifty AQL 30,     21846.15,     21848.90,     21884.70,     21640.40,     21662.05,-184.1
,Nifty AQLV 30,     20158.35,     20147.80,     20176.90,     19995.70,     20014.55,-143.8
,Nifty EV,      2888.00,      2886.35,      2893.50,      2848.00,      2853.10,-34.9
,Nifty HighBeta 50,      3610.45,      3612.85,      3619.90,      3526.95,      3533.85,-76.6
,Nifty New Consump,     11597.65,     11591.85,     11596.30,     11402.80,     11420.25,-177.4
,Nifty Corp MAATR,     35563.95,     35552.00,     35665.30,     35048.75,     35087.35,-476.6
,Nifty Low Vol 50,     24538.10,     24514.75,     24567.90,     24275.90,     24298.40,-239.7
,Nifty Mobility,     20816.40,     20809.80,     20871.75,     20557.95,     20582.70,-233.7
,Nifty Qlty LV 30,     16772.20,     16773.20,     16797.05,     16630.85,     16645.75,-126.45
,Nifty Sml250 Q50,     26610.25,     26615.10,     26679.85,     26412.40,     26469.75,-140.5
,Nifty Top 15 EW,     10067.35,     10043.55,     10063.80,      9953.35,      9964.70,-102.65
,Nifty100 Alpha 30,     18023.65,     17978.45,     18002.25,     17796.45,     17815.60,-208.05
,Nifty100 Enh ESG,      4877.60,      4870.60,      4877.15,      4824.70,      4829.65,-47.95
,Nifty200 Value 30,     12718.40,     12720.75,     12770.00,     12631.15,     12652.10,-66.3
,Nifty500 EW,     13992.40,     14009.00,     14018.00,     13803.80,     13829.80,-162.6
,Nifty Multi MQ 50,     40789.95,     40818.30,     40820.15,     40068.30,     40116.75,-673.2
,Nifty500 Value 50,     13745.95,     13751.70,     13796.20,     13642.95,     13663.65,-82.3
,Nifty Top 20 EW,      8930.80,      8917.75,      8935.00,      8841.00,      8849.85,-80.95
,Nifty CoreHousing,     16022.10,     16014.80,     16035.50,     15765.50,     15794.85,-227.25
,Nifty FinSerExBnk,     29117.95,     29176.20,     29261.20,     28825.45,     28868.75,-249.2
,Nifty Housing,     11387.05,     11385.80,     11396.40,     11239.80,     11253.60,-133.45
,Nifty IPO,      2064.10,      2071.55,      2072.55,      2041.85,      2044.90,-19.2
,Nifty MS Fin Serv,     17920.40,     18057.30,     18057.30,     17695.60,     17735.95,-184.45
,Nifty MS Ind Cons,     19496.40,     19509.15,     19522.80,     19083.20,     19121.70,-374.7
,Nifty MS IT Telcm,      9386.70,      9376.75,      9376.75,      9202.80,      9215.40,-171.3
,Nifty NonCyc Cons,     16122.40,     16097.45,     16112.55,     15924.85,     15938.40,-184
,Nifty Rural,     14826.05,     14803.80,     14823.10,     14645.50,     14660.80,-165.25
,Nifty Shariah 25,      8055.10,      8056.00,      8064.60,      7986.70,      7994.20,-60.9
,Nifty Trans Logis,     23398.30,     23377.50,     23435.90,     23072.20,     23106.00,-292.3
,Nifty50 Shariah,      4538.90,      4530.05,      4544.95,      4503.10,      4508.80,-30.1
,Nifty500 LMS Eql,     17453.00,     17463.70,     17467.00,     17211.30,     17238.05,-214.95
,Nifty500 Shariah,      6936.10,      6933.05,      6938.25,      6856.25,      6865.95,-70.15
,Nifty500 Qlty50,     18922.55,     18912.85,     18914.00,     18650.85,     18678.90,-243.65
,Nifty500 LowVol50,     21178.40,     21167.40,     21230.75,     20993.50,     21014.65,-163.75
,Nifty500 MQVLv50,     30058.35,     30095.90,     30124.90,     29825.85,     29868.85,-189.5

,ADVANCES,971
,DECLINES,1956
,UNCHANGED,74

,Total securities that have hit their price bands today,163

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BHARTIARTL,EQ,      1922.60,      1858.60,-3.33,17550.37
,KALYANKJIL,EQ,       590.95,       528.10,-10.64,1884.62
,BSE,EQ,      2442.20,      2392.90,-2.02,1613.43
,INFY,EQ,      1436.90,      1423.10,-0.96,1431.28
,CUMMINSIND,EQ,      3674.00,      3806.90,3.62,1378.11
,HDFCBANK,EQ,      1995.40,      1973.90,-1.08,1374.93
,PGEL,EQ,       736.85,       588.80,-20.09,1337.02
,SBIN,EQ,       805.15,       804.30,-0.11,1259.16
,RELIANCE,EQ,      1389.40,      1367.80,-1.55,1209.06
,KRBL,EQ,       371.85,       427.90,15.07,1139.68
,MBEL,EQ,       417.60,       431.75,3.39,1052.17
,AUBANK,EQ,       743.25,       739.00,-0.57,963.12
,CDSL,EQ,      1564.50,      1567.10,0.17,960.28
,LOTUSDEV,EQ,       197.80,       209.77,6.05,918.55
,ETERNAL,EQ,       301.75,       300.90,-0.28,855.79
,LAXMIINDIA,EQ,       148.62,       161.98,8.99,845.15
,TCS,EQ,      3047.00,      3036.40,-0.35,840.68
,PAYTM,EQ,      1065.30,      1062.40,-0.27,822.42
,ICICIBANK,EQ,      1440.30,      1435.90,-0.31,778.21
,TITAN,EQ,      3415.70,      3460.20,1.3,755.04
,KPIL,EQ,      1112.90,      1183.60,6.35,722.97
,MEDANTA,EQ,      1327.00,      1423.20,7.25,691.83
,TATAMOTORS,EQ,       646.50,       633.70,-1.98,649.55
,GODFRYPHLP,EQ,      9998.50,      9949.50,-0.49,644.85
,TRENT,EQ,      5303.50,      5317.00,0.25,634.26

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,NTPC,EQ,       334.75,       329.75,1.52
,TITAN,EQ,      3460.20,      3415.70,1.3
,DRREDDY,EQ,      1211.40,      1200.80,.88
,HDFCLIFE,EQ,       761.55,       755.70,.77
,BAJAJFINSV,EQ,      1919.20,      1914.00,.27

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BHARTIARTL,EQ,      1858.60,      1922.60,-3.33
,ADANIENT,EQ,      2178.10,      2249.80,-3.19
,INDUSINDBK,EQ,       782.45,       807.35,-3.08
,SHRIRAMFIN,EQ,       609.65,       627.35,-2.82
,M&M,EQ,      3144.20,      3211.10,-2.08

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,0SCL27,YW,      1107.00,                    55350.00,50
,1003ISFL28,N4,       990.00,                   891000.00,900
,1015ECL29,NR,      1000.00,                   646841.05,645
,1018GS2026,GS,       109.00,                   242987.97,2205
,1025NFL25,N5,      1000.00,                     5000.00,5
,1030SFIL26,NJ,      1160.10,                     5800.50,5
,1050NFL26,N7,      1014.00,                    15095.88,15
,1060ECL29,NS,      1065.00,                   170505.00,161
,1065NFL27,NC,      1005.00,                    10050.00,10
,1075NFL25,N6,      1016.25,                     2032.50,2
,10IIFL28,N4,       989.00,                    89079.00,90
,10IIFL28A,NE,      1009.99,                   462039.40,460
,10IIFL29,N6,      1012.00,                   621368.00,614
,10NIDO26,N6,       995.86,                   591988.20,594
