,18-Aug-2025
The Nifty witnessed an intraday movement of about 169.15 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 106993.56
, Traded Quantity (in Lakhs), 36808.22
, Number of Trades, 34634272
, Total Market Capitalisation (Rs. Crores), 44766544.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24631.30,     24938.20,     25022.00,     24852.85,     24876.95,245.65
,NIFTY50 EQL Wgt,     31100.20,     31523.35,     31739.20,     31496.95,     31580.60,480.4
,NIFTY100 EQL Wgt,     32208.25,     32651.25,     32870.55,     32622.30,     32679.75,471.5
,NIFTY100 LowVol30,     19925.45,     20216.75,     20350.10,     20201.25,     20253.35,327.9
,NIFTY Alpha 50,     50196.90,     50953.20,     51208.40,     50745.85,     50806.25,609.35
,NIFTY MIDCAP 150,     21017.05,     21249.35,     21378.20,     21217.25,     21267.05,250
,NIFTY SMLCAP 50,      8494.00,      8611.40,      8643.60,      8555.20,      8618.10,124.1
,NIFTY SMLCAP 250,     16656.75,     16857.50,     16913.55,     16766.65,     16878.70,221.95
,NIFTY MIDSML 400,     19454.20,     19676.05,     19776.20,     19635.50,     19695.40,241.2
,NIFTY200 QUALTY30,     20143.50,     20404.60,     20508.20,     20375.45,     20398.95,255.45
,Nifty FinSrv25 50,     28316.05,     28715.00,     28935.95,     28641.20,     28656.05,340
,NIFTY AlphaLowVol,     26169.60,     26500.60,     26671.55,     26429.25,     26480.15,310.55
,Nifty200Momentm30,     30218.85,     30609.05,     30942.35,     30574.90,     30663.50,444.65
,Nifty100ESGSecLdr,      4124.75,      4182.70,      4199.05,      4173.25,      4177.50,52.75
,NIFTY100 ESG,      4861.30,      4928.70,      4948.50,      4916.35,      4918.70,57.4
,NIFTY M150 QLTY50,     23868.80,     24084.35,     24191.55,     24046.95,     24134.80,266
,NIFTY INDIA MFG,     14152.20,     14382.80,     14471.10,     14369.15,     14422.15,269.95
,Nifty200 Alpha 30,     24852.35,     25111.90,     25265.50,     25018.30,     25035.20,182.85
,NiftyM150Momntm50,     60478.25,     61170.35,     61493.15,     61006.50,     61166.80,688.55
,Nifty IT,     34833.20,     35152.70,     35158.70,     34514.00,     34634.95,-198.25
,Nifty Next 50,     66511.60,     67396.50,     67852.20,     67295.95,     67399.60,888
,Nifty Bank,     55341.85,     55940.60,     56156.30,     55647.65,     55734.90,393.05
,NIFTY MIDCAP 100,     56504.25,     57105.90,     57451.50,     57037.15,     57113.15,608.9
