,04-Aug-2025
The Nifty witnessed an intraday movement of about 182.25 points.The closing index was 0.64 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 83320
, Traded Quantity (in Lakhs), 31694.02
, Number of Trades, 31102663
, Total Market Capitalisation (Rs. Crores), 44598518.24

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24565.35,     24596.05,     24736.25,     24554.00,     24722.75,157.4
,NIFTY50 EQL Wgt,     30660.35,     30710.65,     31017.15,     30647.95,     30998.80,338.45
,NIFTY100 EQL Wgt,     31932.80,     31966.70,     32301.90,     31885.40,     32284.20,351.4
,NIFTY100 LowVol30,     19822.05,     19844.55,     19985.75,     19818.85,     19969.85,147.8
,NIFTY Alpha 50,     51480.35,     51460.40,     51985.05,     51278.20,     51916.55,436.2
,NIFTY MIDCAP 150,     21088.65,     21095.60,     21345.20,     21047.15,     21329.40,240.75
,NIFTY SMLCAP 50,      8517.95,      8549.25,      8655.95,      8518.85,      8645.50,127.55
,NIFTY SMLCAP 250,     16863.25,     16907.05,     17041.20,     16808.35,     17028.65,165.4
,NIFTY MIDSML 400,     19582.00,     19604.20,     19807.25,     19539.00,     19794.45,212.45
,NIFTY200 QUALTY30,     20081.25,     20103.05,     20328.85,     20027.95,     20318.40,237.15
,Nifty FinSrv25 50,     28335.40,     28360.10,     28489.80,     28301.80,     28459.80,124.4
,NIFTY AlphaLowVol,     26055.20,     26094.40,     26276.10,     26023.50,     26261.85,206.65
,Nifty200Momentm30,     29863.45,     29893.85,     30261.45,     29858.35,     30233.20,369.75
,Nifty100ESGSecLdr,      4117.65,      4122.55,      4152.20,      4113.85,      4149.85,32.2
,NIFTY100 ESG,      4829.35,      4832.25,      4872.75,      4820.85,      4870.45,41.1
,NIFTY M150 QLTY50,     24142.20,     24128.45,     24336.20,     24050.10,     24313.15,170.95
,NIFTY INDIA MFG,     14001.15,     14029.15,     14214.50,     14005.90,     14207.85,206.7
,Nifty200 Alpha 30,     24482.85,     24510.35,     24883.60,     24463.25,     24850.90,368.05
,NiftyM150Momntm50,     60474.45,     60486.55,     61176.80,     60377.30,     61124.15,649.7
,Nifty IT,     34649.60,     34558.70,     35219.85,     34324.85,     35203.35,553.75
,Nifty Next 50,     66192.80,     66238.50,     66963.45,     66025.05,     66917.50,724.7
,Nifty Bank,     55617.60,     55557.50,     55752.45,     55437.30,     55619.35,1.75
,NIFTY MIDCAP 100,     56637.15,     56655.85,     57468.45,     56557.60,     57432.35,795.2
,Nifty 500,     22673.65,     22699.70,     22871.60,     22648.60,     22860.40,186.75
,Nifty 100,     25149.60,     25178.65,     25342.55,     25132.60,     25330.20,180.6
,Nifty Midcap 50,     15963.15,     15958.60,     16187.65,     15918.25,     16177.75,214.6
,Nifty Realty,       896.15,       897.40,       914.50,       893.60,       912.05,15.9
,Nifty Infra,      8969.65,      8989.25,      9068.25,      8956.20,      9058.50,88.85
,Nifty Energy,     34889.00,     34932.30,     35025.60,     34685.00,     34923.45,34.45
,Nifty FMCG,     56197.05,     56336.65,     56431.30,     55979.10,     56139.65,-57.4
,Nifty MNC,     28684.25,     28648.25,     28761.05,     28521.70,     28744.95,60.7
,Nifty Pharma,     22011.70,     22038.50,     22206.80,     21890.55,     22153.80,142.1
,Nifty PSE,      9537.75,      9554.20,      9642.65,      9510.60,      9628.25,90.5
,Nifty PSU Bank,      6773.35,      6779.35,      6866.10,      6770.25,      6858.90,85.55
,Nifty Serv Sector,     32429.45,     32438.50,     32539.45,     32290.20,     32515.05,85.6
,India VIX,11.9750,11.9750,12.6300,11.8025,11.9675,-0.0075
,Nifty Auto,     23410.95,     23457.25,     23800.25,     23416.05,     23787.50,376.55
,Nifty Metal,      9102.35,      9127.40,      9350.60,      9102.15,      9327.85,225.5
,Nifty Media,      1616.80,      1621.25,      1643.90,      1611.50,      1641.15,24.35
,NIFTY SMLCAP 100,     17668.20,     17720.10,     17913.50,     17642.60,     17893.40,225.2
,Nifty 200,     13678.50,     13692.35,     13799.10,     13667.80,     13792.60,114.1
,Nifty Div Opps 50,      5815.05,      5818.55,      5870.05,      5800.50,      5866.60,51.55
,Nifty Commodities,      8619.30,      8641.30,      8754.25,      8619.15,      8747.55,128.25
,Nifty Consumption,     11697.15,     11727.30,     11789.40,     11692.75,     11782.35,85.2
