,01-Aug-2025
The Nifty witnessed an intraday movement of about 249.1 points.The closing index was 0.82 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 94819.41
, Traded Quantity (in Lakhs), 35554.77
, Number of Trades, 33267639
, Total Market Capitalisation (Rs. Crores), 44180029.57

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24768.35,     24734.90,     24784.15,     24535.05,     24565.35,-203
,NIFTY50 EQL Wgt,     30995.90,     30959.25,     30988.40,     30615.05,     30660.35,-335.55
,NIFTY100 EQL Wgt,     32313.40,     32313.75,     32332.05,     31881.40,     31932.80,-380.6
,NIFTY100 LowVol30,     19986.45,     19957.25,     20029.15,     19797.30,     19822.05,-164.4
,NIFTY Alpha 50,     52171.00,     52112.80,     52184.95,     51391.45,     51480.35,-690.65
,NIFTY MIDCAP 150,     21361.30,     21381.70,     21409.80,     21060.05,     21088.65,-272.65
,NIFTY SMLCAP 50,      8671.85,      8645.95,      8661.15,      8501.95,      8517.95,-153.9
,NIFTY SMLCAP 250,     17144.25,     17143.40,     17178.90,     16840.55,     16863.25,-281
,NIFTY MIDSML 400,     19861.10,     19873.00,     19898.90,     19557.35,     19582.00,-279.1
,NIFTY200 QUALTY30,     20203.55,     20181.55,     20305.85,     20052.70,     20081.25,-122.3
,Nifty FinSrv25 50,     28592.50,     28552.85,     28649.35,     28296.35,     28335.40,-257.1
,NIFTY AlphaLowVol,     26423.80,     26381.65,     26387.80,     26023.35,     26055.20,-368.6
,Nifty200Momentm30,     30226.65,     30214.90,     30261.65,     29816.60,     29863.45,-363.2
,Nifty100ESGSecLdr,      4160.60,      4155.90,      4159.50,      4112.50,      4117.65,-42.95
,NIFTY100 ESG,      4885.25,      4880.95,      4886.55,      4823.00,      4829.35,-55.9
,NIFTY M150 QLTY50,     24467.55,     24467.30,     24504.90,     24086.50,     24142.20,-325.35
,NIFTY INDIA MFG,     14228.45,     14223.15,     14223.25,     13981.30,     14001.15,-227.3
,Nifty200 Alpha 30,     24879.45,     24870.90,     24877.80,     24432.55,     24482.85,-396.6
,NiftyM150Momntm50,     61231.20,     61222.80,     61360.90,     60363.20,     60474.45,-756.75
,Nifty IT,     35301.60,     35118.60,     35166.40,     34586.90,     34649.60,-652
,Nifty Next 50,     67096.15,     67119.25,     67195.50,     66068.45,     66192.80,-903.35
,Nifty Bank,     55961.95,     55897.15,     56097.60,     55562.10,     55617.60,-344.35
,NIFTY MIDCAP 100,     57400.55,     57420.60,     57515.75,     56548.25,     56637.15,-763.4
,Nifty 500,     22914.95,     22901.60,     22917.85,     22646.75,     22673.65,-241.3
,Nifty 100,     25380.50,     25353.55,     25385.05,     25120.30,     25149.60,-230.9
,Nifty Midcap 50,     16212.45,     16210.85,     16222.20,     15937.80,     15963.15,-249.3
,Nifty Realty,       912.35,       912.25,       918.00,       893.45,       896.15,-16.2
,Nifty Infra,      9066.20,      9057.25,      9066.00,      8956.85,      8969.65,-96.55
,Nifty Energy,     35116.15,     35183.30,     35283.20,     34826.30,     34889.00,-227.15
,Nifty FMCG,     55812.15,     55982.00,     57032.90,     55974.80,     56197.05,384.9
,Nifty MNC,     28746.85,     28790.70,     29082.55,     28638.85,     28684.25,-62.6
,Nifty Pharma,     22771.05,     22696.25,     22705.95,     21972.65,     22011.70,-759.35
,Nifty PSE,      9682.70,      9670.75,      9675.00,      9518.30,      9537.75,-144.95
,Nifty PSU Bank,      6850.95,      6848.15,      6857.60,      6761.00,      6773.35,-77.6
,Nifty Serv Sector,     32739.20,     32684.35,     32741.15,     32394.00,     32429.45,-309.75
,India VIX,11.5425,11.5425,12.1100,11.4025,11.9750,0.4325
,Nifty Auto,     23655.85,     23684.85,     23737.20,     23378.90,     23410.95,-244.9
,Nifty Metal,      9285.45,      9281.80,      9285.40,      9086.35,      9102.35,-183.1
,Nifty Media,      1626.35,      1627.10,      1649.20,      1611.30,      1616.80,-9.55
,NIFTY SMLCAP 100,     17966.85,     17944.30,     17967.50,     17641.40,     17668.20,-298.65
,Nifty 200,     13814.00,     13802.65,     13813.30,     13661.65,     13678.50,-135.5
,Nifty Div Opps 50,      5869.00,      5861.30,      5885.60,      5807.20,      5815.05,-53.95
,Nifty Commodities,      8744.90,      8738.35,      8747.60,      8604.60,      8619.30,-125.6
