,2-May-14,,,,,,
The Nifty witnessed an intraday movement of about 48.15 points.The closing index was 0.02 % down as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),11405.33,,,,,
, Traded Quantity (in Lakhs),6735.81,,,,,
, Number of Trades,5870605,,,,,
, Total Market Capitalisation (Rs. Crores),7357053.43,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,6696.4,6709.95,6737.65,6689.5,6694.8,-1.6
,CNX IT,9227.95,9219.3,9347.8,9219.3,9319.55,91.6
,CNX Nifty Junior,13587.3,13673.4,13728.6,13631.1,13657.7,70.4
,BANK Nifty,12855.85,12920.35,12995.6,12818.85,12842,-13.85
,CNX Midcap,8783.65,8832.45,8875.35,8806.8,8825.05,41.4
,CNX 500,5255.65,5271.05,5291.1,5256.2,5260.95,5.3
,CNX 100,6598.55,6615.95,6641.7,6596.55,6602,3.45
,Nifty Midcap 50,2525.35,2543.6,2556.05,2530.8,2539.6,14.25
,CNX Realty,179.2,180.9,181.9,178.4,179.6,0.4
,CNX Infra,2609.55,2623.7,2633.55,2578.35,2582.2,-27.35
,CNX Energy,8310.8,8342.25,8362.8,8284.35,8298.8,-12
,CNX FMCG,17573.25,17611.05,17647.1,17517.95,17538.1,-35.15
,CNX MNC,6300.75,6301.95,6316.55,6226.85,6236.8,-63.95
,CNX Pharma,8100,8098.5,8195.9,8098.5,8157.05,57.05
,CNX PSE,2832.75,2841.4,2861,2833.95,2846.2,13.45
,CNX PSU Bank,2973.15,2998.15,3015.1,2933.9,2942.25,-30.9
,CNX Service,8109.95,8126.6,8179.9,8126.6,8144.35,34.4
,India VIX,30.5925,30.5925,33.4225,29.1825,33.055,2.4625
,CNX AUTO,5866.5,5866.55,5876.15,5833.85,5849.05,-17.45
,CNX Metal,2501.2,2513.6,2523.6,2459.75,2465.3,-35.9
,CNX Media,1740.45,1739.1,1767.15,1739.1,1760.9,20.45
,CNX Smallcap,3933.55,3958.05,3982.85,3933.55,3943.7,10.15
,CNX 200,3361.9,3371.4,3384.7,3361.75,3364.9,3
,CNX Dividend Oppt,1703.05,1711.4,1717.65,1701.8,1703.15,0.1
,CNX Commodities,2390.5,2402,2406.85,2383.65,2386.4,-4.1
,CNX Consumption,2611.75,2613.7,2619.9,2607,2610.65,-1.1
,CNX Finance,5308,5327.45,5368.85,5314.7,5322.35,14.35
,Nifty Dividend,0.32,0.32,0.32,0.32,0.32,0
,LIX 15,2892.15,2904.2,2913.35,2861.9,2865.65,-26.5
,CPSE Index,1973,1974.65,1998.1,1973.65,1993.3,20.3
,,,,,,,
,ADVANCES,756,,,,,
,DECLINES,724,,,,,
,UNCHANGED,89,,,,,
,,,,,,,
