,27-May-14,,,,,,
The Nifty witnessed an intraday movement of about 98.2 points.The closing index was 0.56 % down as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),18829.36,,,,,
, Traded Quantity (in Lakhs),12997.6,,,,,
, Number of Trades,8345538,,,,,
, Total Market Capitalisation (Rs. Crores),8291568.53,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,7359.05,7363.1,7372.95,7274.75,7318,-41.05
,CNX IT,9061,9082.3,9206.15,9048.5,9101.85,40.85
,CNX Nifty Junior,15777.5,15790.5,15790.5,15393.45,15568.45,-209.05
,BANK Nifty,15175.9,15141.5,15158.4,14934.95,15084,-91.9
,CNX Midcap,10250.8,10263.95,10263.95,10005.5,10144.55,-106.25
,CNX 500,5883.75,5888.4,5888.4,5796.3,5844.2,-39.55
,CNX 100,7308.75,7313.1,7313.1,7212.8,7259.8,-48.95
,Nifty Midcap 50,3111.55,3120.65,3120.65,3008.15,3074.7,-36.85
,CNX Realty,241.05,243.1,243.1,229.85,238.15,-2.9
,CNX Infra,3189.25,3186.6,3191.9,3104.05,3161.2,-28.05
,CNX Energy,10032.45,10011.4,10025.9,9729.45,9851.4,-181.05
,CNX FMCG,17736.9,17748.3,17808.7,17661.7,17713.9,-23
,CNX MNC,7112.75,7130.3,7133.35,7000.65,7048.95,-63.8
,CNX Pharma,7447.6,7433.55,7526.8,7433.55,7453.6,6
,CNX PSE,3669.8,3662,3665.35,3516.85,3568.95,-100.85
,CNX PSU Bank,3869.2,3870.6,3873.45,3746.15,3775.75,-93.45
,CNX Service,8927.85,8925,8931.35,8827.35,8865.8,-62.05
,India VIX,19.84,19.84,21.415,17.775,19.1,-0.74
,CNX AUTO,6502,6530.45,6530.45,6394.4,6435.65,-66.35
,CNX Metal,3149.75,3157.05,3160.75,3051.05,3155.65,5.9
,CNX Media,1898.2,1904.1,1908.55,1870.75,1904.95,6.75
,CNX Smallcap,4850.85,4861.7,4866.7,4670.45,4817.4,-33.45
,CNX 200,3742.8,3745.45,3747.55,3690.55,3717.2,-25.6
,CNX Dividend Oppt,2006.4,2006.8,2007.05,1956.6,1978.55,-27.85
,CNX Commodities,2908.2,2912.3,2915.65,2831.9,2888,-20.2
,CNX Consumption,2793.55,2797.85,2797.85,2768.2,2782.35,-11.2
,CNX Finance,6137.4,6136.8,6140.45,6037.7,6076.85,-60.55
,Nifty Dividend,4.97,4.97,4.97,4.97,4.97,0
,LIX 15,3413.8,3411.85,3416.9,3350.9,3393.75,-20.05
,CPSE Index,2572.5,2571.15,2571.15,2454.1,2483.5,-89
,,,,,,,
,ADVANCES,593,,,,,
,DECLINES,977,,,,,
,UNCHANGED,50,,,,,
,,,,,,,
,Total securities that have hit their price bands today,389,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
,SBIN,EQ,2701.9,2629.35,-2.69,560.2,
,HDFC,EQ,927.75,910.25,-1.89,453.39,
,MCDOWELL-N,EQ,2794,2804,0.36,442.47,
,LT,EQ,1548.25,1566.05,1.15,338.45,
,SSLT,EQ,279.2,276.6,-0.93,316.08,
,RELCAPITAL,EQ,531.25,515.9,-2.89,304.07,
,BHEL,EQ,259.15,245.65,-5.21,295.62,
,YESBANK,EQ,551.45,547.3,-0.75,293.74,
,RELIANCE,EQ,1101.7,1087.95,-1.25,279.45,
,UNITECH,EQ,28.15,26.3,-6.57,276.76,
,ICICIBANK,EQ,1454.55,1447.1,-0.51,275.12,
,IRB,EQ,192.6,196.65,2.1,268.85,
,JPASSOCIAT,EQ,75.6,72.95,-3.51,268.42,
,CANBK,EQ,448.5,429.6,-4.21,255.46,
,DLF,EQ,204.3,204.45,0.07,250.05,
,COALINDIA,EQ,401.05,393.05,-1.99,242.44,
,TATAMOTORS,EQ,444.05,436.6,-1.68,241.35,
,TATASTEEL,EQ,467.65,477.6,2.13,223.92,
,PFC,EQ,308.5,294.05,-4.68,211.8,
,HDIL,EQ,92.1,91.6,-0.54,206.82,
,HINDALCO,EQ,147.1,149.65,1.73,204.14,
,TECHM,EQ,1805.4,1854.45,2.72,202.13,
,NTPC,EQ,156.25,154.15,-1.34,201.32,
,JINDALSTEL,EQ,297.2,314.9,5.96,199.34,
,ABAN,EQ,657.6,688.2,4.65,196.23,
,,,,,,,
,Top Five CNX Nifty Gainers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,JINDALSTEL,EQ,314.9,297.2,5.96,,
,TECHM,EQ,1854.45,1805.4,2.72,,
,TATASTEEL,EQ,477.6,467.65,2.13,,
,HINDALCO,EQ,149.65,147.1,1.73,,
,ULTRACEMCO,EQ,2265.45,2236.4,1.3,,
,,,,,,,
,Top Five CNX Nifty Losers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,GAIL,EQ,379.25,410.15,-7.53,,
,BHEL,EQ,245.65,259.15,-5.21,,
,PNB,EQ,994.95,1022.85,-2.73,,
,BANKBARODA,EQ,886.75,911.45,-2.71,,
,SBIN,EQ,2629.35,2701.9,-2.69,,
,,,,,,,
,Securities Price Volume Data in Normal market,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
,20MICRONS,EQ,33.7,3029461.8,89227,,
,3IINFOTECH,EQ,8.55,29817610.65,3495072,,
,3MINDIA,EQ,4019,415655.5,105,,
,8KMILES,EQ,136.85,424251.95,3171,,
,A2ZMES,EQ,15.2,11229742.8,729798,,
,AARTIDRUGS,EQ,390.15,2111017,5442,,
,AARTIIND,EQ,152.3,3490304.25,23065,,
,AARVEEDEN,EQ,40.05,220382.55,5369,,
,ABAN,EQ,688.2,1962271091,2884703,,
,ABB,EQ,893.05,62634316.35,69494,,
,ABBOTINDIA,EQ,1768.3,1785597.8,1013,,
,ABCIL,EQ,148.55,1476950.25,9940,,
,ABGSHIP,EQ,246.35,23366853.3,94398,,
,ACCELYA,EQ,636.4,23421796.4,36297,,
,ACE,EQ,26.4,13155058.7,504829,,
,ACROPETAL,EQ,4.25,273694,64248,,
,ADANIPOWER,EQ,59.35,1138197824,19327322,,
,ADFFOODS,EQ,48.25,526819.6,10720,,
,ADHUNIK,EQ,51.6,2728499,53371,,
,ADORWELD,EQ,172.85,2416244.45,13852,,
,ADSL,EQ,18.45,2411523.3,133729,,
,ADVANIHOTR,EQ,43,74514.45,1865,,
,ADVANTA,EQ,277.05,232483267.5,835307,,
,AEGISCHEM,EQ,192.25,6856184.6,35857,,
,AFL,EQ,43.35,90741.55,2076,,
,AFTEK,BE,7.45,3973622.25,537445,,
,AGARIND,EQ,171.2,27964.35,163,,
,AGCNET,EQ,64.3,595102.45,9272,,
,AGRITECH,BE,8.35,14048.55,1755,,
,AGRODUTCH,EQ,1.75,60375,34500,,
,AHLEAST,EQ,175,183108.2,1018,,
,AHLUCONT,EQ,79.95,2486027.95,32020,,
,AHLWEST,EQ,103.85,166222.15,1598,,
,AHMEDFORGE,EQ,261.45,16907088.85,66175,,
,AIAENG,EQ,794.45,140060429.5,176548,,
,AIL,EQ,487.25,23264792.95,47797,,
,AJANTPHARM,EQ,1082.9,31036527.25,28578,,
,AJMERA,BE,69.75,821740.35,11839,,
,AKSHOPTFBR,BE,19.4,736351.3,37830,,
,AKZOINDIA,EQ,979.85,37345099.2,38054,,
,ALBK,EQ,132.5,908583132.4,6938203,,
,ALCHEM,EQ,59.2,724806.55,12184,,
,ALEMBICLTD,EQ,19.05,10005158.1,528326,,
,ALICON,EQ,139.4,879593.6,6374,,
,ALKALI,EQ,26.45,446915.85,17550,,
,ALKYLAMINE,EQ,392,1636832,4144,,
,ALLCARGO,EQ,184.3,4890329,26580,,
,ALLSEC,EQ,28.65,79833.5,2766,,
,ALMONDZ,BE,9.45,12788.1,1464,,
,ALOKTEXT,EQ,10.1,207864271.9,20476419,,
,ALPA,BE,9.05,18379.75,2034,,
,ALPHAGEO,BE,201.15,176730,874,,
,ALPINEHOU,BE,26.25,2625,100,,
,ALPSINDUS,EQ,1.9,1361,690,,
,ALSTOMT&D,EQ,305.9,33694034.65,109124,,
,AMARAJABAT,EQ,400.05,107137888.3,267607,,
,AMARJOTHI,EQ,84.4,173205.7,2075,,
,AMBIKCO,EQ,332.35,1750128.5,5276,,
,AMDIND,EQ,18.75,245973.9,13131,,
,AMLSTEEL,EQ,4.8,97854.8,20401,,
,AMRUTANJAN,EQ,156.65,4807586.95,31116,,
,AMTEKAUTO,EQ,199.8,269445669.6,1345755,,
,AMTEKINDIA,EQ,72.2,54903698.45,752035,,
,AMTL,EQ,15.9,41126.75,2550,,
,ANANTRAJ,EQ,67.4,84210076.45,1281489,,
,ANDHRABANK,EQ,95.9,910339018.8,9683177,,
,ANDHRACEMT,EQ,10.45,258158.1,24618,,
,ANDHRSUGAR,EQ,125.8,5135190.1,40367,,
,ANGIND,BE,11,29332.65,2748,,
,ANIKINDS,BE,26,11920,450,,
,ANKITMETAL,EQ,9.5,718991.85,75607,,
,ANSALAPI,EQ,32.95,10630309.55,331184,,
,ANSALHSG,EQ,27.45,2873882.6,106131,,
,ANTGRAPHIC,EQ,0.2,5050,25500,,
,APARINDS,EQ,202.85,8809135.4,43917,,
,APCOTEXIND,EQ,153.95,1326708.75,8790,,
,APLAPOLLO,EQ,249.75,10853110.7,44276,,
,APLLTD,EQ,248.4,57564347.2,228979,,
,APOLLOTYRE,EQ,175.15,461855669.3,2608944,,
,APTECHT,EQ,87.35,29813750.15,344413,,
,ARCHIDPLY,BE,11.7,17260.4,1563,,
,ARCHIES,EQ,20,3050957,151875,,
,ARCOTECH,EQ,260.35,2792338.15,10737,,
,ARIES,EQ,74.7,1996935.95,26705,,
,ARIHANT,BE,40.95,27028.5,660,,
,AROGRANITE,EQ,32,220547.25,6752,,
,ARROWTEX,EQ,7.4,9755.65,1343,,
,ARSHIYA,BE,25.7,794507.15,31588,,
,ARSSINFRA,BE,44,10355602.2,247014,,
,ARVIND,EQ,187.7,399697228.7,2106097,,
,ARVINDREM,EQ,40.2,20104074.7,497742,,
,ASAHIINDIA,EQ,64.2,1598950.05,24909,,
,ASAHISONG,EQ,95.75,5945142.05,61186,,
,ASAL,BE,39.85,7107,180,,
,ASHAPURMIN,EQ,67.05,16593158.15,251718,,
,ASHIANA,EQ,118.8,1823700.05,15626,,
,ASHIMASYN,BE,4.85,73947.95,15247,,
,ASHOKA,EQ,125.4,14550854.3,115551,,
,ASHOKLEY,EQ,31.8,816018275.5,25494397,,
,ASIANHOTNR,EQ,113.2,69251.15,588,,
,ASIANTILES,EQ,35.5,165004.15,4653,,
,ASSAMCO,EQ,6.35,14738762.3,2376899,,
,ASTEC,EQ,44,277718.45,6286,,
,ASTRAL,EQ,592,6671954.15,11292,,
,ASTRAMICRO,EQ,92.9,104436926.6,1118986,,
,ASTRAZEN,EQ,1095.65,18806817,17062,,
,ATFL,EQ,515.15,2640993.15,5186,,
,ATLANTA,EQ,47.65,10630021.95,223783,,
,ATLASCYCLE,EQ,249.2,3537929.45,14181,,
,ATNINTER,BE,0.3,5305.3,15351,,
,ATUL,EQ,821.55,38657828.6,47219,,
,ATULAUTO,EQ,390.5,5154108.9,13266,,
,AURIONPRO,EQ,171.3,1231927.85,7417,,
,AUROPHARMA,EQ,642.45,1828296910,2884420,,
,AUSOMENT,EQ,9.85,6708.85,689,,
,AUSTRAL,BE,0.7,350567.45,476221,,
,AUTOAXLES,EQ,449.75,2576403.65,5584,,
,AUTOIND,EQ,86.15,15893985.05,181103,,
,AUTOLITIND,EQ,22.25,20181.8,913,,
,AVANTI,BE,555.4,535086,974,,
,AVTNPL,EQ,34.5,2872163.45,84442,,
,AXIS-IT&T,EQ,66.7,563260.5,8140,,
,AXISBANK,IL,1864.95,119397315,63700,,
,AXISGOLD,EQ,2608.1,719199.3,275,,
,BAFNAPHARM,EQ,30.15,1407366.1,46806,,
,BAGFILMS,EQ,4.1,3604609.8,895448,,
,BAJAJCORP,EQ,219.55,17058563.75,78194,,
,BAJAJELEC,EQ,375.1,29188555.1,77998,,
,BAJAJHIND,EQ,24.9,110505825.6,4498303,,
,BAJFINANCE,EQ,1978.3,109318797.9,54530,,
,BALAJITELE,EQ,54.9,7176316.7,131267,,
,BALAMINES,EQ,46.5,607471.95,12973,,
,BALKRISIND,EQ,572.25,7455304.5,12933,,
,BALLARPUR,EQ,16.9,14059034.6,833258,,
,BALMLAWRIE,EQ,431.35,17026633.5,39748,,
,BALPHARMA,EQ,33,74553.55,2316,,
,BALRAMCHIN,EQ,74.05,77343270.5,1057199,,
,BANARBEADS,EQ,34.95,79701,2300,,
,BANARISUG,EQ,997.9,683048.7,680,,
,BANCOINDIA,EQ,85.15,4920510.7,58687,,
,BANG,EQ,13.25,81900.2,6424,,
,BANKBEES,EQ,1509.97,6135440.85,4086,,
,BANSWRAS,EQ,74.15,270789.75,3648,,
,BARTRONICS,EQ,10.25,1926917.2,187412,,
,BASF,EQ,783.9,12864041.2,16342,,
,BASML,EQ,120.15,57263.2,468,,
,BATAINDIA,EQ,1172.2,224128878.5,192328,,
,BAYERCROP,EQ,1508.85,5563330.45,3673,,
,BBL,BE,671.25,1019480.1,1531,,
,BBTC,EQ,121.3,6968010,58735,,
,BECREL,BE,4.1,820,200,,
,BEDMUTHA,EQ,13.15,237367.3,17988,,
,BEL,EQ,1580.3,176397461,110370,,
,BEML,EQ,583.25,763137899.1,1306950,,
,BEPL,BE,18.7,101779.5,5633,,
,BERGEPAINT,EQ,241.5,15623739.55,64562,,
,BFINVEST,EQ,61.75,723756.55,11799,,
,BFUTILITIE,EQ,708.8,80688860.05,116525,,
,BGLOBAL,BE,8.4,140049,16738,,
,BGRENERGY,EQ,211.55,169863837.2,815668,,
,BHAGYNAGAR,EQ,16,105059.95,6620,,
,BHARATGEAR,EQ,56.85,393636.85,6905,,
,BHARTISHIP,EQ,38.45,10298578.5,275175,,
,BHUSANSTL,EQ,416.55,41899239.4,100415,,
,BIL,EQ,270.05,8626667.1,32083,,
,BILENERGY,EQ,2,15943.5,7784,,
,BILPOWER,BE,2.5,74045.7,28733,,
,BIMETAL,EQ,236.5,419583.6,1711,,
,BINANIIND,BE,81.45,1363711.4,16693,,
,BINDALAGRO,EQ,29.55,4480366.3,151485,,
,BIOCON,EQ,437.85,213483152.4,484663,,
,BIRLACORPN,EQ,351.85,1713754.05,4814,,
,BIRLACOT,BE,0.15,132954.85,947172,,
,BIRLAERIC,BE,41.4,5215656.95,131643,,
,BIRLAMONEY,EQ,17.9,2541580.75,138773,,
,BLBLIMITED,BE,3.45,10574.35,3073,,
,BLISSGVS,EQ,43.1,623279.95,14375,,
,BLKASHYAP,EQ,10.55,3411082.55,329281,,
,BLUECHIP,BE,0.55,6580.2,11864,,
,BLUEDART,EQ,3793.9,6023704,1623,,
,BLUESTARCO,EQ,274.4,16027233.35,59325,,
,BLUESTINFO,EQ,154.95,2612335.5,17083,,
,BODALCHEM,BE,36.8,2523905.35,70392,,
,BODHTREE,BE,17.9,45650,2500,,
,BOMDYEING,EQ,71,124117783.4,1737530,,
,BPL,EQ,20.2,4303294.3,221125,,
,BRANDHOUSE,BE,2.95,300557.95,103637,,
,BRFL,EQ,186.75,851932.9,4546,,
,BRIGADE,EQ,99.45,22943826.95,239746,,
,BRITANNIA,EQ,871.25,326422629.5,382757,,
,BROADCAST,EQ,4.95,27089.35,5457,,
