symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2020-11-19,190460,75892,39.85
ADANIPORTS,EQ,2020-11-19,6894431,1824439,26.46
BEL,EQ,2020-11-19,42410528,14734556,34.74
BOSCHLTD,EQ,2020-11-19,129425,33983,26.26
CUMMINSIND,EQ,2020-11-19,2069434,479977,23.19
DIXON,EQ,2020-11-19,28958,16946,58.52
DLF,EQ,2020-11-19,32676477,4755950,14.55
DMART,EQ,2020-11-19,460179,199458,43.34
HAL,EQ,2020-11-19,530315,175838,33.16
HINDALCO,EQ,2020-11-19,28576299,7815281,27.35
INDHOTEL,EQ,2020-11-19,3351177,1876894,56.01
INDIGO,EQ,2020-11-19,2057899,618558,30.06
LT,EQ,2020-11-19,10841151,2509486,23.15
MANAPPURAM,EQ,2020-11-19,15671092,1978262,12.62
MARUTI,EQ,2020-11-19,1305695,355421,27.22
PGEL,EQ,2020-11-19,45276,29099,64.27
SBIN,EQ,2020-11-19,82284278,14617497,17.76
SBIN,N5,2020-11-19,777,771,99.23
TRENT,EQ,2020-11-19,1264663,755996,59.78
