symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2017-08-11,48105,25581,53.18
ADANIPORTS,EQ,2017-08-11,6480493,4697771,72.49
BEL,EQ,2017-08-11,3918191,2056827,52.49
BOSCHLTD,EQ,2017-08-11,31577,13981,44.28
CUMMINSIND,EQ,2017-08-11,345553,186156,53.87
DLF,EQ,2017-08-11,14677670,3476697,23.69
DMART,EQ,2017-08-11,495041,194402,39.27
HINDALCO,EQ,2017-08-11,21126006,6576731,31.13
INDHOTEL,EQ,2017-08-11,275579,208047,75.49
INDIGO,EQ,2017-08-11,573129,175466,30.62
LT,EQ,2017-08-11,2001103,1099968,54.97
MANAPPURAM,EQ,2017-08-11,17397014,6621411,38.06
MARUTI,EQ,2017-08-11,676390,375421,55.50
PGEL,EQ,2017-08-11,90537,35352,39.05
SBIN,EQ,2017-08-11,67652562,17458719,25.81
SBIN,N2,2017-08-11,39,21,53.85
SBIN,N5,2017-08-11,147,147,100.00
SBIN,N6,2017-08-11,156,132,84.62
SUZLON,EQ,2017-08-11,65653914,17105691,26.05
TRENT,EQ,2017-08-11,49249,25831,52.45
