symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2017-08-04,59896,32034,53.48
ADANIPORTS,EQ,2017-08-04,2770532,1518312,54.80
BEL,EQ,2017-08-04,2680346,1424281,53.14
BOSCHLTD,EQ,2017-08-04,21218,14286,67.33
CUMMINSIND,EQ,2017-08-04,466862,203964,43.69
DLF,EQ,2017-08-04,5101036,658460,12.91
DMART,EQ,2017-08-04,649179,380885,58.67
HINDALCO,EQ,2017-08-04,5760887,1534244,26.63
INDHOTEL,EQ,2017-08-04,115369,69637,60.36
INDIGO,EQ,2017-08-04,325869,108508,33.30
LT,EQ,2017-08-04,1082867,557756,51.51
MANAPPURAM,EQ,2017-08-04,3102251,996063,32.11
MARUTI,EQ,2017-08-04,325021,158758,48.85
PGEL,EQ,2017-08-04,40853,19473,47.67
SBIN,EQ,2017-08-04,9615344,2170911,22.58
SBIN,N2,2017-08-04,65,60,92.31
SBIN,N5,2017-08-04,339,317,93.51
SBIN,N6,2017-08-04,5,5,100.00
SUZLON,EQ,2017-08-04,66624224,22429230,33.67
TRENT,EQ,2017-08-04,212545,103138,48.53
