symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-11-22,64842,28033,43.23
ADANIPORTS,EQ,2018-11-22,4446824,1302112,29.28
BEL,EQ,2018-11-22,3432013,1149990,33.51
BOSCHLTD,EQ,2018-11-22,16656,6595,39.60
CUMMINSIND,EQ,2018-11-22,279107,85966,30.80
DIXON,EQ,2018-11-22,12669,3658,28.87
DLF,EQ,2018-11-22,4309429,706864,16.40
DMART,EQ,2018-11-22,193674,59495,30.72
HAL,EQ,2018-11-22,9123,4429,48.55
HINDALCO,EQ,2018-11-22,9708087,3024407,31.15
INDHOTEL,EQ,2018-11-22,4287867,2906118,67.78
INDIGO,EQ,2018-11-22,665305,188628,28.35
LT,EQ,2018-11-22,1723570,1045955,60.69
MANAPPURAM,EQ,2018-11-22,3105896,698102,22.48
MARUTI,EQ,2018-11-22,668352,211052,31.58
PGEL,EQ,2018-11-22,36284,14379,39.63
SBIN,EQ,2018-11-22,12066797,3296587,27.32
SBIN,N2,2018-11-22,2,0,0.00
SBIN,N5,2018-11-22,480,470,97.92
SUZLON,EQ,2018-11-22,31027043,9097703,29.32
TRENT,EQ,2018-11-22,89765,79930,89.04
