symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-01-22,273563,146016,53.38
BEL,EQ,2009-01-22,11530,7676,66.57
BOSCHLTD,EQ,2009-01-22,3011,2741,91.03
CUMMINSIND,EQ,2009-01-22,52180,46341,88.81
DLF,EQ,2009-01-22,14438351,2788230,19.31
HINDALCO,EQ,2009-01-22,9644449,4843534,50.22
INDHOTEL,EQ,2009-01-22,1108182,933745,84.26
INDHOTEL,N4,2009-01-22,10,10,100.00
LT,EQ,2009-01-22,3227986,953648,29.54
MARUTI,EQ,2009-01-22,1104098,468672,42.45
SBIN,EQ,2009-01-22,2394718,638851,26.68
SBIN,IL,2009-01-22,9614,9614,100.00
SUZLON,EQ,2009-01-22,15658456,1857569,11.86
TRENT,EQ,2009-01-22,4504,3863,85.77
