symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-07-13,1262.20,1277.75,-0.0122,0.0139,,0.2636
ADANIPORTS,2016-07-13,217.30,218.00,-0.0032,0.0228,,0.4222
BEL,2016-07-13,1246.30,1261.80,-0.0124,0.0143,,0.2713
BOSCHLTD,2016-07-13,23239.55,23454.95,-0.0092,0.0175,,0.3267
CUMMINSIND,2016-07-13,820.40,816.60,0.0046,0.0138,,0.2560
DLF,2016-07-13,157.10,161.00,-0.0245,0.0261,,0.4967
HINDALCO,2016-07-13,135.80,135.25,0.0041,0.0262,,0.4853
INDHOTEL,2016-07-13,130.15,130.40,-0.0019,0.0154,,0.2847
INDIGO,2016-07-13,998.85,1012.55,-0.0136,0.0187,,0.3515
LT,2016-07-13,1551.40,1568.00,-0.0106,0.0206,,0.3840
MANAPPURAM,2016-07-13,73.85,77.65,-0.0502,0.0323,,0.6419
MARUTI,2016-07-13,4321.40,4370.40,-0.0113,0.0143,,0.2694
PGEL,2016-07-13,159.80,155.40,0.0279,0.0589,,1.0985
SBIN,2016-07-13,227.70,226.70,0.0044,0.0202,,0.3745
SUZLON,2016-07-13,18.25,18.75,-0.0270,0.0228,,0.4413
TRENT,2016-07-13,1769.50,1775.45,-0.0034,0.0145,,0.2694
