symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-09-05,20157,7436,36.89
ADANIPORTS,EQ,2013-09-05,1712545,1147992,67.03
BEL,EQ,2013-09-05,1016,602,59.25
BOSCHLTD,EQ,2013-09-05,1386,1156,83.41
CUMMINSIND,EQ,2013-09-05,37275,17548,47.08
DLF,EQ,2013-09-05,12493559,2893361,23.16
HINDALCO,EQ,2013-09-05,10731601,3785322,35.27
INDHOTEL,EQ,2013-09-05,450731,293945,65.22
LT,EQ,2013-09-05,3092152,2027960,65.58
MANAPPURAM,EQ,2013-09-05,2802213,1224985,43.71
MARUTI,EQ,2013-09-05,531076,307227,57.85
PGEL,EQ,2013-09-05,441,20,4.54
SBIN,EQ,2013-09-05,4100933,1456326,35.51
SBIN,N1,2013-09-05,10,10,100.00
SBIN,N2,2013-09-05,39,39,100.00
SBIN,N3,2013-09-05,57,52,91.23
SBIN,N5,2013-09-05,532,466,87.59
SBIN,N6,2013-09-05,6,6,100.00
SUZLON,EQ,2013-09-05,6012661,2703383,44.96
TRENT,EQ,2013-09-05,526,274,52.09
