symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-06-11,1546.55,1563.40,-0.0108,0.0218,,0.4069
ADANIPORTS,2019-06-11,426.30,425.75,0.0013,0.0220,,0.4069
BEL,2019-06-11,110.45,107.70,0.0252,0.0289,,0.5483
BOSCHLTD,2019-06-11,17138.35,17085.45,0.0031,0.0134,,0.2484
CUMMINSIND,2019-06-11,764.15,773.70,-0.0124,0.0240,,0.4490
DIXON,2019-06-11,2306.55,2343.00,-0.0157,0.0165,,0.3152
DLF,2019-06-11,191.55,189.25,0.0121,0.0239,,0.4471
DMART,2019-06-11,1296.90,1299.70,-0.0022,0.0196,,0.3630
HAL,2019-06-11,705.70,701.15,0.0065,0.0176,,0.3267
HINDALCO,2019-06-11,199.60,198.25,0.0068,0.0166,,0.3095
INDHOTEL,2019-06-11,149.75,146.55,0.0216,0.0163,,0.3191
INDIGO,2019-06-11,1675.90,1657.50,0.0110,0.0232,,0.4337
LT,2019-06-11,1524.30,1532.10,-0.0051,0.0189,,0.3515
MANAPPURAM,2019-06-11,139.60,138.10,0.0108,0.0275,,0.5120
MARUTI,2019-06-11,6978.30,6969.95,0.0012,0.0159,,0.2942
PGEL,2019-06-11,60.60,60.30,0.0050,0.0371,,0.6878
SBIN,2019-06-11,347.10,344.30,0.0081,0.0221,,0.4108
SUZLON,2019-06-11,4.80,4.65,0.0317,0.0550,,1.0298
TRENT,2019-06-11,402.60,401.70,0.0022,0.0199,,0.3687
