symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-06-14,1511.45,1508.85,0.0017,0.0209,,0.3878
ADANIPORTS,2019-06-14,426.40,424.95,0.0034,0.0201,,0.3725
BEL,2019-06-14,110.80,110.05,0.0068,0.0289,,0.5368
BOSCHLTD,2019-06-14,16911.40,17012.45,-0.0060,0.0128,,0.2388
CUMMINSIND,2019-06-14,763.80,745.85,0.0238,0.0225,,0.4318
DIXON,2019-06-14,2208.30,2258.55,-0.0225,0.0159,,0.3133
DLF,2019-06-14,177.85,184.95,-0.0391,0.0238,,0.4776
DMART,2019-06-14,1330.60,1305.00,0.0194,0.0181,,0.3477
HAL,2019-06-14,686.45,692.95,-0.0094,0.0164,,0.3076
HINDALCO,2019-06-14,198.25,199.65,-0.0070,0.0152,,0.2828
INDHOTEL,2019-06-14,146.20,147.15,-0.0065,0.0159,,0.2961
INDIGO,2019-06-14,1645.90,1676.15,-0.0182,0.0219,,0.4146
LT,2019-06-14,1526.30,1517.55,0.0057,0.0175,,0.3248
MANAPPURAM,2019-06-14,142.00,140.20,0.0128,0.0252,,0.4700
MARUTI,2019-06-14,6747.40,6784.70,-0.0055,0.0153,,0.2847
PGEL,2019-06-14,59.70,60.90,-0.0199,0.0341,,0.6381
SBIN,2019-06-14,343.80,346.50,-0.0078,0.0204,,0.3802
SUZLON,2019-06-14,4.10,4.35,-0.0592,0.0541,,1.0393
TRENT,2019-06-14,394.60,392.75,0.0047,0.0189,,0.3515
