symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-06-22,813.00,825.00,839.80,822.05,832.05,832.30,831.65,175107,1456.27,7729,74470,42.53
ADANIPORTS,EQ,2020-06-22,348.90,350.00,353.90,346.70,349.50,349.60,350.50,2515842,8818.07,44862,502324,19.97
BEL,EQ,2020-06-22,80.05,81.90,82.90,80.20,81.45,81.30,81.64,22689477,18523.02,83254,7160805,31.56
BOSCHLTD,EQ,2020-06-22,10949.10,11079.00,11491.00,11031.00,11340.00,11338.70,11349.59,48288,5480.49,12408,12036,24.93
CUMMINSIND,EQ,2020-06-22,376.25,380.00,400.50,377.30,395.00,396.65,392.12,1613249,6325.83,22785,359475,22.28
DIXON,EQ,2020-06-22,5687.25,5749.00,5749.00,5520.00,5560.00,5546.10,5613.86,39931,2241.67,10437,22938,57.44
DLF,EQ,2020-06-22,161.80,164.50,164.50,158.30,160.40,159.95,160.81,12877819,20709.06,95327,1965290,15.26
DMART,EQ,2020-06-22,2363.15,2366.00,2399.40,2340.00,2354.00,2350.40,2361.48,366255,8649.06,34469,228251,62.32
HAL,EQ,2020-06-22,708.05,711.00,722.00,706.20,713.05,712.85,713.98,63780,455.37,3696,25017,39.22
HINDALCO,EQ,2020-06-22,151.05,150.90,151.45,149.00,150.10,150.10,150.03,8037341,12058.19,50757,2465022,30.67
INDHOTEL,EQ,2020-06-22,83.35,84.35,85.90,83.25,84.35,84.20,84.37,1680440,1417.76,10910,853454,50.79
INDIGO,EQ,2020-06-22,1027.60,1040.00,1079.00,1030.05,1043.10,1047.20,1055.83,1634866,17261.37,59666,239335,14.64
LT,EQ,2020-06-22,898.20,905.00,916.00,896.00,908.00,907.45,907.01,6841671,62054.44,184502,2820252,41.22
MANAPPURAM,EQ,2020-06-22,151.60,153.05,162.45,152.60,159.05,158.25,158.72,18479024,29329.34,92408,4058980,21.97
MARUTI,EQ,2020-06-22,5897.35,5900.00,5975.00,5806.35,5897.00,5896.00,5884.18,1497825,88134.72,126056,218863,14.61
PGEL,EQ,2020-06-22,47.95,49.70,52.70,48.15,50.00,49.75,51.05,157473,80.39,1393,108242,68.74
SBIN,EQ,2020-06-22,184.50,185.00,191.75,184.25,187.90,187.70,188.68,80024673,150994.15,412445,16662588,20.82
SBIN,N2,2020-06-22,11188.00,11195.00,11200.00,11162.00,11180.00,11182.96,11182.39,139,15.54,20,138,99.28
SBIN,N5,2020-06-22,11487.33,11520.00,11520.00,11478.00,11481.25,11482.74,11492.73,293,33.67,52,285,97.27
SBIN,N6,2020-06-22,11271.57,11350.00,11350.00,11200.30,11200.30,11200.30,11237.73,4,0.45,2,4,100.00
SUZLON,EQ,2020-06-22,4.25,4.40,4.45,4.30,4.45,4.45,4.43,22181566,982.76,12868,11096537,50.03
TRENT,EQ,2020-06-22,569.90,573.00,597.30,558.00,592.00,586.35,578.51,490506,2837.63,23863,219707,44.79
