symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2011-05-02,858.65,852.90,0.0067,0.0168,,0.3133
BEL,2011-05-02,1826.20,1831.15,-0.0027,0.0118,,0.2197
BOSCHLTD,2011-05-02,6627.65,6646.55,-0.0028,0.0182,,0.3382
CUMMINSIND,2011-05-02,699.25,707.35,-0.0115,0.0152,,0.2866
DLF,2011-05-02,226.30,222.80,0.0156,0.0243,,0.4566
HINDALCO,2011-05-02,213.35,216.05,-0.0126,0.0203,,0.3802
INDHOTEL,2011-05-02,82.45,82.50,-0.0006,0.0204,,0.3783
LT,2011-05-02,1604.70,1595.55,0.0057,0.0187,,0.3477
MANAPPURAM,2011-05-02,132.60,132.85,-0.0019,0.0242,,0.4490
MARUTI,2011-05-02,1291.60,1317.65,-0.0200,0.0185,,0.3554
SBIN,2011-05-02,2692.70,2804.60,-0.0407,0.0168,,0.3649
SUZLON,2011-05-02,53.05,53.15,-0.0019,0.0314,,0.5808
TRENT,2011-05-02,981.90,1001.70,-0.0200,0.0208,,0.3974
