symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-07-28,1320.70,1313.65,0.0054,0.0189,,0.3515
ADANIPORTS,2015-07-28,313.45,313.95,-0.0016,0.0199,,0.3687
BEL,2015-07-28,3751.60,3681.50,0.0189,0.0173,,0.3324
BOSCHLTD,2015-07-28,23002.40,23097.90,-0.0041,0.0150,,0.2789
CUMMINSIND,2015-07-28,954.85,975.10,-0.0210,0.0147,,0.2904
DLF,2015-07-28,95.40,101.20,-0.0590,0.0230,,0.5082
HINDALCO,2015-07-28,105.50,104.40,0.0105,0.0203,,0.3783
INDHOTEL,2015-07-28,95.15,97.60,-0.0254,0.0156,,0.3133
LT,2015-07-28,1758.95,1743.35,0.0089,0.0142,,0.2656
MANAPPURAM,2015-07-28,25.25,26.05,-0.0312,0.0198,,0.3955
MARUTI,2015-07-28,4196.95,4178.10,0.0045,0.0109,,0.2025
PGEL,2015-07-28,109.35,91.15,0.1820,0.0350,,1.0699
SBIN,2015-07-28,259.20,258.45,0.0029,0.0149,,0.2770
SUZLON,2015-07-28,20.70,21.40,-0.0333,0.0274,,0.5311
TRENT,2015-07-28,1203.55,1214.60,-0.0091,0.0161,,0.3019
