symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-07-10,1375.25,1389.65,-0.0104,0.0180,,0.3362
ADANIPORTS,2015-07-10,317.10,315.15,0.0062,0.0215,,0.3993
BEL,2015-07-10,3439.25,3427.45,0.0034,0.0181,,0.3362
BOSCHLTD,2015-07-10,23072.55,22847.65,0.0098,0.0187,,0.3496
CUMMINSIND,2015-07-10,949.75,947.25,0.0026,0.0177,,0.3286
DLF,2015-07-10,114.65,116.85,-0.0190,0.0218,,0.4127
HINDALCO,2015-07-10,104.60,104.00,0.0058,0.0214,,0.3974
INDHOTEL,2015-07-10,94.40,92.70,0.0182,0.0187,,0.3573
LT,2015-07-10,1876.40,1848.90,0.0148,0.0139,,0.2675
MANAPPURAM,2015-07-10,27.50,27.85,-0.0126,0.0205,,0.3840
MARUTI,2015-07-10,3934.40,3935.65,-0.0003,0.0102,,0.1891
PGEL,2015-07-10,109.60,109.00,0.0055,0.0410,,0.7604
SBIN,2015-07-10,270.55,267.75,0.0104,0.0149,,0.2808
SUZLON,2015-07-10,23.20,23.10,0.0043,0.0318,,0.5884
TRENT,2015-07-10,1213.70,1198.05,0.0130,0.0198,,0.3725
