symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-07-07,1395.40,1402.15,-0.0048,0.0178,,0.3305
ADANIPORTS,2015-07-07,333.05,320.10,0.0397,0.0183,,0.3859
BEL,2015-07-07,3452.85,3383.70,0.0202,0.0188,,0.3611
BOSCHLTD,2015-07-07,22927.50,23204.20,-0.0120,0.0198,,0.3706
CUMMINSIND,2015-07-07,967.50,928.20,0.0415,0.0148,,0.3362
DLF,2015-07-07,119.20,117.60,0.0135,0.0230,,0.4299
HINDALCO,2015-07-07,107.15,109.05,-0.0176,0.0180,,0.3439
INDHOTEL,2015-07-07,92.10,93.00,-0.0097,0.0200,,0.3725
LT,2015-07-07,1811.35,1816.05,-0.0026,0.0139,,0.2579
MANAPPURAM,2015-07-07,28.35,28.25,0.0035,0.0221,,0.4088
MARUTI,2015-07-07,3972.15,3987.95,-0.0040,0.0110,,0.2044
PGEL,2015-07-07,104.90,101.85,0.0295,0.0433,,0.8139
SBIN,2015-07-07,272.90,270.80,0.0077,0.0153,,0.2866
SUZLON,2015-07-07,22.15,22.40,-0.0112,0.0299,,0.5560
TRENT,2015-07-07,1194.90,1178.30,0.0140,0.0208,,0.3917
