symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-11-09,522498,164077,31.40
ADANIPORTS,EQ,2023-11-09,4982049,1142938,22.94
BEL,EQ,2023-11-09,5481774,3334353,60.83
BOSCHLTD,EQ,2023-11-09,32754,8435,25.75
CUMMINSIND,EQ,2023-11-09,468929,246379,52.54
DIXON,EQ,2023-11-09,228318,60015,26.29
DLF,EQ,2023-11-09,5403880,2153074,39.84
DMART,EQ,2023-11-09,248748,159441,64.10
HAL,EQ,2023-11-09,679939,306789,45.12
HINDALCO,EQ,2023-11-09,3271496,1154241,35.28
INDHOTEL,EQ,2023-11-09,2153695,1546592,71.81
INDIGO,EQ,2023-11-09,380551,201389,52.92
LT,EQ,2023-11-09,1719911,794096,46.17
MANAPPURAM,EQ,2023-11-09,3375786,1216412,36.03
MARUTI,EQ,2023-11-09,310536,96055,30.93
PAYTM,EQ,2023-11-09,996019,490099,49.21
PGEL,EQ,2023-11-09,53745,22620,42.09
SBIN,EQ,2023-11-09,12434363,6402370,51.49
TRENT,EQ,2023-11-09,684007,321121,46.95
