symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-03-26,1217.80,1196.60,0.0176,0.0176,,0.3362
ADANIPORTS,2015-03-26,304.20,314.75,-0.0341,0.0213,,0.4260
BEL,2015-03-26,3161.25,3190.55,-0.0092,0.0250,,0.4643
BOSCHLTD,2015-03-26,25559.00,25771.70,-0.0083,0.0218,,0.4050
CUMMINSIND,2015-03-26,834.00,865.60,-0.0372,0.0132,,0.2999
DLF,2015-03-26,159.30,165.05,-0.0355,0.0243,,0.4795
HINDALCO,2015-03-26,129.55,132.90,-0.0255,0.0273,,0.5197
INDHOTEL,2015-03-26,110.05,109.95,0.0009,0.0287,,0.5311
LT,2015-03-26,1634.45,1632.75,0.0010,0.0183,,0.3382
MANAPPURAM,2015-03-26,32.30,33.40,-0.0335,0.0228,,0.4509
MARUTI,2015-03-26,3561.45,3614.75,-0.0149,0.0106,,0.2082
PGEL,2015-03-26,95.95,97.35,-0.0145,0.0574,,1.0661
SBIN,2015-03-26,256.65,265.40,-0.0335,0.0178,,0.3649
SUZLON,2015-03-26,26.30,26.60,-0.0113,0.0488,,0.9056
TRENT,2015-03-26,1462.35,1450.95,0.0078,0.0111,,0.2082
