symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-03-14,5597.25,5614.90,5658.30,5520.00,5645.80,5625.40,5600.75,354416,19849.94,37973,196431,55.42
ADANIPORTS,EQ,2024-03-14,1209.55,1210.00,1276.00,1195.70,1268.00,1267.85,1252.26,7195603,90107.57,252058,2633612,36.60
BEL,EQ,2024-03-14,190.30,189.00,197.15,186.25,196.40,195.25,193.14,34622781,66872.10,262230,17106028,49.41
BOSCHLTD,EQ,2024-03-14,28300.30,28429.95,29629.50,28238.10,29421.80,29401.00,29260.11,54457,15934.18,22408,17824,32.73
CUMMINSIND,EQ,2024-03-14,2675.95,2663.40,2751.95,2657.75,2730.00,2724.05,2715.94,762079,20697.61,50703,470263,61.71
DIXON,EQ,2024-03-14,6603.90,6553.20,6848.00,6503.50,6830.45,6802.75,6748.08,200602,13536.79,36412,43631,21.75
DLF,EQ,2024-03-14,830.15,826.00,844.00,817.00,840.05,840.65,831.12,5915623,49166.13,117098,2643733,44.69
DMART,EQ,2024-03-14,3967.80,3966.95,4040.00,3890.00,4032.00,4019.25,3962.14,355226,14074.57,42904,193682,54.52
HAL,EQ,2024-03-14,3039.50,3053.95,3177.90,3017.05,3168.00,3165.95,3114.89,2329439,72559.40,145508,734212,31.52
HINDALCO,EQ,2024-03-14,507.00,512.00,526.35,507.00,526.00,525.25,519.54,10349338,53768.69,190916,5867971,56.70
INDHOTEL,EQ,2024-03-14,544.70,543.00,567.95,531.05,565.85,565.35,559.20,2123175,11872.89,51209,850775,40.07
INDIGO,EQ,2024-03-14,3112.55,3110.00,3187.25,3079.35,3172.25,3176.60,3160.03,1379775,43601.36,77024,832841,60.36
LT,EQ,2024-03-14,3538.55,3527.05,3636.00,3522.00,3600.00,3608.20,3601.93,4528490,163113.20,232700,3004786,66.35
MANAPPURAM,EQ,2024-03-14,160.30,161.80,168.10,158.45,166.00,165.70,164.90,6839038,11277.31,49483,3388746,49.55
MARUTI,EQ,2024-03-14,11390.15,11401.75,11460.00,11302.05,11374.00,11404.60,11401.41,523058,59636.00,87175,287384,54.94
PAYTM,EQ,2024-03-14,350.95,336.25,362.15,334.25,350.65,353.05,347.47,5453642,18949.65,85032,3586246,65.76
PGEL,EQ,2024-03-14,1489.75,1490.70,1553.30,1467.05,1552.00,1505.90,1506.93,156818,2363.13,14813,110897,70.72
SBIN,EQ,2024-03-14,747.25,749.90,750.80,734.05,741.00,741.05,743.03,19730882,146606.91,304735,8874679,44.98
SUZLON,BE,2024-03-14,37.35,35.50,39.20,35.50,39.10,39.05,37.05,67013191,24825.75,171201,-,-
TRENT,EQ,2024-03-14,3944.05,3900.00,4105.00,3870.60,4076.00,4081.10,4043.75,723158,29242.71,81447,273109,37.77
