,22-Jan-15,,,,,,
The Nifty witnessed an intraday movement of about 47.15 points.The closing index was 0.37 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),19254.47,,,,,
, Traded Quantity (in Lakhs),10100.99,,,,,
, Number of Trades,8035528,,,,,
, Total Market Capitalisation (Rs. Crores),10063957.16,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,8729.5,8745.85,8774.15,8727,8761.4,31.9
,CNX IT,11813.7,11832.55,11884.5,11782.95,11850.85,37.15
,CNX Nifty Junior,19216.45,19217.45,19333.95,19142.1,19255.3,38.85
,BANK Nifty,19843.25,19898.5,19964.25,19788.7,19917.65,74.4
,CNX Midcap,12961.8,12959.1,13041.05,12925.45,12988.95,27.15
,CNX 500,7099.6,7111.65,7136.1,7092.95,7121.85,22.25
,CNX 100,8705,8718.85,8749.15,8698.35,8734.6,29.6
,Nifty Midcap 50,3448.8,3453,3470.5,3419.95,3441.35,-7.45
,CNX Realty,215.05,215.6,217.6,213.55,216.35,1.3
,CNX Infra,3219,3227.35,3239.6,3210.65,3227.55,8.55
,CNX Energy,8766.45,8762.35,8769.55,8640.15,8693,-73.45
,CNX FMCG,20673.9,20696.5,20980.7,20574.15,20670.8,-3.1
,CNX MNC,9652.4,9689.55,9733.6,9617.5,9659,6.6
,CNX Pharma,11320.85,11321.85,11541.35,11321.85,11509.5,188.65
,CNX PSE,3586.95,3590.6,3610.25,3578.3,3603.9,16.95
,CNX PSU Bank,4407.8,4426.75,4431,4342.6,4373.55,-34.25
,CNX Service,11305.4,11330.25,11351.85,11284.15,11335.75,30.35
,India VIX,17.7125,17.7125,18.7625,14.205,18.565,0.8525
,CNX AUTO,8779.95,8797.2,8857.05,8784.45,8842,62.05
,CNX Metal,2564.6,2576.4,2589.6,2559.9,2580.75,16.15
,CNX Media,2394.05,2400.15,2420.3,2386.15,2410.7,16.65
,CNX Smallcap,5491.85,5513.15,5521.1,5465,5498.2,6.35
,CNX 200,4496.7,4504,4519.25,4491.35,4510.7,14
,CNX Dividend Oppt,2201.3,2206.65,2211.9,2183.55,2194.75,-6.55
,CNX Commodities,2734.2,2739.2,2746.35,2722.8,2742.45,8.25
,CNX Consumption,3511.05,3521.5,3539.8,3503.5,3516.45,5.4
,CNX Finance,7976.7,7992.15,8009.6,7955.45,7995.5,18.8
,Nifty Dividend,97.89,98.86,98.86,98.86,98.86,0.97
,LIX 15,3966.35,3978.45,3998.7,3962.1,3994.2,27.85
,CPSE Index,2497.1,2500.45,2519.75,2495.1,2514.25,17.15
,NI15,5038.5,5048.95,5091.15,5048.95,5070,31.5
,NIFTY PR 2X LEV,4060.2,4074.5,4100.4,4057.7,4088.9,28.7
,NIFTY PR 1X INV,428.9,428.2,429.05,426.8,427.4,-1.5
,NIFTY TR 2X LEV,4645.05,4662.2,4691.9,4643,4678.75,33.7
,NIFTY TR 1X INV,400.85,400.15,401,398.9,399.45,-1.4
,,,,,,,
,ADVANCES,705,,,,,
,DECLINES,818,,,,,
,UNCHANGED,86,,,,,
,,,,,,,
,Total securities that have hit their price bands today,135,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
,ITC,EQ,352.7,350.65,-0.58,697.44,
,INFY,EQ,2169.9,2196.45,1.22,546,
,RELIANCE,EQ,906.75,883.75,-2.54,481.72,
,SUNPHARMA,EQ,885.95,920.05,3.85,439.4,
,SBIN,EQ,326.2,324.65,-0.48,396.37,
,HDFC,EQ,1287.2,1279.65,-0.59,371.08,
,HINDUNILVR,EQ,941.95,944.65,0.29,339.6,
,TATAMOTORS,EQ,551.5,566.5,2.72,334.38,
,MCDOWELL-N,EQ,3339.3,3549.05,6.28,327.46,
,ICICIBANK,EQ,368.45,369.8,0.37,312.48,
,AXISBANK,EQ,547.25,564.75,3.2,309.81,
,SPARC,EQ,237.7,279.45,17.56,284.25,
,KOTAKBANK,EQ,1388.15,1387.65,-0.04,276.93,
,TCS,EQ,2513.8,2513.55,-0.01,265.14,
,SUZLON,EQ,17.2,16,-6.98,245.58,
,WIPRO,EQ,588.7,594.55,0.99,216.08,
,LT,EQ,1654.55,1663.3,0.53,200.73,
,YESBANK,EQ,855.2,852,-0.37,192.39,
,ONGC,EQ,346.05,352.9,1.98,188.64,
,BAJAJ-AUTO,EQ,2446.65,2444.3,-0.1,183.62,
,TATASTEEL,EQ,397.1,403.4,1.59,181.27,
,HEROMOTOCO,EQ,2875.15,2838.85,-1.26,175.84,
,ASIANPAINT,EQ,851.3,867.15,1.86,173.83,
,TECHM,EQ,2796.5,2758.1,-1.37,171.53,
,HDFCBANK,EQ,1019.95,1021.25,0.13,165.63,
,,,,,,,
,Top Five CNX Nifty Gainers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,SUNPHARMA,EQ,920.05,885.95,3.85,,
,DLF,EQ,148.6,143.7,3.41,,
,AXISBANK,EQ,564.75,547.25,3.2,,
,IDFC,EQ,174.8,170.1,2.76,,
,TATAMOTORS,EQ,566.5,551.5,2.72,,
,,,,,,,
,Top Five CNX Nifty Losers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,RELIANCE,EQ,883.75,906.75,-2.54,,
,NTPC,EQ,140.2,143.5,-2.3,,
,PNB,EQ,212.8,216,-1.48,,
,TECHM,EQ,2758.1,2796.5,-1.37,,
,HCLTECH,EQ,1665.7,1687.25,-1.28,,
,,,,,,,
,Securities Price Volume Data in Normal market,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
,20MICRONS,EQ,42.5,1978666.75,46766,,
,3IINFOTECH,EQ,8.7,7182099.7,823277,,
,3MINDIA,EQ,6879.6,10138785.6,1470,,
,3RDROCK,IT,164.2,4232048.9,25863,,
,8KMILES,EQ,662.95,42946245.75,63844,,
,A2ZINFRA,EQ,18.45,3398125.85,184772,,
,AARTIDRUGS,EQ,1089.6,9850397.25,9068,,
,AARTIIND,EQ,279.8,31244233.2,112195,,
,AARVEEDEN,EQ,52.55,284096.45,5338,,
,ABAN,EQ,489.75,472291743.1,947673,,
,ABB,EQ,1275.9,65661414.25,51221,,
,ABBOTINDIA,EQ,3997.4,23429957.4,5860,,
,ABCIL,EQ,213.45,1404804.8,6570,,
,ABGSHIP,EQ,209.95,34568358.75,164888,,
,ACCELYA,EQ,1013.05,5816152.4,5701,,
,ACE,EQ,38.7,6585285.9,167895,,
,ACROPETAL,BE,3.8,10490,2750,,
,ADANIPOWER,EQ,47.25,145802034.6,3128197,,
,ADFFOODS,EQ,72.85,5960884.6,80456,,
,ADHUNIK,EQ,21.6,521550.65,24046,,
,ADORWELD,EQ,226.7,646312.75,2832,,
,ADSL,EQ,29.25,4164230,142934,,
,ADVANIHOTR,EQ,51.75,90493.75,1713,,
,ADVANTA,EQ,350.1,7008429.2,20004,,
,AEGISCHEM,EQ,454.25,29329094.55,64883,,
,AFL,EQ,92.3,296320.8,3215,,
,AFTEK,BE,7,2685107.75,370991,,
,AGARIND,EQ,138,699211.2,5041,,
,AGCNET,EQ,92.5,6226647.55,70172,,
,AGRITECH,BE,6.35,127,20,,
,AGRODUTCH,EQ,3.35,33733.85,10096,,
,AHLEAST,EQ,170.75,128522.05,753,,
,AHLUCONT,EQ,245.7,153988963.7,633049,,
,AHLWEST,EQ,121.8,93644.45,774,,
,AHMEDFORGE,EQ,341.4,30771341.1,89551,,
,AIAENG,EQ,1172.05,364165668.2,315829,,
,AICHAMP,BE,19,9747,513,,
,AIL,EQ,713.15,122067756.3,172403,,
,AJANTPHARM,EQ,2454.4,45671839.35,18512,,
,AJMERA,EQ,103.35,9558653,91840,,
,AKSHOPTFBR,EQ,16.9,25424183.8,1513127,,
,AKZOINDIA,EQ,1446.55,41969188.15,28904,,
,ALBK,EQ,128.1,195085321.9,1508961,,
,ALCHEM,EQ,38.45,5042903.55,136787,,
,ALEMBICLTD,EQ,46.15,189472761.8,3893445,,
,ALICON,EQ,317.6,935934.9,2915,,
,ALKALI,EQ,37.15,4090579.6,107717,,
,ALKYLAMINE,EQ,385.05,12804729.1,33279,,
,ALLCARGO,EQ,337.1,20478360.75,60296,,
,ALLSEC,EQ,25.9,161776,6117,,
,ALMONDZ,EQ,14,151705.75,11023,,
,ALOKTEXT,EQ,10.1,64440011.8,6341023,,
,ALPA,BE,12.9,150675.7,11652,,
,ALPHAGEO,EQ,568.5,5665646.8,10012,,
,ALPSINDUS,EQ,1.65,6762.4,3922,,
,ALSTOMT&D,EQ,483.15,17813900.95,37121,,
,AMARAJABAT,EQ,823.05,100258473.5,121880,,
,AMARJOTHI,EQ,97.55,429303.9,4466,,
,AMBIKCO,EQ,522.75,1129991.6,2168,,
,AMDIND,EQ,24.9,175548.3,6947,,
,AMLSTEEL,BE,6.7,1321.6,198,,
,AMRUTANJAN,BE,425.6,12741470,29962,,
,AMTEKAUTO,EQ,178.9,104942450.2,582577,,
,AMTEKINDIA,EQ,68.45,205872791,2991632,,
,AMTL,EQ,18,7750,436,,
