symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-11-18,556634,203621,36.58
BEL,EQ,2008-11-18,6724,4441,66.05
BOSCHLTD,EQ,2008-11-18,571,400,70.05
CUMMINSIND,EQ,2008-11-18,45807,18141,39.60
DLF,EQ,2008-11-18,8110509,312545,3.85
HINDALCO,EQ,2008-11-18,4480481,917214,20.47
INDHOTEL,EQ,2008-11-18,983935,873614,88.79
LT,EQ,2008-11-18,2207449,490655,22.23
MARUTI,EQ,2008-11-18,714020,227693,31.89
SBIN,EQ,2008-11-18,3678086,955997,25.99
SBIN,IL,2008-11-18,172000,172000,100.00
SUZLON,EQ,2008-11-18,22470297,3777460,16.81
TRENT,EQ,2008-11-18,7028,6468,92.03
