symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-12-22,67499,28533,42.27
ADANIPORTS,EQ,2025-12-22,1116833,591824,52.99
BEL,EQ,2025-12-22,9321669,4815574,51.66
BOSCHLTD,EQ,2025-12-22,16457,9552,58.04
CUMMINSIND,EQ,2025-12-22,306066,175627,57.38
DIXON,EQ,2025-12-22,508602,183188,36.02
DLF,EQ,2025-12-22,1007869,537214,53.30
DMART,EQ,2025-12-22,207963,128257,61.67
ETERNAL,EQ,2025-12-22,14987454,9318101,62.17
HAL,EQ,2025-12-22,657486,257843,39.22
HINDALCO,EQ,2025-12-22,4865457,2769107,56.91
INDHOTEL,EQ,2025-12-22,1140608,540154,47.36
INDIGO,EQ,2025-12-22,1513801,827436,54.66
LENSKART,EQ,2025-12-22,20261368,2589370,12.78
LT,EQ,2025-12-22,764774,415588,54.34
MANAPPURAM,EQ,2025-12-22,2466469,881072,35.72
MARUTI,EQ,2025-12-22,271590,194437,71.59
PAYTM,EQ,2025-12-22,1676866,742039,44.25
PGEL,EQ,2025-12-22,1087361,426201,39.20
SBIN,EQ,2025-12-22,5959037,3825938,64.20
SUZLON,EQ,2025-12-22,38903607,18625242,47.88
TRENT,EQ,2025-12-22,1316448,703486,53.44
