symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-12-10,118196,67190,56.85
ADANIPORTS,EQ,2025-12-10,1677388,722012,43.04
BEL,EQ,2025-12-10,8372979,3931982,46.96
BOSCHLTD,EQ,2025-12-10,8636,4734,54.82
CUMMINSIND,EQ,2025-12-10,520273,316259,60.79
DIXON,EQ,2025-12-10,974019,424430,43.58
DLF,EQ,2025-12-10,2350392,1381130,58.76
DMART,EQ,2025-12-10,576341,389722,67.62
ETERNAL,EQ,2025-12-10,20644419,10831371,52.47
HAL,EQ,2025-12-10,949813,580325,61.10
HINDALCO,EQ,2025-12-10,5280811,2790186,52.84
INDHOTEL,EQ,2025-12-10,1758455,1045952,59.48
INDIGO,EQ,2025-12-10,7127760,3096064,43.44
LENSKART,EQ,2025-12-10,1395446,533511,38.23
LT,EQ,2025-12-10,957277,547600,57.20
MANAPPURAM,EQ,2025-12-10,4311169,1237676,28.71
MARUTI,EQ,2025-12-10,293374,177580,60.53
PAYTM,EQ,2025-12-10,3668569,1393753,37.99
PGEL,EQ,2025-12-10,3278593,1267006,38.64
SBIN,EQ,2025-12-10,6989178,4697040,67.20
SUZLON,EQ,2025-12-10,59123651,21758997,36.80
TRENT,EQ,2025-12-10,737740,365246,49.51
