symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-04-10,103547,29046,28.05
ADANIPORTS,EQ,2014-04-10,15336233,4457864,29.07
BEL,EQ,2014-04-10,174441,83424,47.82
BOSCHLTD,EQ,2014-04-10,14021,12684,90.46
CUMMINSIND,EQ,2014-04-10,168651,104759,62.12
DLF,EQ,2014-04-10,27802097,10123790,36.41
HINDALCO,EQ,2014-04-10,8923225,2608077,29.23
INDHOTEL,EQ,2014-04-10,813143,535385,65.84
LT,EQ,2014-04-10,3150225,1815955,57.65
MANAPPURAM,EQ,2014-04-10,2589037,1204260,46.51
MARUTI,EQ,2014-04-10,486855,144089,29.60
PGEL,EQ,2014-04-10,3764,1651,43.86
SBIN,EQ,2014-04-10,2879654,1269700,44.09
SBIN,N1,2014-04-10,56,18,32.14
SBIN,N2,2014-04-10,122,122,100.00
SBIN,N3,2014-04-10,119,119,100.00
SBIN,N4,2014-04-10,33,33,100.00
SBIN,N5,2014-04-10,1050,1029,98.00
SUZLON,EQ,2014-04-10,44047156,12754452,28.96
TRENT,EQ,2014-04-10,17285,12289,71.10
