symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-07-10,1062.55,1050.60,0.0113,0.0284,,0.5292
ADANIPORTS,2014-07-10,270.30,264.90,0.0202,0.0392,,0.7317
BEL,2014-07-10,1834.10,1960.60,-0.0667,0.0367,,0.7489
BOSCHLTD,2014-07-10,13000.90,13077.70,-0.0059,0.0224,,0.4165
CUMMINSIND,2014-07-10,647.90,641.20,0.0104,0.0186,,0.3477
DLF,2014-07-10,222.40,204.00,0.0864,0.0337,,0.7432
HINDALCO,2014-07-10,176.25,170.55,0.0329,0.0258,,0.5025
INDHOTEL,2014-07-10,107.90,106.95,0.0088,0.0238,,0.4432
LT,2014-07-10,1654.75,1651.65,0.0019,0.0190,,0.3515
MANAPPURAM,2014-07-10,22.15,21.90,0.0114,0.0319,,0.5942
MARUTI,2014-07-10,2531.70,2516.45,0.0060,0.0202,,0.3745
PGEL,2014-07-10,158.10,159.70,-0.0101,0.0396,,0.7355
SBIN,2014-07-10,2545.70,2582.25,-0.0143,0.0199,,0.3745
SUZLON,2014-07-10,25.50,25.20,0.0118,0.0448,,0.8311
TRENT,2014-07-10,1240.05,1205.70,0.0281,0.0212,,0.4146
