symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-07-09,1050.60,1036.00,0.0140,0.0291,,0.5426
ADANIPORTS,2014-07-09,264.90,258.45,0.0247,0.0399,,0.7489
BEL,2014-07-09,1960.60,2143.40,-0.0891,0.0304,,0.7012
BOSCHLTD,2014-07-09,13077.70,13390.70,-0.0237,0.0223,,0.4280
CUMMINSIND,2014-07-09,641.20,650.25,-0.0140,0.0189,,0.3554
DLF,2014-07-09,204.00,205.75,-0.0085,0.0347,,0.6438
HINDALCO,2014-07-09,170.55,169.00,0.0091,0.0265,,0.4929
INDHOTEL,2014-07-09,106.95,106.90,0.0005,0.0245,,0.4547
LT,2014-07-09,1651.65,1672.55,-0.0126,0.0193,,0.3630
MANAPPURAM,2014-07-09,21.90,22.45,-0.0248,0.0323,,0.6094
MARUTI,2014-07-09,2516.45,2589.65,-0.0287,0.0195,,0.3859
PGEL,2014-07-09,159.70,167.30,-0.0465,0.0391,,0.7566
SBIN,2014-07-09,2582.25,2575.20,0.0027,0.0205,,0.3802
SUZLON,2014-07-09,25.20,26.50,-0.0503,0.0444,,0.8559
TRENT,2014-07-09,1205.70,1241.55,-0.0293,0.0206,,0.4050
