symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-01-22,6279.65,6281.15,-0.0002,0.0223,0.0223,0.4260
ADANIPORTS,2025-01-22,1102.25,1106.20,-0.0036,0.0264,0.0264,0.5044
BEL,2025-01-22,270.35,279.00,-0.0315,0.0226,0.0226,0.4318
BOSCHLTD,2025-01-22,30582.80,30611.10,-0.0009,0.0151,0.0151,0.2885
CUMMINSIND,2025-01-22,2883.75,2903.80,-0.0069,0.0207,0.0207,0.3955
DIXON,2025-01-22,14714.40,15144.00,-0.0288,0.0269,0.0269,0.5139
DLF,2025-01-22,713.80,737.90,-0.0332,0.0209,0.0210,0.4012
DMART,2025-01-22,3561.55,3587.70,-0.0073,0.0188,0.0188,0.3592
HAL,2025-01-22,3903.40,4050.85,-0.0371,0.0236,0.0237,0.4528
HINDALCO,2025-01-22,613.45,614.95,-0.0024,0.0197,0.0197,0.3764
INDHOTEL,2025-01-22,772.75,760.35,0.0162,0.0200,0.0200,0.3821
INDIGO,2025-01-22,4011.50,4009.80,0.0004,0.0186,0.0186,0.3554
LT,2025-01-22,3518.20,3540.80,-0.0064,0.0161,0.0161,0.3076
MANAPPURAM,2025-01-22,195.35,192.10,0.0168,0.0259,0.0259,0.4948
MARUTI,2025-01-22,12020.35,11883.60,0.0114,0.0140,0.0140,0.2675
PAYTM,2025-01-22,841.35,854.25,-0.0152,0.0361,0.0360,0.6878
PGEL,2025-01-22,756.25,805.90,-0.0636,0.0342,0.0344,0.6572
SBIN,2025-01-22,753.45,759.05,-0.0074,0.0171,0.0171,0.3267
SUZLON,2025-01-22,55.12,57.43,-0.0411,0.0308,0.0309,0.5903
TRENT,2025-01-22,5626.35,5736.95,-0.0195,0.0220,0.0220,0.4203
