symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-06-05,7666.75,7850.00,7899.95,7238.15,7815.00,7812.70,7645.90,1097810,83937.45,139354,513159,46.74
ADANIPORTS,EQ,2024-06-05,1248.95,1281.00,1368.00,1160.60,1340.00,1354.60,1272.58,20879925,265713.28,827827,5134073,24.59
BEL,EQ,2024-06-05,255.55,264.50,264.50,230.00,259.70,260.35,249.43,193487058,482612.02,1097252,78665200,40.66
BOSCHLTD,EQ,2024-06-05,29548.25,29748.00,31143.95,29315.80,30706.30,30867.05,30473.13,49866,15195.73,20742,17926,35.95
CUMMINSIND,EQ,2024-06-05,3245.90,3259.00,3432.00,3160.00,3369.10,3404.10,3285.78,1250711,41095.59,118737,598248,47.83
DIXON,EQ,2024-06-05,8851.40,9100.00,9547.15,8700.00,9465.65,9470.30,9183.08,605785,55629.72,100915,200800,33.15
DLF,EQ,2024-06-05,763.00,777.00,799.00,747.00,792.00,796.05,777.65,7296308,56740.01,155521,3196461,43.81
DMART,EQ,2024-06-05,4548.75,4590.00,4900.00,4562.20,4855.00,4862.25,4766.58,1495770,71297.01,156460,974291,65.14
HAL,EQ,2024-06-05,4333.35,4421.15,4449.10,3920.00,4344.00,4364.90,4183.13,13759681,575585.52,812288,4706429,34.20
HINDALCO,EQ,2024-06-05,649.05,627.00,700.65,607.00,691.00,695.25,651.20,25836374,168247.49,305586,15418513,59.68
INDHOTEL,EQ,2024-06-05,530.30,530.30,577.45,521.55,570.00,572.90,551.28,6438482,35494.29,121895,3377367,52.46
INDIGO,EQ,2024-06-05,4073.20,4120.00,4363.80,4030.00,4322.00,4348.50,4270.14,1729894,73868.85,103457,1073987,62.08
LT,EQ,2024-06-05,3403.20,3441.50,3441.50,3175.05,3399.95,3409.00,3303.53,10372458,342657.05,562189,5442813,52.47
MANAPPURAM,EQ,2024-06-05,159.90,164.00,170.25,160.85,168.40,168.50,166.71,7547946,12583.25,43905,3128642,41.45
MARUTI,EQ,2024-06-05,12176.05,12180.00,12614.10,12125.10,12511.55,12502.60,12464.87,447581,55790.39,90538,246417,55.06
PAYTM,EQ,2024-06-05,357.40,351.25,354.65,339.55,340.25,339.85,341.44,7404922,25283.27,61114,3708317,50.08
PGEL,EQ,2024-06-05,2466.55,2421.55,2599.90,2311.10,2572.80,2581.80,2447.41,251352,6151.62,25051,112056,44.58
SBIN,EQ,2024-06-05,775.20,790.75,795.00,744.05,787.55,789.75,771.20,74256082,572665.40,1147451,29224251,39.36
SUZLON,BE,2024-06-05,47.50,45.15,49.80,45.15,48.35,48.45,47.13,81272335,38306.36,121561,-,-
TRENT,EQ,2024-06-05,4538.15,4684.00,4932.05,4524.25,4920.00,4903.80,4786.14,1231971,58963.81,99423,558970,45.37
