symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-06-19,8867.00,8904.00,8913.75,8521.00,8555.00,8544.00,8641.43,601292,51960.21,87948,222310,36.97
ADANIPORTS,EQ,2024-06-19,1445.00,1446.00,1452.00,1420.45,1452.00,1448.40,1438.23,4484742,64501.11,153477,2224158,49.59
BEL,EQ,2024-06-19,318.25,319.90,319.90,304.10,309.80,309.30,311.00,58698689,182553.12,489779,21569097,36.75
BOSCHLTD,EQ,2024-06-19,33379.20,33400.00,33592.50,32606.40,32874.00,32892.55,33008.80,42616,14067.03,18150,13262,31.12
CUMMINSIND,EQ,2024-06-19,3825.85,3860.00,3969.80,3760.00,3795.00,3791.50,3869.89,1769573,68480.50,125250,826514,46.71
DIXON,EQ,2024-06-19,11546.85,11546.85,11546.85,11304.10,11328.00,11336.35,11413.31,383979,43824.73,65569,113446,29.54
DLF,EQ,2024-06-19,878.80,881.35,882.55,850.60,861.00,859.80,859.94,4384765,37706.20,107223,2281086,52.02
DMART,EQ,2024-06-19,5039.30,5079.00,5219.00,4901.35,4914.00,4933.90,5079.85,1438750,73086.41,127961,411614,28.61
HAL,EQ,2024-06-19,5533.45,5580.00,5582.80,5261.10,5314.00,5311.95,5392.66,7351379,396434.80,459861,2001067,27.22
HINDALCO,EQ,2024-06-19,678.75,680.05,682.00,660.40,664.35,662.40,667.48,4770356,31841.03,96740,2286107,47.92
INDHOTEL,EQ,2024-06-19,621.45,623.95,623.95,610.75,616.50,617.05,616.93,3334339,20570.41,50168,1704075,51.11
INDIGO,EQ,2024-06-19,4302.25,4308.00,4325.00,4214.20,4225.15,4228.00,4246.12,1285543,54585.67,117518,783118,60.92
LT,EQ,2024-06-19,3689.20,3690.00,3699.00,3575.00,3606.95,3589.95,3622.88,2936151,106373.26,174218,1851650,63.06
MANAPPURAM,EQ,2024-06-19,191.74,193.00,193.30,187.50,190.50,190.26,190.07,6889943,13095.43,44588,1800753,26.14
MARUTI,EQ,2024-06-19,12560.95,12610.00,12625.00,12200.00,12234.00,12242.10,12374.40,694871,85986.14,109806,422294,60.77
PAYTM,EQ,2024-06-19,417.00,420.00,422.00,403.50,410.95,410.25,410.85,4054335,16657.43,60948,1559268,38.46
PGEL,EQ,2024-06-19,3007.10,3030.10,3296.00,2961.00,3185.00,3182.45,3151.07,512249,16141.32,48689,154234,30.11
SBIN,EQ,2024-06-19,844.90,846.80,860.60,841.00,854.30,852.60,850.68,32925140,280086.47,394742,10517183,31.94
SUZLON,EQ,2024-06-19,49.96,50.19,50.28,48.75,48.93,48.90,49.15,26139387,12847.12,91058,19123147,73.16
TRENT,EQ,2024-06-19,5357.60,5374.95,5402.00,5288.40,5344.00,5356.80,5353.02,707909,37894.49,65492,349740,49.40
