symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-04-09,479.15,486.90,-0.0160,0.0200,,0.3783
ADANIPORTS,2013-04-09,145.30,144.05,0.0086,0.0280,,0.5197
BEL,2013-04-09,1186.65,1185.65,0.0008,0.0201,,0.3725
BOSCHLTD,2013-04-09,8702.20,8707.50,-0.0006,0.0096,,0.1777
CUMMINSIND,2013-04-09,498.95,498.00,0.0019,0.0127,,0.2350
DLF,2013-04-09,230.00,233.50,-0.0151,0.0333,,0.6209
HINDALCO,2013-04-09,90.85,90.60,0.0028,0.0210,,0.3897
INDHOTEL,2013-04-09,54.10,55.15,-0.0192,0.0181,,0.3477
LT,2013-04-09,1320.30,1325.65,-0.0040,0.0194,,0.3592
MANAPPURAM,2013-04-09,19.95,19.60,0.0177,0.0559,,1.0393
MARUTI,2013-04-09,1407.40,1420.15,-0.0090,0.0235,,0.4375
PGEL,2013-04-09,83.35,83.30,0.0006,0.0538,,0.9973
SBIN,2013-04-09,1988.25,2033.70,-0.0226,0.0167,,0.3267
SUZLON,2013-04-09,13.50,13.50,0.0000,0.0596,,1.1043
TRENT,2013-04-09,988.90,1007.45,-0.0186,0.0123,,0.2445
