symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-07-26,1441.00,1430.10,0.0076,0.0127,,0.2388
ADANIPORTS,2017-07-26,393.05,390.75,0.0059,0.0117,,0.2178
BEL,2017-07-26,175.50,172.65,0.0164,0.0120,,0.2350
BOSCHLTD,2017-07-26,24280.25,24246.85,0.0014,0.0098,,0.1815
CUMMINSIND,2017-07-26,999.85,1005.40,-0.0055,0.0164,,0.3057
DLF,2017-07-26,195.60,194.35,0.0064,0.0178,,0.3305
DMART,2017-07-26,909.60,925.65,-0.0175,0.0172,,0.3286
HINDALCO,2017-07-26,221.55,220.20,0.0061,0.0159,,0.2961
INDHOTEL,2017-07-26,124.25,125.55,-0.0104,0.0145,,0.2732
INDIGO,2017-07-26,1234.65,1246.45,-0.0095,0.0172,,0.3210
LT,2017-07-26,1180.25,1170.85,0.0080,0.0087,,0.1662
MANAPPURAM,2017-07-26,106.95,108.05,-0.0102,0.0212,,0.3955
MARUTI,2017-07-26,7565.25,7504.85,0.0080,0.0080,,0.1528
PGEL,2017-07-26,344.65,347.05,-0.0069,0.0464,,0.8597
SBIN,2017-07-26,295.80,296.10,-0.0010,0.0111,,0.2063
SUZLON,2017-07-26,19.10,18.90,0.0105,0.0169,,0.3171
TRENT,2017-07-26,255.35,260.40,-0.0196,0.0170,,0.3286
