symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2022-02-24,360203,217311,60.33
ADANIPORTS,EQ,2022-02-24,9547717,4006902,41.97
BEL,EQ,2022-02-24,8305113,4284733,51.59
BOSCHLTD,EQ,2022-02-24,50909,23367,45.90
CUMMINSIND,EQ,2022-02-24,425308,163441,38.43
DIXON,EQ,2022-02-24,544656,206991,38.00
DLF,EQ,2022-02-24,15926498,3543180,22.25
DMART,EQ,2022-02-24,552288,234114,42.39
HAL,EQ,2022-02-24,692025,293819,42.46
HINDALCO,EQ,2022-02-24,24819208,11244049,45.30
INDHOTEL,EQ,2022-02-24,7389515,3210384,43.45
INDIGO,EQ,2022-02-24,2400153,690798,28.78
LT,EQ,2022-02-24,3616355,2103661,58.17
MANAPPURAM,EQ,2022-02-24,12160004,3786702,31.14
MARUTI,EQ,2022-02-24,947351,400535,42.28
PAYTM,EQ,2022-02-24,1917591,513592,26.78
PGEL,EQ,2022-02-24,128981,82589,64.03
SBIN,EQ,2022-02-24,32356037,12979939,40.12
SUZLON,EQ,2022-02-24,24071260,13042566,54.18
TRENT,EQ,2022-02-24,633017,323009,51.03
