symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-02-09,2221.25,2241.00,2250.00,2211.70,2242.55,2241.00,2235.28,123789,2767.03,16468,61896,50.00
ADANIPORTS,EQ,2022-02-09,717.80,722.00,735.40,719.05,732.75,733.45,730.09,3186942,23267.58,64251,841284,26.40
BEL,EQ,2022-02-09,199.50,199.40,203.25,198.10,202.50,202.60,202.10,5101734,10310.60,48726,2838311,55.63
BOSCHLTD,EQ,2022-02-09,16058.35,16170.75,16716.55,16040.00,16249.00,16220.10,16282.07,67238,10947.74,16184,13457,20.01
CUMMINSIND,EQ,2022-02-09,907.85,904.05,935.00,904.05,933.75,932.20,925.04,248726,2300.81,10948,96251,38.70
DIXON,EQ,2022-02-09,4312.85,4350.00,4499.00,4325.65,4496.00,4485.00,4438.62,268806,11931.28,33738,80205,29.84
DLF,EQ,2022-02-09,384.55,387.50,391.65,385.20,386.25,386.35,387.40,3351979,12985.61,36596,1197255,35.72
DMART,EQ,2022-02-09,4015.00,4078.70,4078.70,3983.00,4002.40,4002.10,4015.80,380364,15274.66,63079,171157,45.00
HAL,EQ,2022-02-09,1378.05,1385.00,1423.00,1383.10,1421.00,1414.50,1410.56,583529,8231.06,28062,341805,58.58
HINDALCO,EQ,2022-02-09,526.80,536.00,544.40,532.10,543.00,542.30,537.87,9235351,49674.25,156545,3927198,42.52
INDHOTEL,EQ,2022-02-09,210.85,212.00,215.65,211.60,212.80,212.70,213.87,3545796,7583.25,27449,1833966,51.72
INDIGO,EQ,2022-02-09,2182.60,2190.00,2263.00,2180.10,2248.00,2253.80,2232.42,1079814,24105.98,49739,106495,9.86
LT,EQ,2022-02-09,1875.60,1884.50,1899.90,1875.60,1890.00,1888.80,1887.43,1390810,26250.61,74046,741730,53.33
MANAPPURAM,EQ,2022-02-09,159.10,160.15,161.00,157.40,158.35,158.35,158.73,2646012,4199.96,18719,1124654,42.50
MARUTI,EQ,2022-02-09,8599.45,8622.00,8989.80,8622.00,8960.75,8949.45,8872.05,1403525,124521.47,138958,552702,39.38
PAYTM,EQ,2022-02-09,937.95,948.75,955.00,936.20,940.00,941.50,943.49,833193,7861.13,32767,176419,21.17
PGEL,EQ,2022-02-09,748.50,760.00,774.80,730.15,735.15,734.40,744.59,74159,552.18,14118,21318,28.75
SBIN,EQ,2022-02-09,531.35,534.95,536.50,527.75,536.30,535.25,532.72,14856155,79142.33,191210,5270035,35.47
SUZLON,EQ,2022-02-09,10.55,10.60,10.85,10.15,10.55,10.60,10.47,77452831,8112.48,54622,22232075,28.70
TRENT,EQ,2022-02-09,1053.95,1064.00,1075.00,1053.00,1072.00,1070.60,1066.41,304759,3249.99,14924,140839,46.21
