symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-11-25,5070.40,5057.00,0.0026,0.0185,0.0184,0.3515
ADANIPORTS,2025-11-25,1483.90,1485.90,-0.0013,0.0195,0.0195,0.3725
BEL,2025-11-25,410.25,403.80,0.0158,0.0192,0.0192,0.3668
BOSCHLTD,2025-11-25,35769.85,36199.95,-0.0120,0.0147,0.0146,0.2789
CUMMINSIND,2025-11-25,4311.30,4299.00,0.0029,0.0180,0.0180,0.3439
DIXON,2025-11-25,14400.95,14669.05,-0.0184,0.0227,0.0227,0.4337
DLF,2025-11-25,721.35,717.70,0.0051,0.0186,0.0186,0.3554
DMART,2025-11-25,3988.60,3987.50,0.0003,0.0165,0.0165,0.3152
ETERNAL,2025-11-25,302.30,301.00,0.0043,0.0233,0.0232,0.4432
HAL,2025-11-25,4441.60,4445.05,-0.0008,0.0202,0.0202,0.3859
HINDALCO,2025-11-25,789.35,774.65,0.0188,0.0174,0.0174,0.3324
INDHOTEL,2025-11-25,726.50,721.15,0.0074,0.0183,0.0183,0.3496
INDIGO,2025-11-25,5775.05,5805.45,-0.0053,0.0167,0.0167,0.3191
LENSKART,2025-11-25,414.95,414.50,0.0011,0.0065,0.0065,0.1242
LT,2025-11-25,3996.70,4013.30,-0.0041,0.0140,0.0140,0.2675
MANAPPURAM,2025-11-25,279.05,275.00,0.0146,0.0217,0.0217,0.4146
MARUTI,2025-11-25,15888.95,15958.00,-0.0043,0.0131,0.0130,0.2484
PAYTM,2025-11-25,1241.45,1260.70,-0.0154,0.0279,0.0279,0.5330
PGEL,2025-11-25,570.35,573.90,-0.0062,0.0351,0.0350,0.6687
SBIN,2025-11-25,983.60,970.60,0.0133,0.0132,0.0132,0.2522
SUZLON,2025-11-25,54.19,54.61,-0.0077,0.0255,0.0254,0.4853
TRENT,2025-11-25,4243.90,4310.90,-0.0157,0.0230,0.0229,0.4375
