symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2020-12-02,1190.80,1138.15,0.0452,0.0217,0.0219,0.4184
ADANIPORTS,2020-12-02,438.20,423.80,0.0334,0.0247,0.0248,0.4738
BEL,2020-12-02,113.55,111.80,0.0155,0.0288,0.0288,0.5502
BOSCHLTD,2020-12-02,13300.70,13255.95,0.0034,0.0257,0.0257,0.4910
CUMMINSIND,2020-12-02,575.80,578.45,-0.0046,0.0212,0.0212,0.4050
DIXON,2020-12-02,11399.05,11534.15,-0.0118,0.0293,0.0293,0.5598
DLF,2020-12-02,200.85,195.10,0.0290,0.0328,0.0328,0.6266
DMART,2020-12-02,2456.05,2426.90,0.0119,0.0227,0.0226,0.4318
HAL,2020-12-02,828.25,829.80,-0.0019,0.0287,0.0286,0.5464
HINDALCO,2020-12-02,231.85,229.30,0.0111,0.0322,0.0321,0.6133
INDHOTEL,2020-12-02,129.00,120.10,0.0715,0.0288,0.0292,0.5579
INDIGO,2020-12-02,1593.15,1559.75,0.0212,0.0285,0.0284,0.5426
LT,2020-12-02,1113.75,1115.95,-0.0020,0.0224,0.0223,0.4260
MANAPPURAM,2020-12-02,173.50,173.55,-0.0003,0.0361,0.0360,0.6878
MARUTI,2020-12-02,7206.40,7101.65,0.0146,0.0251,0.0250,0.4776
PGEL,2020-12-02,153.25,146.35,0.0461,0.0426,0.0426,0.8139
SBIN,2020-12-02,246.95,248.05,-0.0044,0.0278,0.0277,0.5292
SUZLON,2020-12-02,3.50,3.51,-0.0029,0.0429,0.0428,0.8177
TRENT,2020-12-02,691.25,715.45,-0.0344,0.0305,0.0305,0.5827
