symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-08-12,2798.30,2811.80,2837.70,2786.10,2794.20,2797.25,2804.25,386571,10840.41,32915,244285,63.19
ADANIPORTS,EQ,2022-08-12,792.75,793.50,799.70,785.50,789.40,788.35,793.05,2281608,18094.32,48623,776646,34.04
BEL,EQ,2022-08-12,287.45,288.00,292.15,287.20,290.85,291.10,289.77,4591616,13305.12,36198,1988965,43.32
BOSCHLTD,EQ,2022-08-12,17427.85,17420.00,17505.00,17201.00,17269.00,17260.95,17374.72,24628,4279.04,7706,6957,28.25
CUMMINSIND,EQ,2022-08-12,1237.60,1240.35,1289.40,1238.75,1246.10,1249.75,1261.22,1482543,18698.11,60981,469805,31.69
DIXON,EQ,2022-08-12,3879.90,3894.90,3894.90,3815.35,3844.80,3832.30,3845.23,175927,6764.79,18144,47614,27.06
DLF,EQ,2022-08-12,372.55,372.80,377.00,372.05,372.90,372.90,373.99,3215823,12026.74,26517,1006190,31.29
DMART,EQ,2022-08-12,4274.85,4274.85,4387.00,4255.00,4332.00,4336.70,4340.55,448303,19458.84,49478,190689,42.54
HAL,EQ,2022-08-12,2264.45,2264.80,2293.65,2218.00,2281.75,2270.20,2256.63,1711788,38628.77,71777,521622,30.47
HINDALCO,EQ,2022-08-12,433.50,435.65,442.70,433.00,436.45,436.25,438.92,9420634,41349.31,103864,2894823,30.73
INDHOTEL,EQ,2022-08-12,277.20,277.75,277.80,270.55,271.65,271.95,273.02,5596666,15280.30,47592,3161246,56.48
INDIGO,EQ,2022-08-12,2019.80,2025.00,2027.50,2002.00,2014.95,2014.15,2013.21,279338,5623.67,13900,47848,17.13
LT,EQ,2022-08-12,1867.15,1865.00,1869.00,1838.00,1849.85,1846.45,1851.09,1041383,19276.92,93062,602044,57.81
MANAPPURAM,EQ,2022-08-12,107.00,107.35,111.45,106.15,110.10,110.45,109.37,9986006,10921.71,33344,3300035,33.05
MARUTI,EQ,2022-08-12,8813.85,8815.00,8815.00,8675.00,8695.95,8699.20,8707.72,712782,62067.05,71377,439273,61.63
PAYTM,EQ,2022-08-12,825.80,815.95,815.95,775.00,786.00,787.30,787.73,6972073,54921.21,168376,1489391,21.36
PGEL,BE,2022-08-12,908.10,905.40,907.00,878.00,895.00,893.95,895.56,26117,233.89,514,-,-
SBIN,EQ,2022-08-12,524.75,525.70,531.80,525.15,531.00,530.70,529.76,12154012,64387.51,160036,5679718,46.73
SUZLON,EQ,2022-08-12,7.70,7.80,7.85,7.45,7.55,7.55,7.63,70665554,5389.65,33475,25846875,36.58
TRENT,EQ,2022-08-12,1340.15,1347.00,1390.60,1332.65,1382.00,1382.75,1367.24,1159339,15850.99,37433,240241,20.72
