symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2020-10-29,886.75,907.25,-0.0229,0.0193,0.0193,0.3687
ADANIPORTS,2020-10-29,342.70,353.65,-0.0315,0.0250,0.0250,0.4776
BEL,2020-10-29,86.65,88.25,-0.0183,0.0294,0.0294,0.5617
BOSCHLTD,2020-10-29,11776.75,11806.20,-0.0025,0.0257,0.0256,0.4891
CUMMINSIND,2020-10-29,441.65,443.25,-0.0036,0.0204,0.0204,0.3897
DIXON,2020-10-29,9048.55,9179.40,-0.0144,0.0297,0.0297,0.5674
DLF,2020-10-29,153.10,156.00,-0.0188,0.0338,0.0337,0.6438
DMART,2020-10-29,2267.05,2240.20,0.0119,0.0230,0.0230,0.4394
HAL,2020-10-29,695.20,701.20,-0.0086,0.0297,0.0296,0.5655
HINDALCO,2020-10-29,167.90,170.45,-0.0151,0.0327,0.0327,0.6247
INDHOTEL,2020-10-29,96.90,97.55,-0.0067,0.0272,0.0271,0.5177
INDIGO,2020-10-29,1330.90,1293.70,0.0283,0.0282,0.0282,0.5388
LT,2020-10-29,934.50,982.90,-0.0505,0.0221,0.0224,0.4280
MANAPPURAM,2020-10-29,157.10,157.25,-0.0010,0.0378,0.0377,0.7203
MARUTI,2020-10-29,7117.60,7185.90,-0.0096,0.0262,0.0261,0.4986
PGEL,2020-10-29,106.25,108.85,-0.0242,0.0432,0.0432,0.8253
SBIN,2020-10-29,188.70,190.45,-0.0092,0.0277,0.0276,0.5273
SUZLON,2020-10-29,3.82,4.08,-0.0658,0.0435,0.0437,0.8349
TRENT,2020-10-29,671.65,682.70,-0.0163,0.0311,0.0311,0.5942
