,29-Jun-2018
The Nifty witnessed an intraday movement of about 110.7 points.The closing index was 1.18 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 29376.44
, Traded Quantity (in Lakhs), 13723.71
, Number of Trades, 11044526
, Total Market Capitalisation (Rs. Crores), 14329071.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10589.10,     10612.85,     10723.05,     10612.35,     10714.30,125.2
,NIFTY50 EQL Wgt,     12183.35,     12218.05,     12356.75,     12216.80,     12349.25,165.9
,NIFTY100 EQL Wgt,     13158.35,     13217.15,     13402.00,     13216.45,     13390.40,232.05
,NIFTY100 LowVol30,      8337.70,      8361.90,      8441.90,      8354.70,      8433.75,96.05
,NIFTY Alpha 50,     12556.00,     12667.60,     12909.25,     12667.05,     12897.05,341.05
,Nifty IT,     13873.80,     13959.15,     14020.75,     13858.70,     13989.50,115.7
,Nifty Next 50,     27771.35,     27921.70,     28334.25,     27915.15,     28291.70,520.35
,Nifty Bank,     26324.60,     26312.70,     26465.00,     26291.35,     26364.20,39.6
,NIFTY MIDCAP 100,     17844.65,     17937.10,     18196.95,     17936.35,     18181.30,336.65
,Nifty 500,      9036.95,      9065.90,      9167.50,      9065.55,      9162.45,125.5
,Nifty 100,     10855.00,     10884.15,     11000.20,     10883.65,     10993.45,138.45
,Nifty Midcap 50,      4754.40,      4779.00,      4856.10,      4778.00,      4850.70,96.3
,Nifty Realty,       265.10,       267.60,       272.70,       267.50,       271.55,6.45
,Nifty Infra,      3051.85,      3057.65,      3130.90,      3054.55,      3125.70,73.85
,Nifty Energy,     12999.15,     13051.75,     13364.70,     13051.75,     13333.35,334.2
,Nifty FMCG,     28411.85,     28517.45,     29016.90,     28473.60,     28966.00,554.15
,Nifty MNC,     14054.75,     14068.40,     14287.60,     14067.95,     14271.70,216.95
,Nifty Pharma,      9149.40,      9172.80,      9218.60,      9083.50,      9173.15,23.75
,Nifty PSE,      3436.95,      3450.90,      3538.15,      3450.90,      3527.45,90.5
,Nifty PSU Bank,      2754.45,      2771.25,      2828.35,      2770.65,      2791.50,37.05
,Nifty Serv Sector,     14489.90,     14518.90,     14611.65,     14513.10,     14596.95,107.05
,India VIX,13.9475,13.9475,13.9475,12.6325,12.9375,-1.0100
,Nifty Auto,     10632.60,     10660.95,     10725.60,     10648.75,     10709.05,76.45
,Nifty Metal,      3346.50,      3353.05,      3448.15,      3352.75,      3440.15,93.65
,Nifty Media,      2995.25,      3014.85,      3037.20,      2993.10,      3025.70,30.45
,NIFTY SMLCAP 100,      7011.75,      7071.10,      7185.45,      7070.80,      7177.75,166
,Nifty 200,      5637.20,      5654.00,      5716.65,      5653.75,      5713.20,76
,Nifty Div Opps 50,      2558.90,      2568.10,      2602.35,      2568.05,      2600.00,41.1
,Nifty Commodities,      3431.05,      3444.05,      3510.30,      3443.90,      3506.60,75.55
,Nifty Consumption,      4969.05,      4976.00,      5034.60,      4975.60,      5031.45,62.4
,Nifty Fin Service,     10949.00,     10960.55,     11031.00,     10953.70,     11007.05,58.05
,Nifty50 Div Point,        47.29,        47.29,        47.29,        47.29,        47.29,0
,Nifty100 Liq 15,      4023.20,      4035.35,      4094.40,      4035.20,      4084.50,61.3
,Nifty CPSE,      2147.35,      2158.75,      2229.50,      2158.75,      2221.90,74.55
,Nifty GrowSect 15,      6724.30,      6738.10,      6788.80,      6736.25,      6783.60,59.3
,Nifty50 PR 2x Lev,      4502.75,      4522.15,      4614.95,      4522.15,      4608.45,105.7
,Nifty50 PR 1x Inv,       415.80,       414.95,       414.95,       410.65,       410.95,-4.85
,Nifty50 TR 2x Lev,      5635.85,      5660.10,      5776.25,      5660.10,      5768.10,132.25
,Nifty50 TR 1x Inv,       371.65,       370.85,       370.85,       367.05,       367.30,-4.35
,Nifty50 Value 20,      4735.20,      4753.00,      4820.50,      4753.00,      4815.35,80.15
,Nifty Mid Liq 15,      3881.00,      3894.10,      3968.10,      3892.80,      3963.35,82.35
,Nifty Pvt Bank,     14911.05,     14906.90,     15018.40,     14885.05,     14961.75,50.7
,Nifty Quality 30,      2594.30,      2602.15,      2626.50,      2601.70,      2624.30,30
,Nifty GS 8 13Yr,      1688.75,      1689.10,      1692.15,      1689.10,      1690.05,1.3
,Nifty GS 10Yr,      1583.83,      1584.15,      1591.39,      1584.15,      1587.37,3.54
,Nifty GS 10Yr Cln,       888.08,       888.08,       892.29,       888.08,       889.95,1.87
,Nifty GS 4 8Yr,      1797.12,      1797.49,      1801.63,      1797.49,      1799.45,2.33
,Nifty GS 11 15Yr,      1753.25,      1753.62,      1758.81,      1753.62,      1755.83,2.58
,Nifty GS 15YrPlus,      1874.47,      1874.88,      1877.76,      1874.88,      1876.99,2.52
,Nifty GS Compsite,      1733.36,      1733.72,      1737.41,      1733.72,      1735.29,1.93

,ADVANCES,1348
,DECLINES,459
,UNCHANGED,74

,Total securities that have hit their price bands today,248

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      2130.85,      2108.45,-1.05,1033.38
,RELIANCE,EQ,       944.95,       972.45,2.91,770.73
,HDFC,EQ,      1878.00,      1908.10,1.6,762.31
,TECHM,EQ,       664.25,       655.45,-1.32,709.78
,TCS,EQ,      1842.70,      1847.75,0.27,649.1
,INFY,EQ,      1289.60,      1307.20,1.36,646.99
,ICICIBANK,EQ,       271.40,       275.40,1.47,573.12
,MAHINDCIE,EQ,       245.35,       257.35,4.89,550.99
,DHFL,EQ,       636.05,       637.55,0.24,542.24
,TATASTEEL,EQ,       548.45,       567.75,3.52,534.41
,TITAN,EQ,       836.35,       878.50,5.04,427.15
,SBIN,EQ,       257.00,       259.35,0.91,423.85
,IDBI,EQ,        49.85,        54.90,10.13,411.33
,MARUTI,EQ,      8771.30,      8825.60,0.62,405.08
,TATAMOTORS,EQ,       263.35,       269.30,2.26,395.01
,AXISBANK,EQ,       504.60,       510.80,1.23,391.89
,INDIGO,EQ,      1100.15,      1088.50,-1.06,340.5
,BAJFINANCE,EQ,      2274.70,      2296.35,0.95,316.87
,KOTAKBANK,EQ,      1339.10,      1342.95,0.29,310.89
,YESBANK,EQ,       329.30,       339.65,3.14,301.93
,LT,EQ,      1234.95,      1275.10,3.25,293.72
,ITC,EQ,       260.50,       266.20,2.19,288.67
,HINDUNILVR,EQ,      1602.75,      1641.15,2.4,280.71
,HCLTECH,EQ,       909.60,       926.25,1.83,280.38
,VEDL,EQ,       230.00,       236.20,2.7,270.33

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,GAIL,EQ,       340.25,       319.55,6.48
,TITAN,EQ,       878.50,       836.35,5.04
,HINDALCO,EQ,       230.50,       221.05,4.28
,TATASTEEL,EQ,       567.75,       548.45,3.52
,BAJAJ-AUTO,EQ,      2810.30,      2716.00,3.47

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,DRREDDY,EQ,      2235.05,      2295.75,-2.64
,INDUSINDBK,EQ,      1932.20,      1967.60,-1.8
,TECHM,EQ,       655.45,       664.25,-1.32
,HEROMOTOCO,EQ,      3473.50,      3516.05,-1.21
,M&M,EQ,       897.70,       907.75,-1.11

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        35.60,                  1245568.20,34738
,21STCENMGM,EQ,        36.45,                   118936.85,3270
,3IINFOTECH,EQ,         4.25,                 19743427.95,4827378
,3MINDIA,EQ,     19637.10,                  9381327.50,478
,3PLAND,EQ,        13.35,                    42584.60,3084
,5PAISA,EQ,       320.45,                  2231444.95,6888
,63MOONS,EQ,        78.15,                 12637105.95,161816
,8KMILES,EQ,       490.25,                168024809.05,346733
,A2ZINFRA,EQ,        20.75,                  4037165.80,194843
,AARTIDRUGS,EQ,       554.05,                 25449728.65,45574
,AARTIIND,EQ,      1229.00,                 13769110.00,11306
,AARVEEDEN,EQ,        32.55,                   267742.00,8389
,AARVI,SM,        70.05,                  1117000.00,16000
,ABAN,EQ,       112.30,                 48490872.05,430245
,ABBOTINDIA,EQ,      7238.20,                 57999250.85,7985
,ABFRL,EQ,       138.00,                 43163880.90,316048
,ABGSHIP,BZ,         5.90,                    51520.10,8613
,ACCELYA,EQ,      1163.80,                  1754652.80,1499
,ACCURACY,ST,        88.35,                  1833840.00,20800
,ACE,EQ,       126.20,                 53386797.95,427206
,ADANIENT,EQ,       113.15,                705758959.15,6266086
,ADANIGREEN,BE,        26.80,                 30318494.65,1158865
,ADANIPOWER,EQ,        16.15,                294079891.20,18458160
,ADANITRANS,EQ,       156.15,                 90366224.00,587531
,ADFFOODS,EQ,       228.00,                  9000537.00,39160
,ADHUNIK,EQ,         3.30,                    90272.95,27873
,ADHUNIKIND,EQ,        71.25,                  9625878.10,139250
,ADLABS,EQ,        34.50,                  2793267.30,81555
,ADORWELD,EQ,       304.35,                  3167048.25,10331
,ADROITINFO,EQ,        25.35,                   131859.35,5336
,ADSL,EQ,        16.15,                   496734.00,29807
,ADVANIHOTR,EQ,        52.80,                   310336.65,5883
,ADVENZYMES,EQ,       216.70,                 22275333.05,103167
,AEGISCHEM,EQ,       213.40,                 25006756.65,117296
,AFL,EQ,        54.25,                   726719.80,13461
,AGARIND,EQ,       304.60,                  4537017.95,14851
,AGCNET,EQ,       101.50,                   845132.10,8192
,AGLSL,EQ,        82.30,                   265714.00,3240
,AGRITECH,EQ,       106.55,                  8623614.90,78700
,AGROPHOS,SM,        37.15,                  2849700.00,78000
,AHLEAST,EQ,       264.60,                   183195.65,694
,AHLUCONT,EQ,       346.00,                  8745739.90,25473
,AHLWEST,BE,       311.00,                   137665.75,454
,AIAENG,EQ,      1500.10,                 45208614.45,30141
,AIFL,EQ,       450.15,                 29758620.10,65976
,AIRAN,SM,       293.15,                  3116800.00,10500
,AIROLAM,SM,        39.00,                   348000.00,9000
,AISL,SM,        81.85,                  1322880.00,16800
,AJANTPHARM,EQ,       982.70,                350324101.70,357965
,AJMERA,EQ,       203.15,                 12071544.80,59217
,AJOONI,SM,        24.00,                   189400.00,8000
