symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-07-06,59254,32936,55.58
BEL,EQ,2011-07-06,9042,6280,69.45
BOSCHLTD,EQ,2011-07-06,2582,1179,45.66
CUMMINSIND,EQ,2011-07-06,78727,50895,64.65
DLF,EQ,2011-07-06,5124294,1286185,25.10
HINDALCO,EQ,2011-07-06,3160065,1229009,38.89
INDHOTEL,EQ,2011-07-06,197573,99706,50.47
LT,EQ,2011-07-06,963185,386488,40.13
MANAPPURAM,EQ,2011-07-06,793072,460200,58.03
MARUTI,EQ,2011-07-06,179419,71463,39.83
SBIN,EQ,2011-07-06,1010858,173025,17.12
SBIN,N1,2011-07-06,23,6,26.09
SBIN,N2,2011-07-06,7,7,100.00
SBIN,N3,2011-07-06,214,213,99.53
SBIN,N5,2011-07-06,433,396,91.45
SUZLON,EQ,2011-07-06,26726428,8031882,30.05
TRENT,EQ,2011-07-06,31861,9222,28.94
TRENT,Q1,2011-07-06,91,81,89.01
TRENT,Q2,2011-07-06,9,5,55.56
