,16-Apr-2019
The Nifty witnessed an intraday movement of about 79.4 points.The closing index was 0.83 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 35902.36
, Traded Quantity (in Lakhs), 16750.08
, Number of Trades, 12254719
, Total Market Capitalisation (Rs. Crores), 15206272.2

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11690.35,     11736.20,     11810.95,     11731.55,     11787.15,96.8
,NIFTY50 EQL Wgt,     12957.95,     13019.15,     13066.40,     13013.25,     13047.75,89.8
,NIFTY100 EQL Wgt,     13695.80,     13749.25,     13792.05,     13745.80,     13776.05,80.25
,NIFTY100 LowVol30,      8965.45,      9002.35,      9021.85,      8996.50,      9011.55,46.1
,NIFTY Alpha 50,     12268.00,     12296.35,     12323.70,     12287.20,     12306.00,38
,NIFTY MIDCAP 150,      6505.20,      6520.25,      6529.45,      6508.50,      6513.10,7.9
,NIFTY SMLCAP 50,      3294.55,      3307.45,      3313.10,      3288.20,      3292.10,-2.45
,NIFTY SMLCAP 250,      5510.65,      5527.65,      5536.25,      5523.45,      5527.45,16.8
,NIFTY MIDSML 400,      6156.25,      6172.10,      6180.00,      6163.75,      6167.45,11.2
,NIFTY200 QUALTY30,      9828.75,      9865.45,      9903.30,      9856.55,      9888.00,59.25
,Nifty IT,     16113.70,     16166.15,     16176.60,     16064.35,     16084.90,-28.8
,Nifty Next 50,     28389.50,     28482.05,     28588.30,     28461.40,     28542.45,152.95
,Nifty Bank,     30104.25,     30236.25,     30590.95,     30228.20,     30531.35,427.1
,NIFTY MIDCAP 100,     18253.50,     18296.95,     18321.65,     18235.15,     18248.45,-5.05
,Nifty 500,      9716.50,      9751.35,      9796.10,      9748.70,      9781.40,64.9
,Nifty 100,     11856.45,     11902.00,     11972.50,     11898.00,     11950.05,93.6
,Nifty Midcap 50,      5083.65,      5092.55,      5104.55,      5083.95,      5087.95,4.3
,Nifty Realty,       280.25,       281.80,       282.90,       276.55,       277.45,-2.8
,Nifty Infra,      3203.00,      3213.05,      3248.40,      3212.00,      3240.70,37.7
,Nifty Energy,     16114.45,     16191.05,     16277.20,     16159.40,     16203.55,89.1
,Nifty FMCG,     30547.40,     30643.20,     30828.10,     30578.75,     30742.60,195.2
,Nifty MNC,     13502.35,     13539.20,     13594.10,     13530.25,     13565.30,62.95
,Nifty Pharma,      9417.75,      9460.10,      9474.10,      9410.20,      9417.80,.05
,Nifty PSE,      3548.55,      3566.95,      3580.35,      3547.65,      3561.35,12.8
,Nifty PSU Bank,      3289.20,      3297.70,      3313.05,      3272.50,      3280.10,-9.1
,Nifty Serv Sector,     16240.65,     16299.15,     16406.90,     16288.70,     16375.20,134.55
,India VIX,21.3875,21.3875,21.8850,19.6725,21.6925,0.3050
,Nifty Auto,      8911.60,      8956.00,      9002.75,      8928.30,      8983.55,71.95
,Nifty Metal,      3141.35,      3154.45,      3177.40,      3143.70,      3149.90,8.55
,Nifty Media,      2433.25,      2438.25,      2454.60,      2430.30,      2433.90,.65
,NIFTY SMLCAP 100,      6782.75,      6809.85,      6819.50,      6777.20,      6782.50,-.25
,Nifty 200,      6110.50,      6132.95,      6163.60,      6131.10,      6153.05,42.55
,Nifty Div Opps 50,      2715.85,      2726.35,      2733.90,      2723.80,      2727.80,11.95
,Nifty Commodities,      3630.20,      3644.45,      3660.30,      3643.10,      3657.40,27.2
,Nifty Consumption,      4907.95,      4926.10,      4963.40,      4920.90,      4953.10,45.15
,Nifty Fin Service,     12535.30,     12584.05,     12688.70,     12580.25,     12663.30,128
,Nifty50 Div Point,          .00,          .00,          .00,          .00,          .00,0
,Nifty100 Liq 15,      4151.95,      4165.75,      4187.75,      4164.20,      4177.40,25.45
,Nifty CPSE,      2262.95,      2274.80,      2288.60,      2260.95,      2278.75,15.8
,Nifty GrowSect 15,      6197.65,      6217.00,      6271.60,      6209.90,      6262.20,64.55
,Nifty50 PR 2x Lev,      5147.00,      5186.50,      5252.10,      5183.20,      5231.35,84.35
,Nifty50 PR 1x Inv,       391.05,       389.60,       389.70,       387.10,       387.90,-3.15
,Nifty50 TR 2x Lev,      6555.10,      6605.45,      6688.95,      6601.20,      6662.60,107.5
,Nifty50 TR 1x Inv,       346.60,       345.30,       345.40,       343.05,       343.75,-2.85
,Nifty50 Value 20,      5607.70,      5629.30,      5643.45,      5615.40,      5626.10,18.4
,Nifty Mid Liq 15,      4305.05,      4312.70,      4317.60,      4289.10,      4294.10,-10.95
,Nifty Pvt Bank,     17120.90,     17200.60,     17444.25,     17194.75,     17411.00,290.1
,NIFTY100 Qualty30,      2759.65,      2769.40,      2784.75,      2767.45,      2782.40,22.75
,Nifty GS 8 13Yr,      1846.56,      1846.94,      1848.04,      1846.18,      1846.29,-.27
,Nifty GS 10Yr,      1708.63,      1708.97,      1710.66,      1708.17,      1708.34,-.29
,Nifty GS 10Yr Cln,       904.57,       904.57,       905.48,       904.14,       904.23,-.34
,Nifty GS 4 8Yr,      1973.36,      1973.77,      1974.59,      1973.14,      1973.14,-.22
,Nifty GS 11 15Yr,      1936.66,      1937.07,      1938.36,      1936.45,      1936.45,-.21
,Nifty GS 15YrPlus,      2082.38,      2082.81,      2082.81,      2082.81,      2082.81,.43
,Nifty GS Compsite,      1885.19,      1885.58,      1886.76,      1884.74,      1884.82,-.37

,ADVANCES,896
,DECLINES,891
,UNCHANGED,131

,Total securities that have hit their price bands today,220

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,PCJEWELLER,EQ,       126.05,       145.95,15.79,1868.98
,COALINDIA,EQ,       250.00,       251.60,0.64,1795.14
,POLYCAB,EQ,       538.00,       654.80,21.71,1496.67
,INDIGO,EQ,      1477.35,      1581.90,7.08,1267.38
,TCS,EQ,      2113.30,      2131.80,0.88,1233.78
,JETAIRWAYS,EQ,       261.70,       240.50,-8.1,1218.88
,RELIANCE,EQ,      1340.15,      1343.75,0.27,1071.2
,ICICIBANK,EQ,       392.75,       407.00,3.63,991.26
,TATAMOTORS,EQ,       231.75,       230.50,-0.54,956.52
,INFY,EQ,       727.50,       724.10,-0.47,904.76
,WIPRO,EQ,       287.70,       280.90,-2.36,577.43
,AXISBANK,EQ,       762.85,       771.10,1.08,546.83
,IBULHSGFIN,EQ,       834.75,       832.45,-0.28,527.8
,MARUTI,EQ,      7352.50,      7458.55,1.44,526.44
,HDFCBANK,EQ,      2288.80,      2305.05,0.71,475.32
,SBIN,EQ,       315.60,       315.75,0.05,473.32
,INDUSINDBK,EQ,      1748.90,      1815.15,3.79,465.35
,LT,EQ,      1356.90,      1381.40,1.81,444.82
,YESBANK,EQ,       265.50,       266.45,0.36,436.86
,HDFC,EQ,      2014.25,      2026.70,0.62,405.22
,DHFL,EQ,       167.20,       171.00,2.27,373.41
,TATASTEEL,EQ,       553.15,       553.25,0.02,349.98
,KOTAKBANK,EQ,      1373.85,      1386.40,0.91,322.39
,BAJFINANCE,EQ,      3022.25,      3032.50,0.34,310.41
,ITC,EQ,       305.50,       307.20,0.56,300.37

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INDUSINDBK,EQ,      1815.15,      1748.90,3.79
,ICICIBANK,EQ,       407.00,       392.75,3.63
,TITAN,EQ,      1120.05,      1090.15,2.74
,ONGC,EQ,       160.45,       156.45,2.56
,ADANIPORTS,EQ,       395.65,       387.05,2.22

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,WIPRO,EQ,       280.90,       287.70,-2.36
,CIPLA,EQ,       559.35,       566.30,-1.23
,GAIL,EQ,       351.60,       354.05,-0.69
,POWERGRID,EQ,       196.85,       198.05,-0.61
,TATAMOTORS,EQ,       230.50,       231.75,-0.54

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,1003GS2019,GS,        69.00,                     1109.28,16
,20MICRONS,EQ,        38.75,                  1104942.10,28685
,21STCENMGM,EQ,        24.05,                    24482.90,1018
,3IINFOTECH,EQ,         3.75,                  5336612.20,1406081
,3MINDIA,EQ,     24924.35,                 78610080.80,3145
,3PLAND,EQ,        10.60,                    19424.25,1810
,5PAISA,EQ,       235.05,                  3358608.85,14423
,63MOONS,EQ,       128.20,                454270203.55,3755276
,8KMILES,EQ,       135.55,                 47231585.50,353410
,A2ZINFRA,EQ,        18.80,                 12732526.30,675415
,AARON,SM,        49.80,                  1015050.00,21000
,AARTIDRUGS,EQ,       627.60,                  3171654.05,5051
,AARTIIND,EQ,      1631.85,                 51297571.05,31501
,AARVEEDEN,EQ,        23.90,                    96750.10,4001
,AARVI,SM,        44.50,                    89000.00,2000
,AAVAS,EQ,      1152.05,                  7477285.55,6454
,ABAN,BE,        58.15,                  2416804.95,41292
,ABBOTINDIA,EQ,      8030.50,                102051285.30,12768
,ABCAPITAL,EQ,       101.05,                233474850.40,2292659
,ABFRL,EQ,       222.35,                 60680769.95,272936
,ABGSHIP,BZ,         1.60,                    10655.90,6670
,ABMINTLTD,BE,        14.85,                     3237.30,218
,ABSLNN50ET,EQ,       338.05,                    11767.15,35
,ABSLRIF6RG,MF,         7.56,                    18900.00,2500
,ACCELYA,EQ,       934.10,                  2318635.00,2484
,ACCURACY,SM,        80.40,                   257280.00,3200
,ACE,EQ,       107.00,                 41159108.60,383109
,ADANIENT,EQ,       143.05,                524562369.05,3648947
,ADANIGAS,EQ,       141.65,                445286092.20,3175557
,ADANIGREEN,EQ,        44.50,                464812411.95,10783405
,ADANIPOWER,EQ,        54.35,                773208248.40,14215499
,ADANITRANS,EQ,       230.10,                104133406.30,454737
,ADFFOODS,EQ,       245.05,                  4028058.70,16401
,ADHUNIK,BE,         2.55,                    32713.95,12829
,ADHUNIKIND,EQ,        60.80,                   702933.85,11615
,ADLABS,EQ,         9.25,                  2183021.90,235829
,ADORWELD,EQ,       346.80,                  3304744.35,9592
,ADROITINFO,BE,        16.50,                     7692.50,480
,ADSL,EQ,        13.30,                   183382.95,13737
,ADVANIHOTR,EQ,        67.35,                   103578.20,1526
,ADVENZYMES,EQ,       191.80,                 22828930.40,119129
,AEGISCHEM,EQ,       210.85,                 18766619.30,88921
,AGARIND,EQ,       151.10,                   837741.35,5562
,AGCNET,EQ,       117.90,                  1687097.70,14330
,AGLSL,EQ,        59.40,                   125183.85,2115
,AGRITECH,EQ,        67.45,                  9565175.10,137981
,AGROPHOS,BE,        70.00,                  6405679.90,91558
,AHIMSA,SM,        28.50,                   171000.00,6000
,AHLEAST,EQ,       238.20,                   926804.00,3893
,AHLUCONT,EQ,       339.80,                  1305215.95,3859
,AHLWEST,EQ,       365.50,                   313989.35,854
,AIAENG,EQ,      1780.20,                  7700606.45,4325
,AIFL,BE,        11.30,                   493342.45,43315
,AIONJSW,EQ,        26.85,                  1078504.20,39531
,AIRAN,SM,        66.00,                  1299500.00,20000
,AJANTPHARM,EQ,      1032.60,                446563420.10,428766
,AJMERA,EQ,       185.65,                  5099415.05,27280
,AKASH,SM,        52.50,                   210200.00,4000
,AKG,SM,        33.05,                   132200.00,4000
