,12-Apr-2019
The Nifty witnessed an intraday movement of about 78.55 points.The closing index was 0.4 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 28765.18
, Traded Quantity (in Lakhs), 14884.23
, Number of Trades, 9969684
, Total Market Capitalisation (Rs. Crores), 15001005.86

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11596.70,     11612.85,     11657.35,     11578.80,     11643.45,46.75
,NIFTY50 EQL Wgt,     12826.60,     12848.45,     12882.90,     12804.90,     12870.70,44.1
,NIFTY100 EQL Wgt,     13562.05,     13578.65,     13626.55,     13561.00,     13617.00,54.95
,NIFTY100 LowVol30,      8839.80,      8852.90,      8894.30,      8845.10,      8887.70,47.9
,NIFTY Alpha 50,     12172.20,     12177.60,     12245.35,     12160.40,     12228.70,56.5
,NIFTY MIDCAP 150,      6448.65,      6454.05,      6477.20,      6447.95,      6472.75,24.1
,NIFTY SMLCAP 50,      3249.05,      3251.15,      3277.65,      3250.60,      3274.00,24.95
,NIFTY SMLCAP 250,      5447.15,      5454.35,      5483.35,      5453.15,      5480.15,33
,NIFTY MIDSML 400,      6096.90,      6103.00,      6127.45,      6099.05,      6124.40,27.5
,NIFTY200 QUALTY30,      9690.15,      9700.80,      9753.10,      9691.60,      9745.75,55.6
,Nifty IT,     15874.75,     15918.10,     15989.70,     15832.00,     15911.10,36.35
,Nifty Next 50,     28148.55,     28171.60,     28295.70,     28165.00,     28271.10,122.55
,Nifty Bank,     29786.10,     29780.55,     30000.95,     29707.00,     29938.55,152.45
,NIFTY MIDCAP 100,     18091.95,     18111.85,     18183.30,     18093.55,     18167.90,75.95
,Nifty 500,      9634.55,      9646.60,      9682.30,      9626.95,      9674.60,40.05
,Nifty 100,     11760.00,     11775.40,     11820.25,     11746.80,     11807.85,47.85
,Nifty Midcap 50,      5030.70,      5035.60,      5068.00,      5031.50,      5062.20,31.5
,Nifty Realty,       274.85,       274.70,       277.50,       274.50,       275.70,.85
,Nifty Infra,      3195.70,      3201.90,      3203.65,      3183.05,      3194.25,-1.45
,Nifty Energy,     16159.15,     16202.75,     16253.85,     16118.90,     16169.75,10.6
,Nifty FMCG,     30151.15,     30205.40,     30582.25,     30193.50,     30533.70,382.55
,Nifty MNC,     13389.50,     13402.95,     13478.50,     13379.20,     13471.80,82.3
,Nifty Pharma,      9391.15,      9398.25,      9448.45,      9383.75,      9426.45,35.3
,Nifty PSE,      3525.35,      3535.95,      3544.80,      3528.60,      3540.35,15
,Nifty PSU Bank,      3275.60,      3275.95,      3307.20,      3245.95,      3302.25,26.65
,Nifty Serv Sector,     16115.65,     16130.95,     16196.10,     16082.55,     16171.90,56.25
,India VIX,20.9575,20.9575,21.3025,18.6750,20.9975,0.0400
,Nifty Auto,      8690.05,      8698.80,      8785.75,      8665.00,      8777.45,87.4
,Nifty Metal,      3067.45,      3072.55,      3083.80,      3050.70,      3071.60,4.15
,Nifty Media,      2408.60,      2408.85,      2447.45,      2406.20,      2442.85,34.25
,NIFTY SMLCAP 100,      6694.30,      6700.25,      6749.00,      6698.10,      6740.20,45.9
,Nifty 200,      6060.25,      6068.10,      6090.25,      6054.45,      6085.00,24.75
,Nifty Div Opps 50,      2688.35,      2694.35,      2704.80,      2689.25,      2703.00,14.65
,Nifty Commodities,      3600.55,      3607.40,      3616.05,      3589.75,      3602.80,2.25
,Nifty Consumption,      4849.35,      4855.60,      4894.95,      4852.45,      4891.15,41.8
,Nifty Fin Service,     12450.00,     12450.40,     12519.45,     12419.60,     12495.60,45.6
,Nifty50 Div Point,          .00,          .00,          .00,          .00,          .00,0
,Nifty100 Liq 15,      4121.35,      4127.15,      4135.10,      4099.05,      4127.20,5.85
,Nifty CPSE,      2253.10,      2260.55,      2264.20,      2244.10,      2250.20,-2.9
,Nifty GrowSect 15,      6134.80,      6137.90,      6166.00,      6128.25,      6157.85,23.05
,Nifty50 PR 2x Lev,      5068.35,      5081.60,      5120.35,      5052.70,      5108.40,40.05
,Nifty50 PR 1x Inv,       393.95,       393.50,       394.60,       391.95,       392.45,-1.5
,Nifty50 TR 2x Lev,      6454.95,      6471.85,      6521.20,      6435.05,      6505.95,51
,Nifty50 TR 1x Inv,       349.15,       348.75,       349.75,       347.40,       347.80,-1.35
,Nifty50 Value 20,      5555.60,      5571.90,      5588.05,      5545.10,      5566.55,10.95
,Nifty Mid Liq 15,      4251.15,      4255.75,      4287.50,      4254.10,      4282.85,31.7
,Nifty Pvt Bank,     16946.95,     16949.30,     17068.20,     16911.95,     17032.20,85.25
,NIFTY100 Qualty30,      2732.60,      2736.90,      2748.15,      2731.85,      2744.75,12.15
,Nifty GS 8 13Yr,      1847.51,      1847.89,      1847.89,      1844.40,      1844.65,-2.86
,Nifty GS 10Yr,      1709.51,      1709.85,      1709.85,      1706.13,      1706.72,-2.79
,Nifty GS 10Yr Cln,       905.78,       905.78,       905.78,       903.77,       904.09,-1.69
,Nifty GS 4 8Yr,      1976.06,      1976.47,      1976.47,      1972.76,      1972.76,-3.3
,Nifty GS 11 15Yr,      1936.27,      1936.69,      1936.69,      1934.02,      1934.02,-2.25
,Nifty GS 15YrPlus,      2081.19,      2081.62,      2082.57,      2080.79,      2081.62,.43
,Nifty GS Compsite,      1885.72,      1886.11,      1886.11,      1882.69,      1882.87,-2.85

,ADVANCES,982
,DECLINES,804
,UNCHANGED,127

,Total securities that have hit their price bands today,200

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,PCJEWELLER,EQ,        96.00,       111.90,16.56,1008.26
,RELIANCE,EQ,      1346.80,      1343.10,-0.27,796.85
,MARUTI,EQ,      7187.85,      7342.85,2.16,677.01
,ITC,EQ,       296.40,       305.75,3.15,659.91
,TCS,EQ,      2019.50,      2014.50,-0.25,646.08
,YESBANK,EQ,       269.05,       267.90,-0.43,583.14
,INFY,EQ,       742.70,       747.75,0.68,526
,HDFCBANK,EQ,      2257.50,      2265.25,0.34,518.73
,IBULHSGFIN,EQ,       845.80,       830.10,-1.86,489.5
,TATAMOTORS,EQ,       218.20,       215.95,-1.03,471.25
,SBIN,EQ,       314.90,       315.25,0.11,462.98
,HDFC,EQ,      2022.80,      2024.95,0.11,428.62
,DLF,EQ,       177.70,       181.85,2.34,382.1
,LT,EQ,      1378.00,      1360.90,-1.24,375.11
,GAIL,EQ,       342.70,       356.75,4.1,371.87
,DHFL,EQ,       172.65,       167.05,-3.24,369.26
,LUPIN,EQ,       809.35,       832.75,2.89,360.74
,AXISBANK,EQ,       752.30,       764.35,1.6,354.88
,BHEL,EQ,        74.35,        77.70,4.51,336.32
,TATASTEEL,EQ,       535.70,       533.65,-0.38,336.07
,BAJFINANCE,EQ,      3047.85,      3008.80,-1.28,317.61
,JETAIRWAYS,EQ,       261.15,       260.85,-0.11,296.9
,ICICIBANK,EQ,       390.05,       394.60,1.17,275.97
,EICHERMOT,EQ,     20998.15,     21361.15,1.73,275.45
,AUROPHARMA,EQ,       782.85,       776.95,-0.75,270.75

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,GAIL,EQ,       356.75,       342.70,4.1
,ITC,EQ,       305.75,       296.40,3.15
,MARUTI,EQ,      7342.85,      7187.85,2.16
,CIPLA,EQ,       554.85,       544.85,1.84
,ZEEL,EQ,       418.15,       410.90,1.76

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,IBULHSGFIN,EQ,       830.10,       845.80,-1.86
,IOC,EQ,       155.35,       157.95,-1.65
,BAJFINANCE,EQ,      3008.80,      3047.85,-1.28
,BHARTIARTL,EQ,       341.95,       346.35,-1.27
,LT,EQ,      1360.90,      1378.00,-1.24

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        38.10,                   469236.65,12383
,21STCENMGM,EQ,        23.15,                    37202.05,1607
,3IINFOTECH,EQ,         3.75,                  4095962.15,1093627
,3MINDIA,EQ,     24791.55,                 37742157.55,1529
,5PAISA,EQ,       227.65,                  2803957.35,12224
,63MOONS,EQ,        95.75,                222688856.10,2425672
,8KMILES,EQ,       112.05,                 88109846.70,818110
,A2ZINFRA,EQ,        18.50,                  2544329.25,138154
,AARON,SM,        50.20,                   294600.00,6000
,AARTIDRUGS,EQ,       627.90,                  8273073.15,13267
,AARTIIND,EQ,      1623.20,                 54310844.05,33300
,AARVEEDEN,EQ,        23.60,                    81754.55,3501
,AARVI,SM,        44.20,                   350000.00,8000
,AAVAS,EQ,      1167.35,                 46722495.60,39971
,ABAN,BE,        57.60,                  2126798.25,36988
,ABBOTINDIA,EQ,      7400.30,                216811811.20,29298
,ABCAPITAL,EQ,        98.30,                153785358.00,1561038
,ABFRL,EQ,       226.65,                 83702561.20,372441
,ABGSHIP,BZ,         1.50,                    35467.15,24614
,ABSLNN50ET,EQ,       334.99,                     1339.96,4
,ACCELYA,EQ,       935.85,                  3986119.60,4234
,ACCORD,SM,        32.25,                   756900.00,22000
,ACCURACY,SM,        73.50,                   245600.00,3200
,ACE,EQ,       110.80,                 99703193.90,929662
,ADANIENT,EQ,       141.40,                816739997.25,5769634
,ADANIGAS,EQ,       130.15,                 30115096.10,230302
,ADANIGREEN,EQ,        37.00,                 26458017.10,716786
,ADANIPOWER,EQ,        53.20,               2145518852.75,41104239
,ADANITRANS,EQ,       221.45,                 40846140.25,184368
,ADFFOODS,EQ,       248.65,                 43673080.85,171809
,ADHUNIK,BE,         2.75,                    43491.25,15815
,ADHUNIKIND,EQ,        60.25,                  1146501.35,19078
,ADLABS,EQ,         8.95,                  3178523.20,352776
,ADORWELD,EQ,       338.95,                  3568907.90,10585
,ADROITINFO,BE,        15.85,                     4269.45,267
,ADSL,EQ,        13.40,                   399582.65,30496
,ADVANIHOTR,EQ,        69.75,                   835233.45,12082
,ADVENZYMES,EQ,       187.95,                 28155669.30,149084
,AEGISCHEM,EQ,       208.40,                 16948103.60,81300
,AGARIND,EQ,       153.90,                   183120.30,1182
,AGCNET,EQ,       117.50,                   308579.70,2603
,AGLSL,EQ,        58.35,                    55551.55,952
,AGRITECH,EQ,        61.20,                  1191554.25,19118
,AGROPHOS,BE,        70.00,                   520688.50,7612
,AHLEAST,EQ,       237.15,                   461034.15,1939
,AHLUCONT,EQ,       333.15,                  4333657.40,12941
,AHLWEST,EQ,       370.15,                   594316.40,1637
,AIAENG,EQ,      1773.35,                 30459528.95,17095
,AIFL,BE,        11.75,                   189254.40,16071
,AIONJSW,EQ,        27.25,                   954213.20,34314
,AIRAN,SM,        63.45,                   636000.00,10000
,AJANTPHARM,EQ,      1019.55,                225953116.50,221188
,AJMERA,EQ,       187.00,                  9465080.50,50652
,AJOONI,SM,        20.90,                    83600.00,4000
,AKG,SM,        35.50,                   142000.00,4000
,AKSHARCHEM,EQ,       332.05,                   208465.85,631
,AKSHOPTFBR,EQ,        18.30,                  5101908.35,277973
,AKZOINDIA,EQ,      1761.80,                  2627916.20,1486
,ALANKIT,EQ,        31.10,                 17933049.40,577526
