,05-Apr-2019
The Nifty witnessed an intraday movement of about 80.15 points.The closing index was 0.59 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 30163.82
, Traded Quantity (in Lakhs), 14876.5
, Number of Trades, 10369286
, Total Market Capitalisation (Rs. Crores), 15004913.73

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11598.00,     11638.40,     11689.65,     11609.50,     11665.95,67.95
,NIFTY50 EQL Wgt,     12782.75,     12833.35,     12885.25,     12794.20,     12862.75,80
,NIFTY100 EQL Wgt,     13519.70,     13566.85,     13616.85,     13539.20,     13596.45,76.75
,NIFTY100 LowVol30,      8806.20,      8834.00,      8844.35,      8808.20,      8829.95,23.75
,NIFTY Alpha 50,     12135.55,     12169.90,     12230.95,     12151.80,     12213.05,77.5
,NIFTY MIDCAP 150,      6453.60,      6470.75,      6502.90,      6467.70,      6497.90,44.3
,NIFTY SMLCAP 50,      3225.60,      3241.10,      3260.15,      3234.75,      3254.00,28.4
,NIFTY SMLCAP 250,      5408.10,      5433.00,      5460.25,      5431.30,      5457.00,48.9
,NIFTY MIDSML 400,      6085.50,      6105.60,      6135.45,      6103.90,      6131.65,46.15
,NIFTY200 QUALTY30,      9700.65,      9726.95,      9735.50,      9689.90,      9713.15,12.5
,Nifty IT,     15744.80,     15800.45,     15952.50,     15759.80,     15923.05,178.25
,Nifty Next 50,     28020.55,     28111.30,     28255.90,     28080.25,     28143.05,122.5
,Nifty Bank,     29904.90,     30002.85,     30174.00,     29850.00,     30084.65,179.75
,NIFTY MIDCAP 100,     18098.75,     18152.70,     18268.30,     18145.70,     18246.35,147.6
,Nifty 500,      9626.65,      9659.65,      9700.40,      9641.45,      9684.95,58.3
,Nifty 100,     11753.50,     11794.05,     11842.05,     11767.10,     11820.10,66.6
,Nifty Midcap 50,      5026.50,      5044.30,      5085.60,      5043.25,      5079.25,52.75
,Nifty Realty,       272.40,       273.60,       278.40,       273.25,       276.00,3.6
,Nifty Infra,      3202.15,      3210.30,      3232.10,      3200.30,      3208.30,6.15
,Nifty Energy,     16120.60,     16188.90,     16227.05,     16084.20,     16171.45,50.85
,Nifty FMCG,     29998.70,     30057.60,     30100.00,     29801.10,     29869.15,-129.55
,Nifty MNC,     13314.20,     13348.40,     13372.40,     13283.55,     13343.35,29.15
,Nifty Pharma,      9263.40,      9314.30,      9332.10,      9259.45,      9271.55,8.15
,Nifty PSE,      3517.45,      3528.60,      3539.15,      3512.10,      3529.00,11.55
,Nifty PSU Bank,      3318.20,      3337.40,      3343.50,      3265.70,      3294.90,-23.3
,Nifty Serv Sector,     16171.75,     16224.45,     16335.60,     16211.90,     16300.20,128.45
,India VIX,18.6500,18.6500,19.0750,16.7625,18.3925,-0.2575
,Nifty Auto,      8536.35,      8566.65,      8604.15,      8526.25,      8564.60,28.25
,Nifty Metal,      3071.90,      3082.10,      3140.05,      3073.45,      3132.35,60.45
,Nifty Media,      2428.00,      2442.35,      2451.90,      2427.90,      2440.85,12.85
,NIFTY SMLCAP 100,      6620.20,      6650.95,      6692.70,      6642.25,      6686.35,66.15
,Nifty 200,      6057.55,      6078.15,      6104.25,      6065.60,      6093.60,36.05
,Nifty Div Opps 50,      2676.30,      2685.60,      2695.45,      2676.90,      2691.60,15.3
,Nifty Commodities,      3581.85,      3593.20,      3634.55,      3587.00,      3627.35,45.5
,Nifty Consumption,      4850.15,      4865.75,      4867.85,      4829.40,      4837.45,-12.7
,Nifty Fin Service,     12499.70,     12532.00,     12628.80,     12513.10,     12594.95,95.25
,Nifty50 Div Point,          .00,          .00,          .00,          .00,          .00,0
,Nifty100 Liq 15,      4140.20,      4153.95,      4169.30,      4135.75,      4159.15,18.95
,Nifty CPSE,      2228.70,      2233.50,      2247.25,      2228.45,      2243.50,14.8
,Nifty GrowSect 15,      6088.90,      6108.55,      6137.25,      6095.25,      6123.85,34.95
,Nifty50 PR 2x Lev,      5076.05,      5110.55,      5155.25,      5085.65,      5134.70,58.65
,Nifty50 PR 1x Inv,       393.55,       392.20,       393.20,       390.50,       391.30,-2.25
,Nifty50 TR 2x Lev,      6464.75,      6508.75,      6565.65,      6477.00,      6539.45,74.7
,Nifty50 TR 1x Inv,       348.80,       347.65,       348.50,       346.10,       346.80,-2
,Nifty50 Value 20,      5526.15,      5549.20,      5574.50,      5535.20,      5564.45,38.3
,Nifty Mid Liq 15,      4223.65,      4237.25,      4282.75,      4236.55,      4276.65,53
,Nifty Pvt Bank,     16961.60,     17015.95,     17160.80,     16969.65,     17111.80,150.2
,NIFTY100 Qualty30,      2739.95,      2748.15,      2754.05,      2741.45,      2749.25,9.3
,Nifty GS 8 13Yr,      1847.75,      1848.13,      1851.33,      1848.13,      1850.12,2.37
,Nifty GS 10Yr,      1709.83,      1710.17,      1714.10,      1710.17,      1712.71,2.88
,Nifty GS 10Yr Cln,       907.24,       907.24,       909.36,       907.24,       908.61,1.37
,Nifty GS 4 8Yr,      1984.46,      1984.87,      1984.98,      1982.16,      1982.37,-2.09
,Nifty GS 11 15Yr,      1944.56,      1944.97,      1945.36,      1943.52,      1944.00,-.56
,Nifty GS 15YrPlus,      2086.38,      2086.82,      2088.35,      2085.87,      2088.35,1.97
,Nifty GS Compsite,      1889.65,      1890.03,      1892.08,      1889.90,      1890.41,.76

,ADVANCES,1148
,DECLINES,641
,UNCHANGED,121

,Total securities that have hit their price bands today,218

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IBULHSGFIN,EQ,       898.15,       903.05,0.55,1257.83
,DHFL,EQ,       148.90,       163.50,9.81,1050.94
,RELIANCE,EQ,      1353.05,      1353.90,0.06,910.01
,YESBANK,EQ,       268.05,       266.85,-0.45,761.56
,SBIN,EQ,       321.80,       317.05,-1.48,734.76
,TATAMOTORS,EQ,       206.15,       205.15,-0.49,657.93
,TCS,EQ,      2014.50,      2048.30,1.68,642.14
,TATASTEEL,EQ,       530.65,       549.30,3.51,545.14
,HDFC,EQ,      2042.05,      2059.20,0.84,529.6
,JUSTDIAL,EQ,       574.55,       608.85,5.97,526.87
,CIPLA,EQ,       521.00,       532.10,2.13,523.59
,MARUTI,EQ,      7113.10,      7107.70,-0.08,518.18
,HDFCBANK,EQ,      2283.95,      2305.60,0.95,478.77
,INFY,EQ,       747.90,       759.30,1.52,476.16
,TITAN,EQ,      1106.10,      1106.40,0.03,457.47
,ICICIBANK,EQ,       388.75,       390.55,0.46,422.02
,AXISBANK,EQ,       762.15,       762.20,0.01,407.33
,BAJFINANCE,EQ,      3039.45,      3114.20,2.46,384.97
,PCJEWELLER,EQ,        81.05,        87.00,7.34,329.3
,ZEEL,EQ,       417.30,       411.50,-1.39,309.46
,ULTRACEMCO,EQ,      4079.95,      4190.40,2.71,306.87
,PNB,EQ,        93.65,        93.10,-0.59,281.97
,LT,EQ,      1368.70,      1373.80,0.37,281.09
,JETAIRWAYS,EQ,       260.30,       256.10,-1.61,279.45
,BANKBARODA,EQ,       131.20,       130.60,-0.46,277.63

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATASTEEL,EQ,       549.30,       530.65,3.51
,ULTRACEMCO,EQ,      4190.40,      4079.95,2.71
,BAJFINANCE,EQ,      3114.20,      3039.45,2.46
,VEDL,EQ,       191.70,       187.20,2.4
,EICHERMOT,EQ,     20980.30,     20489.55,2.4

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BRITANNIA,EQ,      2994.05,      3041.80,-1.57
,POWERGRID,EQ,       196.30,       199.35,-1.53
,SBIN,EQ,       317.05,       321.80,-1.48
,ZEEL,EQ,       411.50,       417.30,-1.39
,HEROMOTOCO,EQ,      2618.40,      2637.20,-0.71

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        39.10,                   349043.15,8950
,21STCENMGM,EQ,        21.10,                    78175.50,3705
,3IINFOTECH,EQ,         3.90,                 16553930.10,4243225
,3MINDIA,EQ,     23861.65,                 16585083.50,695
,3PLAND,EQ,        11.55,                    24310.30,2257
,5PAISA,EQ,       233.05,                  1144079.90,4902
,63MOONS,EQ,        79.90,                  7197308.60,89333
,8KMILES,EQ,       104.50,                 46280747.75,433854
,A2ZINFRA,EQ,        17.50,                  2291391.40,129948
,AARON,SM,        47.00,                   141000.00,3000
,AARTIDRUGS,EQ,       634.95,                 14490840.80,22802
,AARTIIND,EQ,      1625.15,                144095110.15,89046
,AARVEEDEN,EQ,        23.20,                   114149.90,4857
,AARVI,SM,        43.00,                   516000.00,12000
,AAVAS,EQ,      1139.75,                  3863189.90,3381
,ABAN,BE,        58.45,                  1729436.90,29450
,ABBOTINDIA,EQ,      7302.20,                  8768899.25,1201
,ABCAPITAL,EQ,        99.65,                255937867.70,2569157
,ABFRL,EQ,       219.00,                 60851712.65,277528
,ABGSHIP,BZ,         1.65,                    32493.25,19928
,ABSLNN50ET,EQ,       334.99,                    35344.85,113
,ACCELYA,EQ,       940.20,                  2607592.50,2801
,ACCORD,SM,        27.40,                    54800.00,2000
,ACE,EQ,       113.70,                 28206435.00,245780
,ADANIENT,EQ,       146.90,                295506165.00,2004719
,ADANIGAS,EQ,       130.10,                 41041096.95,313703
,ADANIGREEN,EQ,        36.65,                  9508344.60,258016
,ADANIPOWER,EQ,        49.85,                644246136.15,13088231
,ADANITRANS,EQ,       219.70,                 11280563.15,51032
,ADFFOODS,EQ,       249.95,                  9152853.30,36903
,ADHUNIK,BE,         3.35,                    74004.85,22091
,ADHUNIKIND,EQ,        56.30,                   360909.20,6384
,ADLABS,EQ,        10.00,                 33767585.85,3250154
,ADORWELD,EQ,       348.10,                   734655.50,2117
,ADROITINFO,BE,        16.95,                    24810.40,1582
,ADSL,EQ,        13.70,                    51652.85,3817
,ADVANIHOTR,EQ,        68.00,                   293970.65,4324
,ADVENZYMES,EQ,       190.85,                 96442107.60,506730
,AEGISCHEM,EQ,       215.45,                 43522600.90,205883
,AGARIND,EQ,       159.80,                   192514.90,1219
,AGCNET,EQ,       117.50,                   115605.90,986
,AGLSL,EQ,        57.70,                   159133.95,2752
,AGRITECH,EQ,        63.70,                  5064558.40,81392
,AGROPHOS,BE,        71.00,                  7327141.50,103397
,AHLEAST,EQ,       243.45,                    35203.20,145
,AHLUCONT,EQ,       333.30,                  1752108.20,5258
,AHLWEST,EQ,       350.85,                    75362.05,215
,AIAENG,EQ,      1709.75,                 13680273.80,7980
,AIFL,BE,        11.95,                   539206.10,45908
,AIONJSW,EQ,        28.70,                   483298.90,16855
,AISL,SM,        69.00,                   410340.00,6000
,AJANTPHARM,EQ,      1026.00,                199444483.50,194247
,AJMERA,EQ,       187.70,                 16715644.85,88477
,AJOONI,SM,        19.95,                   159600.00,8000
,AKASH,SM,        53.00,                   106000.00,2000
,AKSHARCHEM,EQ,       338.60,                   670833.30,1981
,AKSHOPTFBR,EQ,        18.70,                  6418678.10,343908
,AKZOINDIA,EQ,      1834.55,                 11664690.50,6366
,ALANKIT,EQ,        31.90,                 19957696.55,628284
