symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-05-02,21742,7595,34.93
ADANIPORTS,EQ,2012-05-02,591736,293733,49.64
BEL,EQ,2012-05-02,17920,13002,72.56
BOSCHLTD,EQ,2012-05-02,4164,1568,37.66
CUMMINSIND,EQ,2012-05-02,682824,618323,90.55
DLF,EQ,2012-05-02,7208787,2103303,29.18
HINDALCO,EQ,2012-05-02,4088476,1522074,37.23
INDHOTEL,EQ,2012-05-02,482257,256201,53.13
LT,EQ,2012-05-02,1097897,406388,37.02
MANAPPURAM,EQ,2012-05-02,4739820,3086940,65.13
MARUTI,EQ,2012-05-02,666676,226645,34.00
SBIN,EQ,2012-05-02,1393408,307009,22.03
SBIN,N1,2012-05-02,2,1,50.00
SBIN,N3,2012-05-02,83,71,85.54
SBIN,N5,2012-05-02,1815,1801,99.23
SUZLON,EQ,2012-05-02,15276533,2455592,16.07
TRENT,EQ,2012-05-02,30986,30529,98.53
